|   obsdate | filter |    mag | e_mag |  observatory |   status | [mag_cor-mag_origin] |
| 59558.972 |      V |  12.18 |  0.02 | LasCumbres1m | detected |                -0.32 |
| 59558.973 |      V |  12.18 |  0.02 | LasCumbres1m | detected |                -0.32 |
| 59558.973 |      g | 12.024 |  0.01 | LasCumbres1m | detected |               -0.396 |
| 59558.974 |      g | 12.024 |  0.01 | LasCumbres1m | detected |               -0.396 |
| 59558.974 |      r |  12.33 |  0.01 | LasCumbres1m | detected |                -0.27 |
| 59558.975 |      r |  12.32 |  0.01 | LasCumbres1m | detected |                -0.27 |
| 59558.975 |      i | 13.229 |  0.01 | LasCumbres1m | detected |               -0.201 |
| 59558.976 |      i | 13.229 |  0.01 | LasCumbres1m | detected |               -0.201 |
| 59559.986 |      B | 12.284 |  0.02 | LasCumbres1m | detected |               -0.436 |
| 59559.987 |      B | 12.254 |  0.02 | LasCumbres1m | detected |               -0.436 |
| 59559.987 |      V |  12.26 |  0.02 | LasCumbres1m | detected |                -0.32 |
| 59559.988 |      V |  12.25 |  0.02 | LasCumbres1m | detected |                -0.32 |
| 59559.988 |      g | 12.124 |  0.01 | LasCumbres1m | detected |               -0.396 |
