|   obsdate | filter |    mag | e_mag |  observatory |   status | [mag_cor-mag_origin] |
| 59529.792 |      U | 16.771 |  0.04 | LasCumbres1m | detected |               -0.429 |
| 59529.796 |      U | 16.811 |  0.03 | LasCumbres1m | detected |               -0.429 |
|   59529.8 |      B | 16.356 |  0.02 | LasCumbres1m | detected |               -0.364 |
| 59529.802 |      B | 16.296 |  0.02 | LasCumbres1m | detected |               -0.364 |
| 59529.805 |      V | 16.302 |  0.02 | LasCumbres1m | detected |               -0.248 |
| 59529.807 |      V | 16.342 |  0.02 | LasCumbres1m | detected |               -0.248 |
| 59529.809 |      g | 16.166 |  0.02 | LasCumbres1m | detected |               -0.324 |
| 59529.811 |      g | 16.196 |  0.02 | LasCumbres1m | detected |               -0.324 |
| 59529.814 |      r | 16.261 |  0.02 | LasCumbres1m | detected |               -0.199 |
| 59529.816 |      r | 16.241 |  0.02 | LasCumbres1m | detected |               -0.199 |
| 59529.817 |      i | 16.716 |  0.04 | LasCumbres1m | detected |               -0.144 |
| 59529.819 |      i | 16.616 |  0.03 | LasCumbres1m | detected |               -0.144 |
|   59530.8 |      U | 16.781 |  0.03 | LasCumbres1m | detected |               -0.429 |
| 59530.804 |      U | 16.801 |  0.03 | LasCumbres1m | detected |               -0.429 |
| 59530.808 |      B | 15.876 |  0.02 | LasCumbres1m | detected |               -0.364 |
| 59530.811 |      B | 15.886 |  0.02 | LasCumbres1m | detected |               -0.364 |
| 59530.813 |      V | 15.512 |  0.02 | LasCumbres1m | detected |               -0.248 |
| 59530.815 |      V | 15.522 |  0.02 | LasCumbres1m | detected |               -0.248 |
| 59530.817 |      g | 15.576 |  0.02 | LasCumbres1m | detected |               -0.324 |
|  59530.82 |      g | 15.576 |  0.02 | LasCumbres1m | detected |               -0.324 |
| 59530.822 |      r | 15.481 |  0.02 | LasCumbres1m | detected |               -0.199 |
| 59530.824 |      r | 15.471 |  0.01 | LasCumbres1m | detected |               -0.199 |
| 59530.826 |      i | 15.976 |  0.02 | LasCumbres1m | detected |               -0.144 |
| 59530.828 |      i | 16.036 |  0.02 | LasCumbres1m | detected |               -0.144 |
| 59531.621 |      U | 16.331 |  0.02 | LasCumbres1m | detected |               -0.429 |
| 59531.624 |      U | 16.341 |  0.02 | LasCumbres1m | detected |               -0.429 |
| 59531.628 |      B | 15.426 |  0.01 | LasCumbres1m | detected |               -0.364 |
| 59531.631 |      B | 15.416 |  0.01 | LasCumbres1m | detected |               -0.364 |
| 59531.634 |      V | 15.002 |  0.01 | LasCumbres1m | detected |               -0.248 |
| 59531.635 |      V | 14.992 |  0.01 | LasCumbres1m | detected |               -0.248 |
| 59531.637 |      g | 15.126 |  0.01 | LasCumbres1m | detected |               -0.324 |
|  59531.64 |      g | 15.126 |  0.01 | LasCumbres1m | detected |               -0.324 |
| 59531.643 |      r | 14.971 |  0.01 | LasCumbres1m | detected |               -0.199 |
| 59531.645 |      r | 14.961 |  0.01 | LasCumbres1m | detected |               -0.199 |
| 59531.647 |      i | 15.526 |  0.02 | LasCumbres1m | detected |               -0.144 |
| 59531.648 |      i | 15.536 |  0.02 | LasCumbres1m | detected |               -0.144 |
| 59531.649 |      U | 16.301 |  0.02 | LasCumbres1m | detected |               -0.429 |
| 59531.653 |      U | 16.261 |  0.02 | LasCumbres1m | detected |               -0.429 |
| 59531.657 |      B | 15.396 |  0.02 | LasCumbres1m | detected |               -0.364 |
|  59531.66 |      B | 15.356 |  0.02 | LasCumbres1m | detected |               -0.364 |
| 59531.663 |      V | 14.972 |  0.02 | LasCumbres1m | detected |               -0.248 |
| 59531.664 |      V | 14.972 |  0.01 | LasCumbres1m | detected |               -0.248 |
| 59531.666 |      g | 15.106 |  0.01 | LasCumbres1m | detected |               -0.324 |
| 59531.669 |      g | 15.096 |  0.01 | LasCumbres1m | detected |               -0.324 |
| 59531.672 |      r | 14.941 |  0.01 | LasCumbres1m | detected |               -0.199 |
| 59531.673 |      r | 14.941 |  0.01 | LasCumbres1m | detected |               -0.199 |
| 59531.675 |      i | 15.486 |  0.02 | LasCumbres1m | detected |               -0.144 |
| 59531.677 |      i | 15.506 |  0.02 | LasCumbres1m | detected |               -0.144 |
| 59532.483 |      U | 15.761 |  0.02 | LasCumbres1m | detected |               -0.429 |
| 59532.487 |      U | 15.771 |  0.02 | LasCumbres1m | detected |               -0.429 |
| 59532.491 |      B | 14.786 |  0.01 | LasCumbres1m | detected |               -0.364 |
| 59532.493 |      B | 14.776 |  0.01 | LasCumbres1m | detected |               -0.364 |
| 59532.496 |      V | 14.522 |  0.01 | LasCumbres1m | detected |               -0.248 |
| 59532.498 |      V | 14.522 |  0.01 | LasCumbres1m | detected |               -0.248 |
|   59532.5 |      g | 14.536 |  0.01 | LasCumbres1m | detected |               -0.324 |
| 59532.502 |      g | 14.526 |  0.01 | LasCumbres1m | detected |               -0.324 |
| 59532.505 |      r | 14.501 |  0.01 | LasCumbres1m | detected |               -0.199 |
| 59532.507 |      r | 14.501 |  0.01 | LasCumbres1m | detected |               -0.199 |
| 59532.509 |      i | 15.046 |  0.01 | LasCumbres1m | detected |               -0.144 |
