|   obsdate | filter |    mag | e_mag |  observatory |   status | [mag_cor-mag_origin] |
| 59529.792 |      U | 17.163 |  0.04 | LasCumbres1m | detected |               -0.037 |
| 59529.796 |      U | 17.203 |  0.03 | LasCumbres1m | detected |               -0.037 |
|   59529.8 |      B | 16.687 |  0.02 | LasCumbres1m | detected |               -0.033 |
| 59529.802 |      B | 16.627 |  0.02 | LasCumbres1m | detected |               -0.033 |
| 59529.805 |      V | 16.526 |  0.02 | LasCumbres1m | detected |               -0.024 |
| 59529.807 |      V | 16.566 |  0.02 | LasCumbres1m | detected |               -0.024 |
| 59529.809 |      g |  16.46 |  0.02 | LasCumbres1m | detected |                -0.03 |
| 59529.811 |      g |  16.49 |  0.02 | LasCumbres1m | detected |                -0.03 |
| 59529.814 |      r |  16.44 |  0.02 | LasCumbres1m | detected |                -0.02 |
| 59529.816 |      r |  16.42 |  0.02 | LasCumbres1m | detected |                -0.02 |
| 59529.817 |      i | 16.845 |  0.04 | LasCumbres1m | detected |               -0.015 |
| 59529.819 |      i | 16.745 |  0.03 | LasCumbres1m | detected |               -0.015 |
|   59530.8 |      U | 17.173 |  0.03 | LasCumbres1m | detected |               -0.037 |
| 59530.804 |      U | 17.193 |  0.03 | LasCumbres1m | detected |               -0.037 |
| 59530.808 |      B | 16.207 |  0.02 | LasCumbres1m | detected |               -0.033 |
| 59530.811 |      B | 16.217 |  0.02 | LasCumbres1m | detected |               -0.033 |
| 59530.813 |      V | 15.736 |  0.02 | LasCumbres1m | detected |               -0.024 |
| 59530.815 |      V | 15.746 |  0.02 | LasCumbres1m | detected |               -0.024 |
| 59530.817 |      g |  15.87 |  0.02 | LasCumbres1m | detected |                -0.03 |
|  59530.82 |      g |  15.87 |  0.02 | LasCumbres1m | detected |                -0.03 |
| 59530.822 |      r |  15.66 |  0.02 | LasCumbres1m | detected |                -0.02 |
| 59530.824 |      r |  15.65 |  0.01 | LasCumbres1m | detected |                -0.02 |
| 59530.826 |      i | 16.105 |  0.02 | LasCumbres1m | detected |               -0.015 |
| 59530.828 |      i | 16.165 |  0.02 | LasCumbres1m | detected |               -0.015 |
| 59531.621 |      U | 16.723 |  0.02 | LasCumbres1m | detected |               -0.037 |
| 59531.624 |      U | 16.733 |  0.02 | LasCumbres1m | detected |               -0.037 |
| 59531.628 |      B | 15.757 |  0.01 | LasCumbres1m | detected |               -0.033 |
| 59531.631 |      B | 15.747 |  0.01 | LasCumbres1m | detected |               -0.033 |
| 59531.634 |      V | 15.226 |  0.01 | LasCumbres1m | detected |               -0.024 |
| 59531.635 |      V | 15.216 |  0.01 | LasCumbres1m | detected |               -0.024 |
| 59531.637 |      g |  15.42 |  0.01 | LasCumbres1m | detected |                -0.03 |
|  59531.64 |      g |  15.42 |  0.01 | LasCumbres1m | detected |                -0.03 |
| 59531.643 |      r |  15.15 |  0.01 | LasCumbres1m | detected |                -0.02 |
| 59531.645 |      r |  15.14 |  0.01 | LasCumbres1m | detected |                -0.02 |
| 59531.647 |      i | 15.655 |  0.02 | LasCumbres1m | detected |               -0.015 |
| 59531.648 |      i | 15.665 |  0.02 | LasCumbres1m | detected |               -0.015 |
| 59531.649 |      U | 16.693 |  0.02 | LasCumbres1m | detected |               -0.037 |
| 59531.653 |      U | 16.653 |  0.02 | LasCumbres1m | detected |               -0.037 |
| 59531.657 |      B | 15.727 |  0.02 | LasCumbres1m | detected |               -0.033 |
|  59531.66 |      B | 15.687 |  0.02 | LasCumbres1m | detected |               -0.033 |
| 59531.663 |      V | 15.196 |  0.02 | LasCumbres1m | detected |               -0.024 |
| 59531.664 |      V | 15.196 |  0.01 | LasCumbres1m | detected |               -0.024 |
| 59531.666 |      g |   15.4 |  0.01 | LasCumbres1m | detected |                -0.03 |
| 59531.669 |      g |  15.39 |  0.01 | LasCumbres1m | detected |                -0.03 |
| 59531.672 |      r |  15.12 |  0.01 | LasCumbres1m | detected |                -0.02 |
