|   obsdate | filter |    mag | e_mag |  observatory |   status | [mag_cor-mag_origin] |
| 59529.792 |      U | 16.739 |  0.04 | LasCumbres1m | detected |               -0.461 |
| 59529.796 |      U | 16.779 |  0.03 | LasCumbres1m | detected |               -0.461 |
|   59529.8 |      B | 16.317 |  0.02 | LasCumbres1m | detected |               -0.403 |
| 59529.802 |      B | 16.257 |  0.02 | LasCumbres1m | detected |               -0.403 |
| 59529.805 |      V | 16.254 |  0.02 | LasCumbres1m | detected |               -0.296 |
| 59529.807 |      V | 16.294 |  0.02 | LasCumbres1m | detected |               -0.296 |
| 59529.809 |      g | 16.124 |  0.02 | LasCumbres1m | detected |               -0.366 |
| 59529.811 |      g | 16.154 |  0.02 | LasCumbres1m | detected |               -0.366 |
| 59529.814 |      r |  16.21 |  0.02 | LasCumbres1m | detected |                -0.25 |
| 59529.816 |      r |  16.19 |  0.02 | LasCumbres1m | detected |                -0.25 |
| 59529.817 |      i | 16.674 |  0.04 | LasCumbres1m | detected |               -0.186 |
| 59529.819 |      i | 16.574 |  0.03 | LasCumbres1m | detected |               -0.186 |
|   59530.8 |      U | 16.749 |  0.03 | LasCumbres1m | detected |               -0.461 |
| 59530.804 |      U | 16.769 |  0.03 | LasCumbres1m | detected |               -0.461 |
| 59530.808 |      B | 15.837 |  0.02 | LasCumbres1m | detected |               -0.403 |
| 59530.811 |      B | 15.847 |  0.02 | LasCumbres1m | detected |               -0.403 |
| 59530.813 |      V | 15.464 |  0.02 | LasCumbres1m | detected |               -0.296 |
| 59530.815 |      V | 15.474 |  0.02 | LasCumbres1m | detected |               -0.296 |
| 59530.817 |      g | 15.534 |  0.02 | LasCumbres1m | detected |               -0.366 |
|  59530.82 |      g | 15.534 |  0.02 | LasCumbres1m | detected |               -0.366 |
| 59530.822 |      r |  15.43 |  0.02 | LasCumbres1m | detected |                -0.25 |
| 59530.824 |      r |  15.42 |  0.01 | LasCumbres1m | detected |                -0.25 |
| 59530.826 |      i | 15.934 |  0.02 | LasCumbres1m | detected |               -0.186 |
| 59530.828 |      i | 15.994 |  0.02 | LasCumbres1m | detected |               -0.186 |
| 59531.621 |      U | 16.299 |  0.02 | LasCumbres1m | detected |               -0.461 |
