|   obsdate | filter |   mag | e_mag |  observatory |   status | [mag_cor-mag_origin] |
| 59529.792 |      U |  17.2 |  0.04 | LasCumbres1m | detected |                -99.9 |
| 59529.796 |      U | 17.24 |  0.03 | LasCumbres1m | detected |                -99.9 |
|   59529.8 |      B | 16.72 |  0.02 | LasCumbres1m | detected |                -99.9 |
| 59529.802 |      B | 16.66 |  0.02 | LasCumbres1m | detected |                -99.9 |
| 59529.805 |      V | 16.55 |  0.02 | LasCumbres1m | detected |                -99.9 |
| 59529.807 |      V | 16.59 |  0.02 | LasCumbres1m | detected |                -99.9 |
| 59529.809 |      g | 16.49 |  0.02 | LasCumbres1m | detected |                -99.9 |
| 59529.811 |      g | 16.52 |  0.02 | LasCumbres1m | detected |                -99.9 |
| 59529.814 |      r | 16.46 |  0.02 | LasCumbres1m | detected |                -99.9 |
| 59529.816 |      r | 16.44 |  0.02 | LasCumbres1m | detected |                -99.9 |
| 59529.817 |      i | 16.86 |  0.04 | LasCumbres1m | detected |                -99.9 |
| 59529.819 |      i | 16.76 |  0.03 | LasCumbres1m | detected |                -99.9 |
|   59530.8 |      U | 17.21 |  0.03 | LasCumbres1m | detected |                -99.9 |
| 59530.804 |      U | 17.23 |  0.03 | LasCumbres1m | detected |                -99.9 |
| 59530.808 |      B | 16.24 |  0.02 | LasCumbres1m | detected |                -99.9 |
| 59530.811 |      B | 16.25 |  0.02 | LasCumbres1m | detected |                -99.9 |
| 59530.813 |      V | 15.76 |  0.02 | LasCumbres1m | detected |                -99.9 |
| 59530.815 |      V | 15.77 |  0.02 | LasCumbres1m | detected |                -99.9 |
| 59530.817 |      g |  15.9 |  0.02 | LasCumbres1m | detected |                -99.9 |
|  59530.82 |      g |  15.9 |  0.02 | LasCumbres1m | detected |                -99.9 |
| 59530.822 |      r | 15.68 |  0.02 | LasCumbres1m | detected |                -99.9 |
| 59530.824 |      r | 15.67 |  0.01 | LasCumbres1m | detected |                -99.9 |
| 59530.826 |      i | 16.12 |  0.02 | LasCumbres1m | detected |                -99.9 |
| 59530.828 |      i | 16.18 |  0.02 | LasCumbres1m | detected |                -99.9 |
| 59531.621 |      U | 16.76 |  0.02 | LasCumbres1m | detected |                -99.9 |
| 59531.624 |      U | 16.77 |  0.02 | LasCumbres1m | detected |                -99.9 |
| 59531.628 |      B | 15.79 |  0.01 | LasCumbres1m | detected |                -99.9 |
| 59531.631 |      B | 15.78 |  0.01 | LasCumbres1m | detected |                -99.9 |
| 59531.634 |      V | 15.25 |  0.01 | LasCumbres1m | detected |                -99.9 |
| 59531.635 |      V | 15.24 |  0.01 | LasCumbres1m | detected |                -99.9 |
| 59531.637 |      g | 15.45 |  0.01 | LasCumbres1m | detected |                -99.9 |
|  59531.64 |      g | 15.45 |  0.01 | LasCumbres1m | detected |                -99.9 |
| 59531.643 |      r | 15.17 |  0.01 | LasCumbres1m | detected |                -99.9 |
| 59531.645 |      r | 15.16 |  0.01 | LasCumbres1m | detected |                -99.9 |
| 59531.647 |      i | 15.67 |  0.02 | LasCumbres1m | detected |                -99.9 |
| 59531.648 |      i | 15.68 |  0.02 | LasCumbres1m | detected |                -99.9 |
| 59531.649 |      U | 16.73 |  0.02 | LasCumbres1m | detected |                -99.9 |
| 59531.653 |      U | 16.69 |  0.02 | LasCumbres1m | detected |                -99.9 |
| 59531.657 |      B | 15.76 |  0.02 | LasCumbres1m | detected |                -99.9 |
|  59531.66 |      B | 15.72 |  0.02 | LasCumbres1m | detected |                -99.9 |
| 59531.663 |      V | 15.22 |  0.02 | LasCumbres1m | detected |                -99.9 |
| 59531.664 |      V | 15.22 |  0.01 | LasCumbres1m | detected |                -99.9 |
| 59531.666 |      g | 15.43 |  0.01 | LasCumbres1m | detected |                -99.9 |
| 59531.669 |      g | 15.42 |  0.01 | LasCumbres1m | detected |                -99.9 |
| 59531.672 |      r | 15.14 |  0.01 | LasCumbres1m | detected |                -99.9 |
| 59531.673 |      r | 15.14 |  0.01 | LasCumbres1m | detected |                -99.9 |
| 59531.675 |      i | 15.63 |  0.02 | LasCumbres1m | detected |                -99.9 |
| 59531.677 |      i | 15.65 |  0.02 | LasCumbres1m | detected |                -99.9 |
| 59532.483 |      U | 16.19 |  0.02 | LasCumbres1m | detected |                -99.9 |
| 59532.487 |      U |  16.2 |  0.02 | LasCumbres1m | detected |                -99.9 |
| 59532.491 |      B | 15.15 |  0.01 | LasCumbres1m | detected |                -99.9 |
| 59532.493 |      B | 15.14 |  0.01 | LasCumbres1m | detected |                -99.9 |
| 59532.496 |      V | 14.77 |  0.01 | LasCumbres1m | detected |                -99.9 |
| 59532.498 |      V | 14.77 |  0.01 | LasCumbres1m | detected |                -99.9 |
|   59532.5 |      g | 14.86 |  0.01 | LasCumbres1m | detected |                -99.9 |
| 59532.502 |      g | 14.85 |  0.01 | LasCumbres1m | detected |                -99.9 |
| 59532.505 |      r |  14.7 |  0.01 | LasCumbres1m | detected |                -99.9 |
| 59532.507 |      r |  14.7 |  0.01 | LasCumbres1m | detected |                -99.9 |
