|   obsdate | filter |    mag | e_mag |  observatory |   status | [mag_cor-mag_origin] |
| 59529.792 |      U | 16.808 |  0.04 | LasCumbres1m | detected |               -0.392 |
| 59529.796 |      U | 16.848 |  0.03 | LasCumbres1m | detected |               -0.392 |
|   59529.8 |      B | 16.389 |  0.02 | LasCumbres1m | detected |               -0.331 |
| 59529.802 |      B | 16.329 |  0.02 | LasCumbres1m | detected |               -0.331 |
| 59529.805 |      V | 16.326 |  0.02 | LasCumbres1m | detected |               -0.224 |
| 59529.807 |      V | 16.366 |  0.02 | LasCumbres1m | detected |               -0.224 |
| 59529.809 |      g | 16.196 |  0.02 | LasCumbres1m | detected |               -0.294 |
| 59529.811 |      g | 16.226 |  0.02 | LasCumbres1m | detected |               -0.294 |
| 59529.814 |      r | 16.281 |  0.02 | LasCumbres1m | detected |               -0.179 |
| 59529.816 |      r | 16.261 |  0.02 | LasCumbres1m | detected |               -0.179 |
| 59529.817 |      i | 16.731 |  0.04 | LasCumbres1m | detected |               -0.129 |
| 59529.819 |      i | 16.631 |  0.03 | LasCumbres1m | detected |               -0.129 |
|   59530.8 |      U | 16.818 |  0.03 | LasCumbres1m | detected |               -0.392 |
| 59530.804 |      U | 16.838 |  0.03 | LasCumbres1m | detected |               -0.392 |
| 59530.808 |      B | 15.909 |  0.02 | LasCumbres1m | detected |               -0.331 |
| 59530.811 |      B | 15.919 |  0.02 | LasCumbres1m | detected |               -0.331 |
| 59530.813 |      V | 15.536 |  0.02 | LasCumbres1m | detected |               -0.224 |
| 59530.815 |      V | 15.546 |  0.02 | LasCumbres1m | detected |               -0.224 |
| 59530.817 |      g | 15.606 |  0.02 | LasCumbres1m | detected |               -0.294 |
|  59530.82 |      g | 15.606 |  0.02 | LasCumbres1m | detected |               -0.294 |
| 59530.822 |      r | 15.501 |  0.02 | LasCumbres1m | detected |               -0.179 |
| 59530.824 |      r | 15.491 |  0.01 | LasCumbres1m | detected |               -0.179 |
| 59530.826 |      i | 15.991 |  0.02 | LasCumbres1m | detected |               -0.129 |
| 59530.828 |      i | 16.051 |  0.02 | LasCumbres1m | detected |               -0.129 |
