#	Observing Date = 2023-04-29
#	Observatory = LOAO
#	-18 deg sunset = 20:31
#	-18 deg sunrise = 04:09
#	Moon ra, dec = 9:51:41.31   18:13:49.16
#	Moon phase = 0.63
#	Moon seperation limit = 40
#	Altitude limit = 30
==============================================================================================================
|      name |       ra |       dec | rise(LT) | transit(LT) | set(LT) | moon_dist(deg) |               weight |    note |
| MS230428s | 12:25:31 |  -7:14:11 |    19:14 |       22:22 |   01:30 |             46 |  0.06789074744821316 | 1155411 |
| MS230428s | 12:26:12 |  -7:41:05 |    19:16 |       22:22 |   01:29 |             46 |    0.078917144075866 | 1261516 |
| MS230428s | 12:26:16 |  -7:40:50 |    19:16 |       22:23 |   01:29 |             46 |   0.1614805607763679 | 1152331 |
| MS230428s | 12:28:45 |  -8:38:32 |    19:22 |       22:25 |   01:27 |             47 | 0.058797930472220435 | 1159327 |
| MS230428s | 12:30:16 |  -8:23:49 |    19:23 |       22:26 |   01:30 |             47 |  0.06289328335344553 | 1324669 |
| MS230428s | 12:45:41 | -10:43:01 |    19:49 |       22:42 |   01:35 |             52 |  0.05108531777725498 | 1153436 |
| MS230428s | 12:47:16 | -18:33:15 |    20:33 |       22:43 |   00:53 |             57 |   0.0613254178570505 | 1161529 |
| MS230428s | 12:50:19 | -13:19:27 |    20:06 |       22:46 |   01:27 |             54 |  0.06492778551268022 | 1151266 |
| MS230428s | 12:51:34 | -20:42:30 |    20:53 |       22:48 |   00:42 |             59 |   0.0560420794770544 | 1156603 |
| MS230428s | 12:52:27 | -15:31:07 |    20:19 |       22:49 |   01:18 |             56 |  0.09486560270233423 | 1153027 |
| MS230428s | 12:56:56 | -20:28:18 |    20:57 |       22:53 |   00:50 |             59 |  0.19388297388009212 | 1154523 |
| MS230428s | 12:56:59 | -20:33:59 |    20:57 |       22:53 |   00:49 |             60 |  0.08129238418712513 | 2015264 |
| MS230428s | 12:57:00 | -20:28:51 |    20:57 |       22:53 |   00:50 |             60 |  0.38799805115793007 | 1152406 |
| MS230428s | 12:57:02 | -20:30:17 |    20:57 |       22:53 |   00:49 |             60 |   0.2289179539342726 | 1152946 |
| MS230428s | 12:57:20 | -20:39:24 |    20:58 |       22:54 |   00:49 |             60 |   0.0751665900382965 | 1171006 |
| MS230428s | 12:58:10 | -22:52:33 |    21:20 |       22:54 |   00:29 |             61 |  0.11619668590410957 | 1151410 |
| MS230428s | 12:58:10 | -22:52:32 |    21:20 |       22:54 |   00:29 |             61 |  0.05305636958401711 | 1329946 |
| MS230428s | 12:59:06 | -22:01:41 |    21:12 |       22:55 |   00:38 |             61 |  0.06808005290578527 | 1166612 |
| MS230428s | 12:59:34 | -21:05:47 |    21:04 |       22:56 |   00:48 |             60 |  0.08429454988749242 | 1155943 |
| MS230428s | 12:59:45 | -22:10:31 |    21:14 |       22:56 |   00:37 |             61 |  0.44385609121224545 | 1151567 |
| MS230428s | 13:00:20 | -22:41:31 |    21:20 |       22:57 |   00:33 |             61 | 0.057646144732786286 | 1153456 |
| MS230428s | 13:00:29 | -22:06:38 |    21:15 |       22:57 |   00:39 |             61 |  0.09904645167086937 | 1158521 |
| MS230428s | 13:00:37 | -22:11:19 |    21:15 |       22:57 |   00:38 |             61 |  0.05145689273649242 | 1161973 |
| MS230428s | 13:01:11 | -22:16:23 |    21:17 |       22:57 |   00:38 |             61 |  0.09328491891610884 | 1162342 |
| MS230428s | 13:01:46 | -22:41:31 |    21:22 |       22:58 |   00:34 |             62 |  0.13896806660301586 | 1161594 |
| MS230428s | 13:02:43 | -23:15:25 |    21:29 |       22:59 |   00:29 |             62 |  0.05412767515421085 | 2015198 |
| MS230428s | 13:02:44 | -22:04:19 |    21:16 |       22:59 |   00:41 |             62 | 0.054428946167116146 | 1159709 |
| MS230428s | 13:02:52 | -23:55:17 |    21:36 |       22:59 |   00:22 |             63 |   0.1598446008737502 | 1153249 |
| MS230428s | 13:03:06 | -23:05:48 |    21:27 |       22:59 |   00:31 |             62 |  0.14711391896627052 | 1159459 |
| MS230428s | 13:06:56 | -20:14:52 |    21:05 |       23:03 |   01:01 |             61 | 0.055553905998611604 | 1159318 |
| MS230428s | 13:11:04 | -21:41:13 |    21:21 |       23:07 |   00:54 |             63 |  0.09326934113308644 | 1154833 |
==============================================================================================================
