name,ra,dec,d_L,prob_vol,stmass,prob_vol_x_stmass,rank,confidence,obj,note,weight
1026198,209.473,64.911,149.820,3.577269402463424e-05,13.0,1.000,0,0.5,MS230429e,1026198,1.000
1030363,211.489,65.691,149.133,3.489965675875811e-05,8.0,0.600,1,0.5,MS230429e,1030363,0.600
1265653,66.141,-54.096,141.258,6.155695019850558e-05,4.0,0.529,2,0.5,MS230429e,1265653,0.529
1261135,62.466,-56.118,29.685,6.942456491832687e-05,3.0,0.448,3,0.5,MS230429e,1261135,0.448
1046134,211.472,65.708,142.781,5.006375574519746e-05,3.5,0.377,4,0.5,MS230429e,1046134,0.377
1261102,63.938,-55.592,28.381,3.769456519911588e-05,4.599999904632568,0.373,5,0.5,MS230429e,1261102,0.373
1150793,64.044,-55.780,26.529,3.3916488035406384e-05,4.0,0.292,6,0.5,MS230429e,1150793,0.292
1153760,64.472,-56.616,100.999,4.185916961501789e-05,3.0,0.270,7,0.5,MS230429e,1153760,0.270
1061033,211.432,65.575,150.645,3.3333725403652546e-05,3.5999999046325684,0.258,8,0.5,MS230429e,1061033,0.258
1067398,210.914,65.387,152.191,3.234243700948386e-05,3.4000000953674316,0.236,9,0.5,MS230429e,1067398,0.236
1061022,209.707,64.926,146.879,4.306072809026787e-05,1.7999999523162842,0.167,10,0.5,MS230429e,1061022,0.167
7726,210.824,67.187,131.535,2.35437196616068e-05,3.0,0.152,11,0.5,MS230429e,7726,0.152
1063912,209.119,64.629,146.959,3.50125920311439e-05,2.0,0.151,12,0.9,MS230429e,1063912,0.151
1041162,213.473,65.806,149.740,1.5828483157767353e-05,4.400000095367432,0.150,13,0.9,MS230429e,1041162,0.150
1050360,209.617,65.263,153.121,3.215585134312105e-05,2.0,0.138,14,0.9,MS230429e,1050360,0.138
1274504,65.885,-54.733,143.354,6.0089147732347684e-05,1.0,0.129,15,0.9,MS230429e,1274504,0.129
1150880,63.652,-56.061,26.919,5.7202252677778324e-05,1.0,0.123,16,0.9,MS230429e,1150880,0.123
1044728,211.454,65.787,143.307,4.754957780547831e-05,1.2000000476837158,0.123,17,0.9,MS230429e,1044728,0.123
1040618,208.677,65.244,168.593,9.931099531485882e-06,5.699999809265137,0.122,18,0.9,MS230429e,1040618,0.122
1262348,65.367,-55.933,58.270,0.0001049768870358434,0.5,0.113,19,0.9,MS230429e,1262348,0.113
1051176,211.924,65.619,136.143,5.764612307986132e-05,0.8999999761581421,0.112,20,0.9,MS230429e,1051176,0.112
