|       obj |   ra_hms |   dec_dms | filter | exptime | count | binning |                weight | note | scheduled |  #id |       ra |      dec |                ra1 |                dec1 |                ra2 |                dec2 |                ra3 |                dec3 |                ra4 |                dec4 | n_hostgalaxy |     prob_vol_x_stmass | rank | confidence |                                                 mainTarget |                                                                         FixedTarget |                               id |           moonsep |                    rise |                    transit |                     set | maxalt |
| MS230430e | 15:32:43 | -21:03:49 |    B,R | 120,120 |   2,2 |     1,1 |    3.7645126811390957 |  795 |     False |  795 | 233.1818 | -21.0638 |   234.246250683197 |  -20.06049134683571 |  234.2606580782147 | -22.060446160912697 | 232.10297828542159 | -22.060446160912697 | 232.11738568043936 |  -20.06049134683571 |           35 |    3.7645126811390957 |    0 |        0.5 | Target[name=MS230430e, ra[deg]=233.1818, dec[deg]=-21.0638 | <FixedTarget "MS230430e" at SkyCoord (ICRS): (ra, dec) in deg (233.1818, -21.0638)> | def67b10384643e88ccee01deb223430 | 73.45038288102846 | 2023-04-30T19:08:39.041 | 2023-04-30 23:36:56.262947 | 2023-05-01T04:03:50.887 |  78.76 |
| MS230430e | 15:24:32 | -21:03:49 |    B,R | 120,120 |   2,2 |     1,1 |    2.6398517360976697 |  794 |     False |  794 | 231.1364 | -21.0638 | 232.20079613774246 |  -20.06049134683571 | 232.21520353276017 | -22.060446160912697 | 230.05752373996702 | -22.060446160912697 |  230.0719311349848 |  -20.06049134683571 |           35 |    2.6398517360976697 |    1 |        0.5 | Target[name=MS230430e, ra[deg]=231.1364, dec[deg]=-21.0638 | <FixedTarget "MS230430e" at SkyCoord (ICRS): (ra, dec) in deg (231.1364, -21.0638)> | 87edfa4499d64cf4acc3a273932a2521 | 71.64962457773946 | 2023-04-30T19:00:28.810 | 2023-04-30 23:28:27.489163 | 2023-05-01T03:55:41.586 |  78.77 |
| MS230430e | 15:36:00 | -17:14:02 |    B,R | 120,120 |   2,2 |     1,1 |     2.091815414608417 | 1152 |     False | 1152 |    234.0 |  -17.234 | 235.04135965202795 | -16.231350187414588 |  235.0526973611457 | -18.231320875129615 |  232.9473026388543 | -18.231320875129615 |   232.958640347972 | -16.231350187414588 |           19 |     2.091815414608417 |    2 |        0.5 |     Target[name=MS230430e, ra[deg]=234.0, dec[deg]=-17.234 |      <FixedTarget "MS230430e" at SkyCoord (ICRS): (ra, dec) in deg (234., -17.234)> | 7f953b2cd9194c73a5939e58f3b48b68 | 72.99024872891509 | 2023-04-30T19:20:09.584 | 2023-04-30 23:39:54.525468 | 2023-05-01T03:58:48.507 |  74.93 |
| MS230430e | 15:26:53 | -22:58:43 |    B,R | 120,120 |   2,2 |     1,1 |    1.2770839994447487 |  619 |     False |  619 | 231.7241 | -22.9787 | 232.80232771514426 | -21.975050315074864 | 232.81840594677524 | -23.974995541961256 | 230.62986991529374 | -23.974995541961253 |  230.6459481469247 |  -21.97505031507486 |           22 |    1.2770839994447487 |    3 |        0.5 | Target[name=MS230430e, ra[deg]=231.7241, dec[deg]=-22.9787 | <FixedTarget "MS230430e" at SkyCoord (ICRS): (ra, dec) in deg (231.7241, -22.9787)> | 209776ecaae143c18c7eec50ec431a8c | 72.81590880319007 | 2023-04-30T18:58:51.957 | 2023-04-30 23:30:40.411516 | 2023-05-01T04:02:01.879 |  80.68 |
| MS230430e | 15:30:20 | -19:08:56 |    B,R | 120,120 |   2,2 |     1,1 |    1.2701820785245954 |  972 |     False |  972 | 232.5843 | -19.1489 | 233.63645157839858 | -18.145924306497374 | 233.64928305855386 | -20.145887577182833 |  231.5192562672888 | -20.145887577182837 | 231.53208774744402 | -18.145924306497378 |           18 |    1.2701820785245954 |    4 |        0.9 | Target[name=MS230430e, ra[deg]=232.5843, dec[deg]=-19.1489 | <FixedTarget "MS230430e" at SkyCoord (ICRS): (ra, dec) in deg (232.5843, -19.1489)> | c7819ed5a2bd4e28a06a5619c0b45b9c | 72.30364851154178 | 2023-04-30T19:10:19.777 | 2023-04-30 23:34:18.594923 | 2023-05-01T03:57:22.162 |  76.85 |
| MS230430e | 15:38:25 | -19:08:56 |    B,R | 120,120 |   2,2 |     1,1 |    1.2543328354644172 |  973 |     False |  973 | 234.6067 | -19.1489 | 235.65892348851094 | -18.145924306497378 | 235.67175496866622 | -20.145887577182833 |  233.5417281774011 | -20.145887577182837 | 233.55455965755644 | -18.145924306497378 |           11 |    1.2543328354644172 |    5 |        0.9 | Target[name=MS230430e, ra[deg]=234.6067, dec[deg]=-19.1489 | <FixedTarget "MS230430e" at SkyCoord (ICRS): (ra, dec) in deg (234.6067, -19.1489)> | 4458fcf16ed142fb857471b8ccd9c2f7 | 74.11880341959716 | 2023-04-30T19:18:24.529 | 2023-04-30 23:42:20.473741 | 2023-05-01T04:05:25.961 |  76.85 |
| MS230430e | 15:46:02 | -24:53:37 |    B,R | 120,120 |   2,2 |     1,1 |    0.8458356007580964 |  448 |     False |  448 | 236.5116 | -24.8936 | 237.60517224465607 |  -23.88960013106632 | 237.62303064560578 |  -25.88953453318573 | 235.40022516834767 | -25.889534533185728 |  235.4180835692973 |  -23.88960013106632 |            9 |    0.8458356007580964 |    6 |        0.9 | Target[name=MS230430e, ra[deg]=236.5116, dec[deg]=-24.8936 | <FixedTarget "MS230430e" at SkyCoord (ICRS): (ra, dec) in deg (236.5116, -24.8936)> | 08f4d30b60fb43cd8fba4a8766aa2b8f | 77.57749720339237 | 2023-04-30T19:14:07.662 | 2023-04-30 23:49:18.853810 | 2023-05-01T04:25:01.278 |  82.59 |
| MS230430e | 15:40:54 | -21:03:49 |    B,R | 120,120 |   2,2 |     1,1 |    0.8132218871830582 |  796 |     False |  796 | 235.2273 | -21.0638 | 236.29170522865155 |  -20.06049134683571 | 236.30611262366926 | -22.060446160912697 | 234.14843283087615 | -22.060446160912697 | 234.16284022589392 |  -20.06049134683571 |            9 |    0.8132218871830582 |    7 |        0.9 | Target[name=MS230430e, ra[deg]=235.2273, dec[deg]=-21.0638 | <FixedTarget "MS230430e" at SkyCoord (ICRS): (ra, dec) in deg (235.2273, -21.0638)> | 0e10eb8ef2a04850b883bb90f6d8cccb | 75.26114109903256 | 2023-04-30T19:16:49.383 | 2023-04-30 23:44:44.847169 | 2023-05-01T04:12:00.287 |  78.76 |
| MS230430e | 15:35:10 | -22:58:43 |    B,R | 120,120 |   2,2 |     1,1 |    0.6613957710530242 |  620 |     False |  620 | 233.7931 | -22.9787 | 234.87129323238568 | -21.975050315074864 | 234.88737146401658 |  -23.97499554196126 | 232.69883543253505 | -23.974995541961256 | 232.71491366416606 | -21.975050315074856 |           18 |    0.6613957710530242 |    8 |        0.9 | Target[name=MS230430e, ra[deg]=233.7931, dec[deg]=-22.9787 | <FixedTarget "MS230430e" at SkyCoord (ICRS): (ra, dec) in deg (233.7931, -22.9787)> | d9dac15e3ca94be889ac5ac9cc9f53a1 | 74.61002255849303 | 2023-04-30T19:07:07.852 | 2023-04-30 23:39:34.662410 | 2023-05-01T04:10:16.837 |  80.68 |
| MS230430e | 15:33:37 | -15:19:08 |    B,R | 120,120 |   2,2 |     1,1 |    0.6161969418073485 | 1333 |     False | 1333 | 233.4066 | -15.3191 | 234.43849164720913 | -14.316769909305531 | 234.44840631038323 |  -16.31674705168471 | 232.36478050280354 |  -16.31674705168471 | 232.37469516597764 | -14.316769909305533 |           16 |    0.6161969418073485 |    9 |        0.9 | Target[name=MS230430e, ra[deg]=233.4066, dec[deg]=-15.3191 | <FixedTarget "MS230430e" at SkyCoord (ICRS): (ra, dec) in deg (233.4066, -15.3191)> | d1497f6e2eb64197996ef3dcfe36e4de | 71.87763265247638 | 2023-04-30T19:22:04.717 | 2023-04-30 23:37:28.486309 | 2023-05-01T03:52:07.499 |  73.02 |
