|       obj |   ra_hms |   dec_dms | filter | exptime | count | binning |                weight |     note | scheduled |     name |       ra |      dec |                d_L |               prob_vol | stmass |     prob_vol_x_stmass | rank | confidence |                                                 mainTarget |                                                                         FixedTarget |                               id |           moonsep |                    rise |                    transit |                     set | maxalt |
| MS230430e | 15:28:49 | -21:12:24 |    V,R | 120,120 |   5,5 |     1,1 |                   1.0 |  1154409 |     False |  1154409 | 232.2065 | -21.2069 |          84.159493 |  8.570827060010961e-05 |    3.8 |                   1.0 |    0 |        0.5 | Target[name=MS230430e, ra[deg]=232.2065, dec[deg]=-21.2069 | <FixedTarget "MS230430e" at SkyCoord (ICRS): (ra, dec) in deg (232.2065, -21.2069)> | b7efe890f1434592bdbded93e63d4f20 | 75.74549481063492 | 2023-04-30T15:40:04.542 | 2023-04-30 16:28:58.777037 | 2023-04-30T17:17:49.589 |  31.25 |
| MS230430e | 15:44:03 | -20:47:16 |    V,R | 120,120 |   5,5 |     1,1 |    0.7513581699573454 |  2015177 |     False |  2015177 |  236.015 | -20.7879 |          93.413499 | 4.8942421914235225e-05 |    5.0 |    0.7513581699573454 |    1 |        0.5 |  Target[name=MS230430e, ra[deg]=236.015, dec[deg]=-20.7879 |  <FixedTarget "MS230430e" at SkyCoord (ICRS): (ra, dec) in deg (236.015, -20.7879)> | f0cdf7fe0a654205bc9c968cd17a3501 | 79.00886002813156 | 2023-04-30T15:47:10.469 | 2023-04-30 16:44:08.261301 | 2023-04-30T17:41:06.788 |  31.68 |
| MS230430e | 15:31:50 | -21:41:40 |    V,R | 120,120 |   5,5 |     1,1 |     0.733912167257127 |  1157672 |     False |  1157672 | 232.9593 | -21.6946 |          83.587943 | 0.00010392616741603716 |    2.3 |     0.733912167257127 |    2 |        0.5 | Target[name=MS230430e, ra[deg]=232.9593, dec[deg]=-21.6946 | <FixedTarget "MS230430e" at SkyCoord (ICRS): (ra, dec) in deg (232.9593, -21.6946)> | 7774e640ed344292bedef748429b8d7a | 76.56385946072263 | 2023-04-30T15:52:28.424 | 2023-04-30 16:31:59.659822 | 2023-04-30T17:11:27.569 |  30.77 |
| MS230430e | 15:37:22 | -16:35:44 |    V,R | 120,120 |   5,5 |     1,1 |    0.6200138663504062 |  1151301 |      True |  1151301 | 234.3435 | -16.5958 |         104.917288 |  1.835772987671843e-05 |   11.0 |    0.6200138663504062 |    3 |        0.5 | Target[name=MS230430e, ra[deg]=234.3435, dec[deg]=-16.5958 | <FixedTarget "MS230430e" at SkyCoord (ICRS): (ra, dec) in deg (234.3435, -16.5958)> | 46a2ff276ba1403999033f0eb12eb4ba | 76.29290534761347 | 2023-04-30T14:47:53.530 | 2023-04-30 16:37:28.297347 | 2023-04-30T18:26:58.475 |  35.87 |
| MS230430e | 15:36:38 | -18:47:10 |    V,R | 120,120 |   5,5 |     1,1 |    0.5927237272355043 |  1153328 |     False |  1153328 | 234.1586 | -18.7864 |          93.694794 |  6.434899858701454e-05 |    3.0 |    0.5927237272355043 |    4 |        0.5 | Target[name=MS230430e, ra[deg]=234.1586, dec[deg]=-18.7864 | <FixedTarget "MS230430e" at SkyCoord (ICRS): (ra, dec) in deg (234.1586, -18.7864)> | bdedbe302c544727895ee5d2fa1bf20d | 76.75599539345244 | 2023-04-30T15:10:36.252 | 2023-04-30 16:36:45.112106 | 2023-04-30T18:02:50.197 |  33.68 |
| MS230430e | 15:25:56 | -30:16:18 |    V,R | 120,120 |   5,5 |     1,1 |    0.5839871268267027 |  1152130 |     False |  1152130 |  231.484 | -30.2719 |          88.140272 |   2.97189998688378e-05 |    6.4 |    0.5839871268267027 |    5 |        0.5 |  Target[name=MS230430e, ra[deg]=231.484, dec[deg]=-30.2719 |  <FixedTarget "MS230430e" at SkyCoord (ICRS): (ra, dec) in deg (231.484, -30.2719)> | bc2e76b2d9904c41a4f29e6fac95f6cd |  78.1760627926898 |                         | 2023-04-30 16:26:09.259147 |                         |  22.19 |
| MS230430e | 15:26:53 | -20:05:41 |    V,R | 120,120 |   5,5 |     1,1 |     0.568562481124448 |  1156604 |     False |  1156604 | 231.7224 | -20.0948 |          90.152813 |  5.611454669940763e-05 |    3.3 |     0.568562481124448 |    6 |        0.5 | Target[name=MS230430e, ra[deg]=231.7224, dec[deg]=-20.0948 | <FixedTarget "MS230430e" at SkyCoord (ICRS): (ra, dec) in deg (231.7224, -20.0948)> | 81b8df800a35447dbc0123dd950c82a8 | 74.96491508036767 | 2023-04-30T15:17:15.114 | 2023-04-30 16:27:01.712655 | 2023-04-30T17:36:44.979 |  32.37 |
| MS230430e | 15:37:30 | -16:35:26 |    V,R | 120,120 |   5,5 |     1,1 |    0.5322096615091078 |  1155365 |      True |  1155365 | 234.3759 | -16.5908 |          97.030998 |   3.46676749727375e-05 |    5.0 |    0.5322096615091078 |    7 |        0.5 | Target[name=MS230430e, ra[deg]=234.3759, dec[deg]=-16.5908 | <FixedTarget "MS230430e" at SkyCoord (ICRS): (ra, dec) in deg (234.3759, -16.5908)> | 897581c4194d4b7cb400067a3509b557 | 76.32126381863081 | 2023-04-30T14:47:58.157 | 2023-04-30 16:37:36.016436 | 2023-04-30T18:27:09.368 |  35.87 |
| MS230430e | 15:29:19 | -21:11:26 |    V,R | 120,120 |   5,5 |     1,1 |    0.5234422521680328 |  1161713 |     False |  1161713 | 232.3332 | -21.1906 |          83.052865 |   8.97278679894806e-05 |    1.9 |    0.5234422521680328 |    8 |        0.5 | Target[name=MS230430e, ra[deg]=232.3332, dec[deg]=-21.1906 | <FixedTarget "MS230430e" at SkyCoord (ICRS): (ra, dec) in deg (232.3332, -21.1906)> | 17d6edba65bc40d0bec35f83b49f0d66 | 75.85244691284447 | 2023-04-30T15:40:15.907 | 2023-04-30 16:29:29.226842 | 2023-04-30T17:18:38.895 |  31.27 |
| MS230430e | 15:39:57 | -30:33:10 |    V,R | 120,120 |   5,5 |     1,1 |    0.4183423081131379 |  1151059 |     False |  1151059 | 234.9881 | -30.5528 |          81.574151 |  2.838610357956707e-05 |    4.8 |    0.4183423081131379 |    9 |        0.5 | Target[name=MS230430e, ra[deg]=234.9881, dec[deg]=-30.5528 | <FixedTarget "MS230430e" at SkyCoord (ICRS): (ra, dec) in deg (234.9881, -30.5528)> | f7604ef4c1a4419493819dbe8285dd92 | 81.11421820268598 |                         | 2023-04-30 16:40:08.799393 |                         |  21.91 |
