   6.16  3.05728E+42
   6.39  3.24362E+42
   6.63  3.35763E+42
   6.88  3.52728E+42
   7.14  3.64516E+42
   7.41  3.80182E+42
   7.69  3.93745E+42
   7.98  4.10369E+42
   8.28  4.23691E+42
   8.59  4.40323E+42
   8.91  4.56212E+42
   9.24  4.69488E+42
   9.59  4.85584E+42
   9.95  5.01103E+42
  10.33  5.16422E+42
  10.71  5.29025E+42
  11.12  5.44340E+42
  11.53  5.56740E+42
  11.97  5.70939E+42
  12.42  5.81686E+42
  12.88  5.94515E+42
  13.37  6.04099E+42
  13.87  6.12768E+42
  14.39  6.22203E+42
  14.93  6.28264E+42
  15.49  6.33410E+42
  16.07  6.38158E+42
  16.68  6.39941E+42
  17.30  6.40319E+42
  17.95  6.40488E+42
  18.63  6.38196E+42
  19.33  6.34152E+42
  20.06  6.28241E+42
  20.81  6.22777E+42
  21.59  6.13396E+42
  22.40  6.02779E+42
  23.24  5.91836E+42
  24.12  5.78751E+42
  25.02  5.63968E+42
  25.96  5.47654E+42
  26.94  5.28948E+42
  27.95  5.09340E+42
  29.00  4.88492E+42
  30.09  4.66439E+42
  31.22  4.42037E+42
  32.40  4.18262E+42
  33.61  3.93722E+42
  34.88  3.69098E+42
  36.19  3.45295E+42
  37.55  3.21169E+42
  38.96  2.97646E+42
  40.42  2.74522E+42
  41.94  2.53951E+42
  43.52  2.32778E+42
  45.15  2.13046E+42
  46.85  1.94784E+42
  48.61  1.79103E+42
  50.43  1.66010E+42
  52.33  1.54293E+42
  54.30  1.45034E+42
  56.34  1.36431E+42
  58.45  1.28470E+42
  60.65  1.20065E+42
  62.93  1.12923E+42
  65.29  1.05843E+42
  67.75  9.90318E+41
  70.29  9.27828E+41
  72.93  8.64347E+41
  75.67  8.11303E+41
  78.52  7.53075E+41
  81.47  7.01929E+41
