|              rstar |             wdmass |  v9 |        exptime_CEI |         exptime_FB |            alpha_U |        amplitude_U |            alpha_B |        amplitude_B |            alpha_g |        amplitude_g |            alpha_V |        amplitude_V |            alpha_r |        amplitude_r |            alpha_i |        amplitude_i | success |    nfev | ndata | nvar |              chisq |          redchisqr |                aic |                bic |
| 1.8999999999999997 | 1.2999999999999998 | 1.0 |  59528.99719398295 |  59528.75693442429 |  2.892184310316245 | 116.76658491790174 |  2.504494283032681 | 493.05227142757514 |  2.217189532246324 |  865.5010090932896 | 2.0133854112369463 |  1057.905712323112 |  2.022591143831466 | 1074.3393007852842 | 2.2464121705675915 | 418.06841611519826 |     1.0 |   363.0 | 218.0 | 14.0 |  1459.615001466763 | 7.1549754973860935 |  442.5123764539334 |  489.8953073329807 |
| 1.9999999999999996 | 1.2999999999999998 | 1.0 |  59528.97089231179 | 59528.862122789345 | 2.8502921610300715 | 132.53098688066768 | 2.4613347835040016 |  557.9667972060812 | 2.1740882372132377 |  974.0237565838665 | 1.9716996918004965 |  1184.246452724494 |  1.981340319562047 | 1200.3759935532064 | 2.2168032691415807 | 457.45620880030515 |     1.0 |   316.0 | 218.0 | 14.0 | 1469.5947066907063 |  7.203895621032874 |  443.9978174931348 | 491.38074837218204 |
| 1.9999999999999996 |                1.2 | 1.0 | 59528.979718906376 |  59528.80784874381 | 2.8738423479901583 | 123.64757927929047 | 2.4854041237529905 |  521.5299567604037 | 2.1975630090362763 |   914.069268331533 | 1.9929998732186083 |  1117.570547517816 | 2.0028941504730216 | 1132.8026796615052 |  2.231249110026078 |  437.2514224614875 |     1.0 |   333.0 | 218.0 | 14.0 | 1474.9103748359682 |  7.229952817823373 | 444.78492220680596 |  492.1678530858532 |
| 1.8999999999999997 |                1.2 | 1.0 | 59529.004669242364 |  59528.70681973958 | 2.9141137873195144 | 109.45402852791038 | 2.5260441069676163 | 463.70486563171204 | 2.2381821029302764 |  816.9612149292848 | 2.0320941493799434 | 1004.5026745779951 | 2.0418950879027555 | 1019.1338033432572 |  2.259119111044488 |  401.4545560985632 |     1.0 |   378.0 | 218.0 | 14.0 | 1497.4382625551646 |  7.340383639976297 |  448.0894965766479 | 495.47242745569514 |
| 1.9999999999999996 |                1.1 | 1.0 |   59528.9887463382 |  59528.75080771294 | 2.8986053917859342 | 114.93064342941983 | 2.5102963253953785 |  486.0752352046272 |   2.22183904689957 |  855.4746453566994 | 2.0148462932052205 |  1052.534542210139 |  2.025229553726498 | 1066.2573455954584 | 2.2461055339984926 | 417.21898427713955 |     1.0 |   363.0 | 218.0 | 14.0 |  1500.642285082893 | 7.3560896327592795 |  448.5554461506216 | 495.93837702966886 |
| 2.0999999999999996 |                1.1 | 1.0 |  59528.96353435682 |  59528.85117316328 | 2.8589839279796556 | 129.61024371964942 | 2.4692663688481526 |  546.8455132207034 |  2.180761174044613 |  957.5234684989035 |  1.974885432711818 | 1172.6896470350462 | 1.9856428354161813 | 1185.8357873742466 |  2.217747321252278 |   454.747168306966 |     1.0 |   318.0 | 218.0 | 14.0 | 1512.4843601032408 |  7.414139020113925 |  450.2690054863941 |  497.6519363654414 |
| 1.7999999999999998 | 1.2999999999999998 | 1.0 | 59529.021381389524 |   59528.6560485405 | 2.9328749226763424 | 103.26372502778689 |  2.544199141449483 | 439.09723909701444 |  2.256866714511125 |  774.7661526561518 |   2.05122730269202 |   953.151059107767 | 2.0607031789170516 |  967.9109096413735 | 2.2734024955540435 | 384.51785077673037 |     1.0 |   335.0 | 218.0 | 14.0 | 1514.6895855053403 |   7.42494894855559 |  450.5866213428562 |  497.9695522219034 |
| 2.0999999999999996 |                1.0 | 1.0 |  59528.97410430478 |  59528.78650104613 | 2.8869282081208603 | 119.34412109130473 |  2.497765166352542 |  504.6934581964436 | 2.2086099317435925 |   887.842360124441 |  2.000205786688663 | 1094.5145128872937 | 2.0113770287333974 | 1106.5685973565128 | 2.2349090454131835 |  430.9497462951985 |     1.0 |   333.0 | 218.0 | 14.0 | 1521.9744165916934 |  7.460658904861242 | 451.63256927929694 |  499.0155001583442 |
| 2.0999999999999996 |                1.2 | 1.0 | 59528.953472384346 | 59528.912152218305 |  2.832637892923375 | 140.06876147186665 | 2.4419445704942913 |  590.1675766577517 | 2.1540524411045614 |   1028.79476950925 | 1.9503597804077388 |  1252.941300102161 | 1.9609268540484321 | 1266.3903863598903 | 2.2012222145048534 | 478.66685233152725 |     1.0 |   333.0 | 218.0 | 14.0 |  1532.030286194966 |  7.509952383308657 | 453.06818428927227 |  500.4511151683195 |
| 1.9999999999999996 |                1.0 | 1.0 | 59528.997755785545 |  59528.69083778704 | 2.9247373873118425 | 106.38856500520384 |  2.535985017499571 |  451.7191477303072 | 2.2469052826611846 |  798.4234240830855 | 2.0372434857013504 |  989.2226157367924 | 2.0484251623361382 | 1000.8192056884646 |  2.261310647290846 |  397.4496742411889 |     1.0 |   393.0 | 218.0 | 14.0 |  1546.836735163794 |  7.582533015508794 |  455.1649495840065 | 502.54788046305373 |
| 1.8999999999999997 |                1.1 | 1.0 | 59529.012040575006 | 59528.654370415556 |  2.937171588277924 | 102.25533215415398 | 2.5482143126217247 |  435.1132573861697 | 2.2598076355251138 |  769.4502438198722 |  2.051259415832302 |  952.1807096466009 | 2.0619235640320683 |    964.56307115407 | 2.2720946357229685 | 385.00619207438655 |     1.0 |   395.0 | 218.0 | 14.0 | 1549.5699290976538 | 7.5959310249884995 |   455.549806288527 | 502.93273716757426 |
| 2.1999999999999997 |                0.9 | 1.0 | 59528.961237952186 |  59528.81202835471 |  2.879817729801795 | 122.28324095100842 |  2.489422836956662 |  517.7270445109432 |  2.199448254121745 |   911.037184362385 | 1.9890952529437482 | 1126.9111180818422 | 2.0012153464533555 |  1136.630833367506 | 2.2261919733148785 |  441.5773689885403 |     1.0 |   333.0 | 218.0 | 14.0 | 1556.7308542130245 | 7.6310335990834535 | 456.55491464695257 |  503.9378455259998 |
