|       obj |   ra_hms |  dec_dms | filter | exptime | count | binning |               weight |     note | scheduled |     name |       ra |     dec |                d_L |               prob_vol | stmass |    prob_vol_x_stmass | rank | confidence |                                                mainTarget |                                                                        FixedTarget |                               id |            moonsep | rise |                    transit | set | maxalt |
| MS230428p | 23:43:14 | 49:58:45 |      r |     180 |     3 |       1 |                  1.0 |   110849 |     False |   110849 |   355.81 | 49.9794 |         139.622331 |  8.471207378179716e-06 |   10.0 |                  1.0 |    0 |        0.5 |   Target[name=MS230428p, ra[deg]=355.81, dec[deg]=49.9794 |   <FixedTarget "MS230428p" at SkyCoord (ICRS): (ra, dec) in deg (355.81, 49.9794)> | 7bf7038965c14c949e7b490244a9d497 | 101.12613583969487 |      | 2023-04-28 23:21:24.017229 |     |  -8.52 |
| MS230428p | 23:36:25 | 50:17:00 |      r |     180 |     3 |       1 |   0.9640551421461157 |  1026128 |     False |  1026128 | 354.1082 | 50.2836 |         132.155378 |  6.805605508443602e-06 |   12.0 |   0.9640551421461157 |    1 |        0.5 | Target[name=MS230428p, ra[deg]=354.1082, dec[deg]=50.2836 | <FixedTarget "MS230428p" at SkyCoord (ICRS): (ra, dec) in deg (354.1082, 50.2836)> | d32cfd7ab1b84a2d8691687d14066a6e | 101.48760329542323 |      | 2023-04-28 23:14:36.591316 |     |  -7.88 |
| MS230428p | 23:36:25 | 50:17:00 |      r |     180 |     3 |       1 |   0.8134990974134528 |   110845 |     False |   110845 |  354.108 | 50.2836 |         135.173224 |  6.891400377915068e-06 |   10.0 |   0.8134990974134528 |    2 |        0.5 |  Target[name=MS230428p, ra[deg]=354.108, dec[deg]=50.2836 |  <FixedTarget "MS230428p" at SkyCoord (ICRS): (ra, dec) in deg (354.108, 50.2836)> | a2220d977e7d401a900413ff9da73c51 | 101.48767370515809 |      | 2023-04-28 23:14:36.543479 |     |  -7.88 |
| MS230428p | 23:43:14 | 49:58:46 |      r |     180 |     3 |       1 |   0.7975640271984639 |  1025605 |     False |  1025605 | 355.8105 | 49.9795 |          137.12608 |  8.445522498921523e-06 |    8.0 |   0.7975640271984639 |    3 |        0.5 | Target[name=MS230428p, ra[deg]=355.8105, dec[deg]=49.9795 | <FixedTarget "MS230428p" at SkyCoord (ICRS): (ra, dec) in deg (355.8105, 49.9795)> | c04d85a2621242b09648c6618231792e | 101.12586967299659 |      | 2023-04-28 23:21:24.136963 |     |  -8.52 |
| MS230428p | 00:10:38 | 53:25:04 |      r |     180 |     3 |       1 |   0.7973498164825706 |      805 |     False |      805 |   2.6622 | 53.4178 |         152.713182 | 5.6288362238085895e-06 |   12.0 |   0.7973498164825706 |    4 |        0.5 |   Target[name=MS230428p, ra[deg]=2.6622, dec[deg]=53.4178 |   <FixedTarget "MS230428p" at SkyCoord (ICRS): (ra, dec) in deg (2.6622, 53.4178)> | 266813717f6f4d848effa0ca40b9619f |  95.81226586824059 |      | 2023-04-28 23:48:49.696293 |     | -13.97 |
| MS230428p | 22:41:53 | 34:55:10 |      r |     180 |     3 |       1 |   0.6853478455456028 |  1025456 |     False |  1025456 | 340.4736 | 34.9196 |         109.048338 |  4.838216735843251e-06 |   12.0 |   0.6853478455456028 |    5 |        0.5 | Target[name=MS230428p, ra[deg]=340.4736, dec[deg]=34.9196 | <FixedTarget "MS230428p" at SkyCoord (ICRS): (ra, dec) in deg (340.4736, 34.9196)> | af954de142514a9a9aa40ffa8ccaa120 | 119.70883824532598 |      | 2023-04-28 22:20:10.721160 |     |  10.07 |
| MS230428p | 23:59:20 | 53:14:30 |      r |     180 |     3 |       1 |   0.6729075948751366 |  1026948 |     False |  1026948 | 359.8351 | 53.2418 |         157.093254 | 7.1256019135437906e-06 |    8.0 |   0.6729075948751366 |    6 |        0.5 | Target[name=MS230428p, ra[deg]=359.8351, dec[deg]=53.2418 | <FixedTarget "MS230428p" at SkyCoord (ICRS): (ra, dec) in deg (359.8351, 53.2418)> | 0a026f7a7f7345a89d424040bfd73f9c |  97.01822638151536 |      | 2023-04-28 23:37:31.386514 |     | -12.49 |
| MS230428p | 22:32:24 | 30:50:07 |      r |     180 |     3 |       1 |   0.6677448893463335 |   110785 |     False |   110785 |  338.102 | 30.8356 |         162.337751 |  5.656749418970731e-06 |   10.0 |   0.6677448893463335 |    7 |        0.5 |  Target[name=MS230428p, ra[deg]=338.102, dec[deg]=30.8356 |  <FixedTarget "MS230428p" at SkyCoord (ICRS): (ra, dec) in deg (338.102, 30.8356)> | 8cc116f158664ba3ad58ad7b12da442c | 124.24478575355782 |      | 2023-04-28 22:10:41.349877 |     |  14.49 |
| MS230428p | 01:26:19 | 60:46:06 |      r |     180 |     3 |       1 |   0.6603017694969862 |    61556 |     False |    61556 |  21.5805 | 60.7685 |         114.057469 |   6.99212554090751e-06 |    8.0 |   0.6603017694969862 |    8 |        0.5 |  Target[name=MS230428p, ra[deg]=21.5805, dec[deg]=60.7685 |  <FixedTarget "MS230428p" at SkyCoord (ICRS): (ra, dec) in deg (21.5805, 60.7685)> | afc9839479544b52b245cc9b20a46767 |   83.3228037707975 |      | 2023-04-29 01:04:34.866691 |     | -26.37 |
| MS230428p | 23:40:10 | 47:58:22 |      r |     180 |     3 |       1 |   0.5969282846088821 |  1027981 |     False |  1027981 | 355.0427 | 47.9729 |         172.124503 | 4.2140649695028906e-06 |   12.0 |   0.5969282846088821 |    9 |        0.5 | Target[name=MS230428p, ra[deg]=355.0427, dec[deg]=47.9729 | <FixedTarget "MS230428p" at SkyCoord (ICRS): (ra, dec) in deg (355.0427, 47.9729)> | 18d12d4d7c054101b9b95f6243e1594a | 103.06191299731137 |      | 2023-04-28 23:18:20.577468 |     |  -6.84 |
| MS230428p | 22:05:40 | 16:47:06 |      r |     180 |     3 |       1 |   0.5556824599811563 |  1025900 |     False |  1025900 | 331.4204 | 16.7852 |          148.37211 |  3.621149156714909e-06 |   13.0 |   0.5556824599811563 |   10 |        0.5 | Target[name=MS230428p, ra[deg]=331.4204, dec[deg]=16.7852 | <FixedTarget "MS230428p" at SkyCoord (ICRS): (ra, dec) in deg (331.4204, 16.7852)> | 83f82043ae0943d984749736ebb4a835 | 139.53188539186584 |      | 2023-04-28 21:44:08.021083 |     |  29.31 |
| MS230428p | 22:38:58 | 35:26:18 |      r |     180 |     3 |       1 |   0.5484122600144468 |  1027854 |     False |  1027854 | 339.7446 | 35.4386 |         143.547626 |  4.645909682733982e-06 |   10.0 |   0.5484122600144468 |   11 |        0.5 | Target[name=MS230428p, ra[deg]=339.7446, dec[deg]=35.4386 | <FixedTarget "MS230428p" at SkyCoord (ICRS): (ra, dec) in deg (339.7446, 35.4386)> | d9b680dce3e64428816d46803b586518 | 119.46501017575541 |      | 2023-04-28 22:17:14.634045 |     |  10.05 |
