   6.16  3.30648E+42
   6.39  3.62414E+42
   6.63  3.95968E+42
   6.88  4.27096E+42
   7.14  4.58856E+42
   7.41  4.93967E+42
   7.69  5.28459E+42
   7.98  5.58562E+42
   8.28  5.93715E+42
   8.59  6.26347E+42
   8.91  6.62017E+42
   9.24  6.94446E+42
   9.59  7.31022E+42
   9.95  7.68624E+42
  10.33  8.02760E+42
  10.71  8.35924E+42
  11.12  8.66589E+42
  11.53  8.92591E+42
  11.97  9.20298E+42
  12.42  9.47559E+42
  12.88  9.75136E+42
  13.37  9.95234E+42
  13.87  1.01531E+43
  14.39  1.02958E+43
  14.93  1.04335E+43
  15.49  1.05378E+43
  16.07  1.05864E+43
  16.68  1.06273E+43
  17.30  1.05438E+43
  17.95  1.05100E+43
  18.63  1.04259E+43
  19.33  1.02819E+43
  20.06  1.00874E+43
  20.81  9.80191E+42
  21.59  9.56217E+42
  22.40  9.17666E+42
  23.24  8.78013E+42
  24.12  8.32545E+42
  25.02  7.83703E+42
  25.96  7.37550E+42
  26.94  6.87903E+42
  27.95  6.49647E+42
  29.00  6.13576E+42
  30.09  5.85917E+42
  31.22  5.56408E+42
  32.40  5.30261E+42
  33.61  5.05560E+42
  34.88  4.78969E+42
  36.19  4.52191E+42
  37.55  4.25203E+42
  38.96  3.93470E+42
  40.42  3.58079E+42
  41.94  3.18599E+42
  43.52  2.74715E+42
  45.15  2.32650E+42
  46.85  1.96569E+42
  48.61  1.71344E+42
  50.43  1.52537E+42
  52.33  1.40679E+42
  54.30  1.29210E+42
  56.34  1.20156E+42
  58.45  1.10123E+42
  60.65  1.01701E+42
  62.93  9.44968E+41
  65.29  8.64955E+41
  67.75  8.00311E+41
  70.29  7.30808E+41
  72.93  6.69340E+41
  75.67  6.11276E+41
  78.52  5.55780E+41
  81.47  5.03743E+41
