   6.16  3.37325E+42
   6.39  3.62411E+42
   6.63  3.92364E+42
   6.88  4.31783E+42
   7.14  4.56591E+42
   7.41  4.93225E+42
   7.69  5.33494E+42
   7.98  5.77615E+42
   8.28  6.14559E+42
   8.59  6.63490E+42
   8.91  7.09723E+42
   9.24  7.55949E+42
   9.59  8.06463E+42
   9.95  8.65231E+42
  10.33  9.07466E+42
  10.71  9.65086E+42
  11.12  1.01366E+43
  11.53  1.07009E+43
  11.97  1.10940E+43
  12.42  1.15195E+43
  12.88  1.19180E+43
  13.37  1.23245E+43
  13.87  1.24875E+43
  14.39  1.26812E+43
  14.93  1.29600E+43
  15.49  1.35687E+43
  16.07  1.34966E+43
  16.68  1.28210E+43
  17.30  1.29095E+43
  17.95  1.29545E+43
  18.63  1.27670E+43
  19.33  1.25134E+43
  20.06  1.21269E+43
  20.81  1.17705E+43
  21.59  1.14366E+43
  22.40  1.08737E+43
  23.24  1.04338E+43
  24.12  9.95013E+42
  25.02  9.51522E+42
  25.96  9.06215E+42
  26.94  8.63092E+42
  27.95  8.30181E+42
  29.00  7.97281E+42
  30.09  7.70794E+42
  31.22  7.50589E+42
  32.40  7.35989E+42
  33.61  7.18117E+42
  34.88  6.95529E+42
  36.19  6.66814E+42
  37.55  6.32296E+42
  38.96  5.91259E+42
  40.42  5.39110E+42
  41.94  4.82577E+42
  43.52  4.21231E+42
  45.15  3.55926E+42
  46.85  2.97718E+42
  48.61  2.49805E+42
  50.43  2.13376E+42
  52.33  1.90316E+42
  54.30  1.72720E+42
  56.34  1.56959E+42
  58.45  1.46817E+42
  60.65  1.35042E+42
  62.93  1.25306E+42
  65.29  1.15966E+42
  67.75  1.05682E+42
  70.29  9.84613E+41
  72.93  9.15244E+41
  75.67  8.26171E+41
  78.52  7.53668E+41
  81.47  6.94350E+41
