#id,ra,dec,ra1,dec1,ra2,dec2,ra3,dec3,ra4,dec4,n_hostgalaxy,prob_vol_x_stmass,rank,confidence,obj,note,weight
221,117.160,-26.809,118.270,-25.804,118.290,-27.804,116.029,-27.804,116.049,-25.804,26,1.941,0,0.5,MS230427n,221,1.941
390,115.116,-24.894,116.210,-23.890,116.228,-25.890,114.005,-25.890,114.023,-23.890,20,1.150,1,0.5,MS230427n,390,1.150
54,117.108,-28.723,118.238,-27.719,118.260,-29.719,115.957,-29.719,115.979,-27.719,22,0.808,2,0.5,MS230427n,54,0.808
220,115.030,-26.809,116.140,-25.804,116.160,-27.804,113.899,-27.804,113.919,-25.804,19,0.778,3,0.5,MS230427n,220,0.778
391,117.209,-24.894,118.303,-23.890,118.321,-25.890,116.098,-25.890,116.116,-23.890,34,0.741,4,0.5,MS230427n,391,0.741
5225,305.581,24.894,306.693,25.890,306.675,23.890,304.488,23.890,304.470,25.890,23,0.633,5,0.5,MS230427n,5225,0.633
5226,307.674,24.894,308.786,25.890,308.768,23.890,306.581,23.890,306.563,25.890,23,0.597,6,0.5,MS230427n,5226,0.597
55,119.277,-28.723,120.407,-27.719,120.428,-29.719,118.126,-29.719,118.148,-27.719,13,0.513,7,0.9,MS230427n,55,0.513
5396,308.876,26.809,310.006,27.804,309.986,25.804,307.765,25.804,307.745,27.804,20,0.469,8,0.9,MS230427n,5396,0.469
5563,310.120,28.723,311.272,29.719,311.250,27.719,308.991,27.719,308.969,29.719,30,0.451,9,0.9,MS230427n,5563,0.451
5052,304.138,22.979,305.232,23.975,305.216,21.975,303.060,21.975,303.044,23.975,20,0.444,10,0.9,MS230427n,5052,0.444
5395,306.746,26.809,307.876,27.804,307.856,25.804,305.635,25.804,305.615,27.804,19,0.414,11,0.9,MS230427n,5395,0.414
5562,307.952,28.723,309.103,29.719,309.081,27.719,306.822,27.719,306.801,29.719,20,0.300,12,0.9,MS230427n,5562,0.300
219,112.899,-26.809,114.010,-25.804,114.030,-27.804,111.769,-27.804,111.789,-25.804,7,0.282,13,0.9,MS230427n,219,0.282
389,113.023,-24.894,114.117,-23.890,114.135,-25.890,111.912,-25.890,111.930,-23.890,13,0.244,14,0.9,MS230427n,389,0.244
4701,303.371,19.149,304.436,20.146,304.423,18.146,302.319,18.146,302.306,20.146,9,0.221,15,0.9,MS230427n,4701,0.221
4700,301.348,19.149,302.413,20.146,302.400,18.146,300.296,18.146,300.283,20.146,13,0.194,16,0.9,MS230427n,4700,0.194
53,114.940,-28.723,116.069,-27.719,116.091,-29.719,113.788,-29.719,113.810,-27.719,16,0.189,17,0.9,MS230427n,53,0.189
5053,306.207,22.979,307.301,23.975,307.285,21.975,305.129,21.975,305.113,23.975,8,0.163,18,0.9,MS230427n,5053,0.163
563,115.862,-22.979,116.940,-21.975,116.956,-23.975,114.768,-23.975,114.784,-21.975,10,0.147,19,0.9,MS230427n,563,0.147
562,113.793,-22.979,114.871,-21.975,114.887,-23.975,112.699,-23.975,112.715,-21.975,4,0.144,20,0.9,MS230427n,562,0.144
4878,304.773,21.064,305.852,22.060,305.837,20.060,303.708,20.060,303.694,22.060,9,0.143,21,0.9,MS230427n,4878,0.143
