"professor_name","star_rating","student_difficult","gives_good_feedback","caring","respected","participation_matters","clear_grading_criteria","skip_class","amazing_lectures","inspirational","tough_grader","hilarious","get_ready_to_read","lots_of_homework","accessible_outside_class","lecture_heavy","extra_credit","graded_by_few_things","group_projects","test_heavy","so_many_papers","beware_of_pop_quizzes"
"Michael  Pratt",4,3.66666666666667,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0
"Michael  Rooney",3.5,3.8,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0
"Michael  Scanlin",4.3,1.73684210526316,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"Michael  Scarlatos",2.3,4.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Michael  Suetta",4.9,1.1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Michael D  Kawaja",3.8,3.11111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Michele  Serra",4.8,1.47368421052632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Michelle  Burnham",3.5,3.625,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Michelle  Radcliffe",2.9,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Michelle  Townsel",4.6,1.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Middleton",3.7,2.63636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mike  Dinneen",4.7,3.5,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0
"Mike  Morucci",2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mike  Splane",4.8,1.25,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0
"Milagros  Ranoa",4,2.61538461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mima  Petrovic",3.8,2.7,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Mimi  Fagan",4.3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Minnhoi  Wroble- Biglan",3.3,4.09090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mitchell  Snay",4.7,4,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"Moataz  Emam",3.2,3.05882352941176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monica  Reimer",1.7,2.95,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1
"Monica  Rodriguez",2.9,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Morna  Livingston",2.3,3.45,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
"Morris  Longstreth",5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mortez  Aabdollah",3.8,2.35,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Muhammad  Sharif",2.9,3.2,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1
"Muldrow  Kyle",4.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mulloy  Robertson",1.9,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Murphy",2.4,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Murray  Teitell",3.9,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mustafa  Karakul",3.8,2.4,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
"Myrna  Simpson",3.8,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N  Morris",2.8,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nam  Soon Song",4.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nancy  Carnal",4.1,3.375,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Nancy  Edwards",3.5,3.46666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nancy  Eng",2.7,4.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nancy  Estrada",4.6,2.71428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nancy  Jones",4.4,2.35,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"Nathan  Greene",4.5,1.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ned  Barden",4.5,1.9,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0
"Neil  Heywood",3.7,2.2,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
"Nelson  Ng",2.8,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nicolas  Robidoux",3.1,2.78571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nike  Mizelle",3.5,1.8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Nina-Nash  Robertson",4,1.45,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"Nirmal  Gupta",3,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nora Jean  Paradis",2.5,3.45454545454545,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"Norbert  Bartel",3.6,2.9,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1
"Norm  Johnson",3.8,3.23076923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Norma  Chase",2.6,2.7,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0
"Norma  Manatu",4,2.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Norma  Thompson",3.8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Norman  Kinney",3,3.05,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0
"Norman  Spivey",4.7,3.16666666666667,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nukte  Edguer",2.3,4,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
"Nyenty  Arrey",2.8,4.45,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0
"Odette  Bruneau",4.4,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Olga  Piedrahita",4.8,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Orlando  Pascoa",4.8,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Owen  Mertens",4.1,2.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P  Bode",4.7,2.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P  Hinkle",4.8,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P  Lawson",2.7,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P  Nicoletto",4.1,4.2,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
"Pam  Hood",3.7,1.7,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0
"Pam  Pruett",4.7,3.33333333333333,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
"Pamela  Cumpton",4.8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pamela  Jackson",2.5,3.7,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0
"Panos  Alexakos",4.1,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pantaleon  Pangelinan Jr",4.5,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Parris  Powers",4.2,3.65,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"Pat  Cyrgalis",1,4.91666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pat  Ledbetter",3.5,3.85,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0
"Pat  Sawyer",4.7,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pat  Zrolka",4.8,2.25,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0
"Patricia  Buckley",3.5,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Patricia  Cassin",2.8,3.85714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Patricia  Mancini",3.8,2.94736842105263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Patricia  Renick",3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Patricia  Wilkins-Vacca",4.8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Patricia  Yancey",4.5,1.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Patrick  Baude",3.3,2.90909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Patrick  Hersey",4.1,2.71428571428571,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Patrick  McMullen",3.2,3.83333333333333,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"Patrick Martin  Petkovich",4.4,2.25,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
"Paul  Bender",3.1,3.82352941176471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paul  Bush",3.8,2.95,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
"Paul  Clark",4.1,2.53846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paul  Evoskevich",3.5,2.55555555555556,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"Paul  Frishkoff",1.9,4.28571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paul  Grobstein",3.5,1.86666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paul  Haynie",4.3,1.85,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
"Paul  Kjellberg",4,3.23529411764706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paul  Nacozy",1.7,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paul  Pecorino",3.5,3.65,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0
"Paul  Ryan",3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paul  Sparks",3.3,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paul  Stevens",3.8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paul  Velleman",2.5,3.3,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0
"Paul  Weiss",3,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paula  Moore",1.9,3.16666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paulette  Swartzfager",4.7,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paulette  Tandy",4,3.5,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0
"Paulo  Horta",3,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Peggy  Maher",2.7,4.36363636363636,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
"Penny  Foster",3,2.57894736842105,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"Peter  Bloom",3.5,4.35714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Peter  Conti",3.7,3.45,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,0
"Peter  Foreman",3,4.1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
"Peter  Geib",4.5,2.3125,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
"Peter  Jurs",3.2,3.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Peter  Kuhlman",4.8,3.11764705882353,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"Peter  Pezzolo",3.5,1.7,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0
"Peter B.  Harris",4.2,2.68421052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phil  Matheson",3.6,3.4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Phil  White",3.8,3.8,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0
"Philip  Burge",3.8,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"Philip  Harsha",2.4,3.75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Philip  Rothschild",2.4,3.5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0
"Philippe  Bossaers",3.9,2.8,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
"Phillip  Anz-Meador",3.9,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phyllis  Goodman",2.6,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phyllis  Hirsch",2,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Polk",3.3,2.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prakash  Panangaden",3.8,3.1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0
"Preston  Allen",3.9,2.75,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1
"Priscilla  Underwood",2.3,3.45,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0
"Qiang  Cui",2.7,3.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R  Dauer",4.5,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R  Hackney",3.7,4.10526315789474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R  McCoy",3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R  Skoglund",4.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R.  Donahoe",2.7,3.73684210526316,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1
"R.  Talavera",2.1,4.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R. Gholam  Ghorashi",3.5,3.45,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0
"Rachel  Edelson",4.2,2.75,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Rachel  Hall",2.5,3.55,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0
"Rachelle  Sussman",4.1,2.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Radha  Narumanchi",1.6,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Radhika  Parameswaran",3.5,4,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"Raines  Carter",4.8,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Raisul  Mahmood",3.4,2.08333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rajendra  Raj",2.4,3.35294117647059,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
"Ralph  Korner",4.8,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ramin  Zabih",3.5,3.05882352941176,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Raminder  Luther",3.8,3.55,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1
"Ramona  Girdauskas",3.9,2.45,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1
"Randall  Warwick",4,1.4,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0
"Randy  Cromwell",4.9,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Raquel  Gaytan",4.6,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ray  Bowling",4.7,1.58333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Raymond  Ercoli",4.3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Raymond  Wise",5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Raymond  Wolf",4,1.5,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"Rebecca  Comay",3.3,3.95,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"Rebecca  Laidlaw",3.3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Reg  Lilly",3,3.63157894736842,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
"Rex  Abert",3.7,3.55,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,1
"Rhoda  Jost",2.9,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rich  Carter",2.9,4.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Richard  Bodek",4,3.15,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0
"Richard  Burns",5,1.3,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
"Richard  Curtis",5,1.65,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0
"Richard  Davis",3.9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Richard  Doctor",4.2,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Richard  Fallon",4.4,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Richard  Fern",3.2,4.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Richard  Gendron",4.5,3,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0
"Richard  Millikin",4.3,2.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Richard  O\'Brien",4.5,1.75,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Richard  Sambrook",3.9,2.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Richard  Shanks",3.2,3.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Richard  Shockey",4.8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Richard  Travisano",2.8,2.5,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"Richard  Wilkins",2.5,3.57142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Richard  Zinbarg",5,2.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Richard T.  Rodriguez",5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Richie  Scherb",3.2,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rick  Bradbury",4.6,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rick  Dukes",4.3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rick  Olguin",4.1,2.05,1,1,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0
"Rick  Repetti",4.7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ricki  Heller",2.8,3.38888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rina  Yarmish",3.5,2.45,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Rita  Sowell",3.4,3.55,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0
"Rob  Wells",5,2.85,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
"Robert  Bender",4.8,1.7,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
"Robert  Brannon",4.1,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Robert  Burton",3.6,3,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0
"Robert  Christie",3,4.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Robert  Coleman-Senghor",2.9,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Robert  Crozier",4.3,2.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Robert  Dinero",1.6,4.71428571428571,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"Robert  Ebert",4.1,2.8125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Robert  Edwards",2.1,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Robert  Eierman",3,3.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Robert  Gay",3.9,2.68421052631579,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Robert  Karpinski",4.8,1.9,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0
"Robert  Lecker",2.7,3.3,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
"Robert  Panzarella",2.5,4.25,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
"Robert  Rafalko",3.5,1.78571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Robert  Rundquist",3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Robert  Stecker",3.5,2.6,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
"Robert  Vandergrift",2.8,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Robert  Warden",3.4,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Robert  Ware",1.5,3.36842105263158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Robert  Werner",5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Roberta  Nye",2.5,1.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Roberta  Reynolds",2.8,2.3,1,0,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0
"Roberto  Calderon",2.6,2.8,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0
"Robin  Hochstrasser",2.8,4.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Roderick  McGinn",2.9,3.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Roger  Colcord",2.2,3.52941176470588,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
"Roger  Edwards",2.8,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Roger  Holguin",3.9,1.82352941176471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Roger  Magyar",1.2,4.16666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Roger  Strong",3.5,4.15,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0
"Rogers",2.7,2.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ron  Cameron",3.9,4,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"Ron  Weed",4.7,3.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ron  Wernli",4.3,3.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ronald  Coleman",4.2,2.27272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ronald  Goldsmith",2.9,3.05,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Ronald  Martin",2.7,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ronald  Robel",3.6,3.28571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ronald  Weber",2.8,4.25,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0
"Rosanne  Lorden",3.8,3.95,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Rose  Vydelingum",2.8,3.55555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Roseanne  Mirabella",3.6,2.73333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Roy  Nutter",3.2,2.4,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"Ruben  Mouhiddan",2.6,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rudi  Hartmann",2.8,2.26666666666667,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
