#	Observing Date = 2023-04-29
#	Observatory = LOAO
#	-18 deg sunset = 20:31
#	-18 deg sunrise = 04:09
#	Moon ra, dec = 9:51:41.31   18:13:49.18
#	Moon phase = 0.63
#	Moon seperation limit = 40
#	Altitude limit = 30
==============================================================================================================
|      name |       ra |       dec | rise(LT) | transit(LT) | set(LT) | moon_dist(deg) |              weight |    note |
| MS230429g | 11:55:28 | -12:03:40 |    19:05 |       21:52 |   00:39 |             43 | 0.18638145545174453 | 1152366 |
| MS230429g | 11:55:40 | -12:01:38 |    19:05 |       21:52 |   00:39 |             43 |  0.1818018734590637 | 1152865 |
| MS230429g | 11:57:27 | -12:19:23 |    19:08 |       21:54 |   00:39 |             43 | 0.11181600803201412 | 1160244 |
| MS230429g | 11:59:39 | -12:23:38 |    19:11 |       21:56 |   00:41 |             44 | 0.15629386347583654 | 1163065 |
| MS230429g | 12:13:32 |  -6:24:02 |    18:58 |       22:10 |   01:21 |             43 | 0.11652608183518552 | 1200561 |
| MS230429g | 12:24:35 |  01:53:31 |    18:41 |       22:21 |   02:00 |             41 | 0.10576546391781254 | 1038481 |
| MS230429g | 12:25:36 |  -2:54:02 |    18:58 |       22:22 |   01:46 |             43 |  0.1433637562401069 | 1166090 |
| MS230429g | 12:27:07 |  -1:21:15 |    18:54 |       22:23 |   01:52 |             43 | 0.10354017814204719 | 1162090 |
| MS230429g | 12:29:49 |  02:31:09 |    18:45 |       22:26 |   02:07 |             42 | 0.10705870065613887 | 1064905 |
| MS230429g | 12:33:11 |  07:51:05 |    18:33 |       22:29 |   02:26 |             41 | 0.14227897848969448 | 1027016 |
| MS230429g | 12:34:12 |  03:55:13 |    18:45 |       22:30 |   02:16 |             42 | 0.14185906097356443 | 1064983 |
| MS230429g | 12:35:17 |  06:32:36 |    18:39 |       22:31 |   02:24 |             42 | 0.19936157538909463 | 1031840 |
| MS230429g | 12:36:32 |  06:10:10 |    18:41 |       22:33 |   02:24 |             42 | 0.12156749420189275 | 1032517 |
| MS230429g | 12:38:22 |  09:31:42 |    18:34 |       22:34 |   02:35 |             41 |  0.1721880719813641 | 1053841 |
| MS230429g | 12:38:37 |  10:28:33 |    18:32 |       22:35 |   02:38 |             41 | 0.11775868126901176 |    1274 |
| MS230429g | 12:39:39 |  07:10:07 |    18:41 |       22:36 |   02:30 |             42 | 0.17968885791069045 | 1038399 |
| MS230429g | 12:42:49 |  10:21:26 |    18:36 |       22:39 |   02:42 |             42 | 0.12262480427411655 | 1035034 |
| MS230429g | 12:43:21 |  11:12:11 |    18:35 |       22:39 |   02:44 |             42 |  0.1217430234214902 | 1055925 |
| MS230429g | 12:43:45 |  10:46:12 |    18:36 |       22:40 |   02:44 |             42 | 0.25062289603353094 | 1033111 |
