#id,ra,dec,ra1,dec1,ra2,dec2,ra3,dec3,ra4,dec4,n_hostgalaxy,prob_vol_x_stmass,rank,confidence,obj,note,weight
1883,121.176,-22.364,121.813,-21.771,121.819,-22.954,120.534,-22.954,120.540,-21.771,6,0.842,0,0.5,MS230428q,1883,0.842
1884,122.353,-22.364,122.990,-21.771,122.995,-22.954,121.711,-22.954,121.716,-21.771,5,0.838,1,0.5,MS230428q,1884,0.838
1579,121.188,-23.455,121.830,-22.862,121.836,-24.045,120.540,-24.045,120.546,-22.862,5,0.346,2,0.5,MS230428q,1579,0.346
1581,123.564,-23.455,124.206,-22.862,124.212,-24.045,122.917,-24.045,122.922,-22.862,4,0.327,3,0.9,MS230428q,1581,0.327
1886,124.706,-22.364,125.343,-21.771,125.348,-22.954,124.064,-22.954,124.069,-21.771,5,0.227,4,0.9,MS230428q,1886,0.227
1278,121.993,-24.545,122.641,-23.953,122.647,-25.136,121.340,-25.136,121.346,-23.953,4,0.200,5,0.9,MS230428q,1278,0.200
3123,122.675,-18.000,123.295,-17.408,123.299,-18.591,122.051,-18.591,122.055,-17.408,6,0.185,6,0.9,MS230428q,3123,0.185
2193,125.065,-21.273,125.697,-20.680,125.702,-21.863,124.428,-21.863,124.433,-20.680,1,0.175,7,0.9,MS230428q,2193,0.175
1885,123.529,-22.364,124.166,-21.771,124.172,-22.954,122.887,-22.954,122.893,-21.771,3,0.151,8,0.9,MS230428q,1885,0.151
1277,120.797,-24.545,121.445,-23.953,121.451,-25.136,120.144,-25.136,120.150,-23.953,2,0.128,9,0.9,MS230428q,1277,0.128
2500,123.097,-20.182,123.725,-19.589,123.729,-20.772,122.464,-20.772,122.469,-19.589,3,0.121,10,0.9,MS230428q,2500,0.121
2810,122.308,-19.091,122.931,-18.498,122.936,-19.681,121.680,-19.681,121.684,-18.498,3,0.118,11,0.9,MS230428q,2810,0.118
979,122.013,-25.636,122.666,-25.043,122.673,-26.226,121.354,-26.226,121.361,-25.043,2,0.096,12,0.9,MS230428q,979,0.096
391,124.096,-27.818,124.761,-27.225,124.768,-28.408,123.423,-28.408,123.430,-27.225,1,0.076,13,0.9,MS230428q,391,0.076
1580,122.376,-23.455,123.018,-22.862,123.024,-24.045,121.729,-24.045,121.734,-22.862,2,0.073,14,0.9,MS230428q,1580,0.073
2807,118.846,-19.091,119.470,-18.498,119.474,-19.681,118.218,-19.681,118.222,-18.498,3,0.069,15,0.9,MS230428q,2807,0.069
685,124.475,-26.727,125.133,-26.134,125.140,-27.317,123.809,-27.317,123.816,-26.134,4,0.061,16,0.9,MS230428q,685,0.061
2809,121.154,-19.091,121.778,-18.498,121.782,-19.681,120.526,-19.681,120.530,-18.498,2,0.059,17,0.9,MS230428q,2809,0.059
5353,115.556,-10.364,116.156,-9.772,116.158,-10.955,114.953,-10.955,114.955,-9.772,2,0.050,18,0.9,MS230428q,5353,0.050
3436,120.759,-16.909,121.376,-16.317,121.380,-17.500,120.139,-17.500,120.143,-16.317,1,0.049,19,0.95,MS230428q,3436,0.049
392,125.324,-27.818,125.989,-27.225,125.997,-28.408,124.652,-28.408,124.659,-27.225,3,0.045,20,0.95,MS230428q,392,0.045
686,125.695,-26.727,126.354,-26.134,126.361,-27.317,125.029,-27.317,125.036,-26.134,3,0.045,21,0.95,MS230428q,686,0.045
2191,122.727,-21.273,123.359,-20.680,123.365,-21.863,122.090,-21.863,122.095,-20.680,1,0.040,22,0.95,MS230428q,2191,0.040
3121,120.382,-18.000,121.002,-17.408,121.006,-18.591,119.758,-18.591,119.762,-17.408,1,0.037,23,0.95,MS230428q,3121,0.037
1582,124.752,-23.455,125.394,-22.862,125.400,-24.045,124.105,-24.045,124.111,-22.862,2,0.033,24,1.0,MS230428q,1582,0.033
1882,120.000,-22.364,120.637,-21.771,120.642,-22.954,119.358,-22.954,119.363,-21.771,2,0.026,25,1.0,MS230428q,1882,0.026
978,120.805,-25.636,121.458,-25.043,121.465,-26.226,120.146,-26.226,120.153,-25.043,2,0.026,26,1.0,MS230428q,978,0.026
1887,125.882,-22.364,126.519,-21.771,126.525,-22.954,125.240,-22.954,125.245,-21.771,1,0.023,27,1.0,MS230428q,1887,0.023
982,125.638,-25.636,126.290,-25.043,126.297,-26.226,124.978,-26.226,124.985,-25.043,1,0.018,28,1.0,MS230428q,982,0.018
1281,125.581,-24.545,126.229,-23.953,126.235,-25.136,124.928,-25.136,124.934,-23.953,1,0.017,29,1.0,MS230428q,1281,0.017
4070,119.624,-14.727,120.234,-14.135,120.237,-15.318,119.011,-15.318,119.014,-14.135,2,0.014,30,1.0,MS230428q,4070,0.014
100,124.138,-28.909,124.810,-28.316,124.817,-29.499,123.458,-29.499,123.466,-28.316,2,0.014,31,1.0,MS230428q,100,0.014
393,126.553,-27.818,127.218,-27.225,127.225,-28.408,125.880,-28.408,125.888,-27.225,1,0.010,32,1.0,MS230428q,393,0.010
99,122.897,-28.909,123.568,-28.316,123.576,-29.499,122.217,-29.499,122.225,-28.316,2,0.009,33,1.0,MS230428q,99,0.009
4387,116.636,-13.636,117.243,-13.044,117.246,-14.227,116.025,-14.227,116.028,-13.044,1,0.009,34,1.0,MS230428q,4387,0.009
4708,116.273,-12.545,116.878,-11.953,116.881,-13.136,115.666,-13.136,115.669,-11.953,1,0.009,35,1.0,MS230428q,4708,0.009
3122,121.529,-18.000,122.149,-17.408,122.153,-18.591,120.905,-18.591,120.909,-17.408,2,0.008,36,1.0,MS230428q,3122,0.008
2188,119.221,-21.273,119.853,-20.680,119.858,-21.863,118.583,-21.863,118.589,-20.680,1,0.007,37,1.0,MS230428q,2188,0.007
2192,123.896,-21.273,124.528,-20.680,124.533,-21.863,123.259,-21.863,123.264,-20.680,1,0.006,38,1.0,MS230428q,2192,0.006
4707,115.155,-12.545,115.760,-11.953,115.763,-13.136,114.548,-13.136,114.551,-11.953,1,0.005,39,1.0,MS230428q,4707,0.005
1583,125.941,-23.455,126.582,-22.862,126.588,-24.045,125.293,-24.045,125.299,-22.862,1,0.003,40,1.0,MS230428q,1583,0.003
2811,123.462,-19.091,124.085,-18.498,124.090,-19.681,122.833,-19.681,122.838,-18.498,2,0.003,41,1.0,MS230428q,2811,0.003
390,122.867,-27.818,123.532,-27.225,123.539,-28.408,122.194,-28.408,122.202,-27.225,1,0.002,42,1.0,MS230428q,390,0.002
101,125.379,-28.909,126.051,-28.316,126.059,-29.499,124.700,-29.499,124.707,-28.316,2,0.002,43,1.0,MS230428q,101,0.002
1578,120.000,-23.455,120.642,-22.862,120.648,-24.045,119.352,-24.045,119.358,-22.862,3,0.002,44,1.0,MS230428q,1578,0.002
5676,114.092,-9.273,114.691,-8.681,114.693,-9.864,113.492,-9.864,113.494,-8.681,1,0.002,45,1.0,MS230428q,5676,0.002
3437,121.899,-16.909,122.515,-16.317,122.519,-17.500,121.279,-17.500,121.282,-16.317,1,0.001,46,1.0,MS230428q,3437,0.001
3752,120.000,-15.818,120.613,-15.226,120.617,-16.409,119.383,-16.409,119.387,-15.226,1,0.000,47,1.0,MS230428q,3752,0.000
2190,121.558,-21.273,122.191,-20.680,122.196,-21.863,120.921,-21.863,120.926,-20.680,1,0.000,48,1.0,MS230428q,2190,0.000
2499,121.935,-20.182,122.563,-19.589,122.568,-20.772,121.303,-20.772,121.308,-19.589,1,0.000,49,1.0,MS230428q,2499,0.000
1282,126.777,-24.545,127.425,-23.953,127.431,-25.136,126.124,-25.136,126.130,-23.953,0,0.000,50,1.0,MS230428q,1282,0.000
1280,124.385,-24.545,125.033,-23.953,125.039,-25.136,123.732,-25.136,123.738,-23.953,0,0.000,51,1.0,MS230428q,1280,0.000
394,127.782,-27.818,128.447,-27.225,128.454,-28.408,127.109,-28.408,127.116,-27.225,0,0.000,52,1.0,MS230428q,394,0.000
1279,123.189,-24.545,123.837,-23.953,123.843,-25.136,122.536,-25.136,122.542,-23.953,0,0.000,53,1.0,MS230428q,1279,0.000
395,129.010,-27.818,129.675,-27.225,129.683,-28.408,128.338,-28.408,128.345,-27.225,0,0.000,54,1.0,MS230428q,395,0.000
683,122.034,-26.727,122.693,-26.134,122.700,-27.317,121.368,-27.317,121.375,-26.134,0,0.000,55,1.0,MS230428q,683,0.000
684,123.254,-26.727,123.913,-26.134,123.920,-27.317,122.589,-27.317,122.595,-26.134,0,0.000,56,1.0,MS230428q,684,0.000
389,121.638,-27.818,122.303,-27.225,122.311,-28.408,120.966,-28.408,120.973,-27.225,0,0.000,57,1.0,MS230428q,389,0.000
104,129.103,-28.909,129.775,-28.316,129.783,-29.499,128.424,-29.499,128.432,-28.316,0,0.000,58,1.0,MS230428q,104,0.000
103,127.862,-28.909,128.534,-28.316,128.542,-29.499,127.183,-29.499,127.190,-28.316,0,0.000,59,1.0,MS230428q,103,0.000
102,126.621,-28.909,127.293,-28.316,127.300,-29.499,125.941,-29.499,125.949,-28.316,0,0.000,60,1.0,MS230428q,102,0.000
687,126.915,-26.727,127.574,-26.134,127.581,-27.317,126.250,-27.317,126.256,-26.134,0,0.000,61,1.0,MS230428q,687,0.000
983,126.846,-25.636,127.498,-25.043,127.505,-26.226,126.186,-26.226,126.193,-25.043,0,0.000,62,1.0,MS230428q,983,0.000
688,128.136,-26.727,128.794,-26.134,128.801,-27.317,127.470,-27.317,127.477,-26.134,0,0.000,63,1.0,MS230428q,688,0.000
981,124.430,-25.636,125.082,-25.043,125.089,-26.226,123.770,-26.226,123.777,-25.043,0,0.000,64,1.0,MS230428q,981,0.000
980,123.221,-25.636,123.874,-25.043,123.881,-26.226,122.562,-26.226,122.569,-25.043,0,0.000,65,1.0,MS230428q,980,0.000
6002,114.847,-8.182,115.443,-7.590,115.445,-8.773,114.248,-8.773,114.250,-7.590,0,0.000,66,1.0,MS230428q,6002,0.000
2189,120.390,-21.273,121.022,-20.680,121.027,-21.863,119.752,-21.863,119.757,-20.680,0,0.000,67,1.0,MS230428q,2189,0.000
4069,118.495,-14.727,119.105,-14.135,119.109,-15.318,117.882,-15.318,117.885,-14.135,0,0.000,68,1.0,MS230428q,4069,0.000
5677,115.200,-9.273,115.798,-8.681,115.800,-9.864,114.600,-9.864,114.602,-8.681,0,0.000,69,1.0,MS230428q,5677,0.000
5354,116.667,-10.364,117.267,-9.772,117.269,-10.955,116.064,-10.955,116.066,-9.772,0,0.000,70,1.0,MS230428q,5354,0.000
5352,114.444,-10.364,115.045,-9.772,115.047,-10.955,113.842,-10.955,113.844,-9.772,0,0.000,71,1.0,MS230428q,5352,0.000
5032,118.142,-11.455,118.745,-10.862,118.747,-12.045,117.538,-12.045,117.540,-10.862,0,0.000,72,1.0,MS230428q,5032,0.000
5031,117.028,-11.455,117.630,-10.862,117.633,-12.045,116.423,-12.045,116.426,-10.862,0,0.000,73,1.0,MS230428q,5031,0.000
5030,115.913,-11.455,116.516,-10.862,116.518,-12.045,115.309,-12.045,115.311,-10.862,0,0.000,74,1.0,MS230428q,5030,0.000
5029,114.799,-11.455,115.401,-10.862,115.404,-12.045,114.194,-12.045,114.197,-10.862,0,0.000,75,1.0,MS230428q,5029,0.000
4710,118.509,-12.545,119.114,-11.953,119.117,-13.136,117.902,-13.136,117.905,-11.953,0,0.000,76,1.0,MS230428q,4710,0.000
4709,117.391,-12.545,117.996,-11.953,117.999,-13.136,116.784,-13.136,116.787,-11.953,0,0.000,77,1.0,MS230428q,4709,0.000
4390,120.000,-13.636,120.607,-13.044,120.610,-14.227,119.390,-14.227,119.393,-13.044,0,0.000,78,1.0,MS230428q,4390,0.000
4389,118.879,-13.636,119.486,-13.044,119.489,-14.227,118.268,-14.227,118.271,-13.044,0,0.000,79,1.0,MS230428q,4389,0.000
4388,117.757,-13.636,118.364,-13.044,118.367,-14.227,117.147,-14.227,117.150,-13.044,0,0.000,80,1.0,MS230428q,4388,0.000
4386,115.514,-13.636,116.121,-13.044,116.124,-14.227,114.904,-14.227,114.907,-13.044,0,0.000,81,1.0,MS230428q,4386,0.000
4071,120.752,-14.727,121.362,-14.135,121.366,-15.318,120.139,-15.318,120.142,-14.135,0,0.000,82,1.0,MS230428q,4071,0.000
4068,117.367,-14.727,117.977,-14.135,117.980,-15.318,116.754,-15.318,116.757,-14.135,0,0.000,83,1.0,MS230428q,4068,0.000
6001,113.742,-8.182,114.339,-7.590,114.341,-8.773,113.144,-8.773,113.146,-7.590,0,0.000,84,1.0,MS230428q,6001,0.000
4067,116.238,-14.727,116.848,-14.135,116.851,-15.318,115.625,-15.318,115.628,-14.135,0,0.000,85,1.0,MS230428q,4067,0.000
3753,121.132,-15.818,121.745,-15.226,121.749,-16.409,120.515,-16.409,120.519,-15.226,0,0.000,86,1.0,MS230428q,3753,0.000
3751,118.868,-15.818,119.481,-15.226,119.485,-16.409,118.251,-16.409,118.255,-15.226,0,0.000,87,1.0,MS230428q,3751,0.000
3750,117.736,-15.818,118.349,-15.226,118.352,-16.409,117.119,-16.409,117.123,-15.226,0,0.000,88,1.0,MS230428q,3750,0.000
3749,116.604,-15.818,117.217,-15.226,117.220,-16.409,115.987,-16.409,115.991,-15.226,0,0.000,89,1.0,MS230428q,3749,0.000
3435,119.620,-16.909,120.237,-16.317,120.240,-17.500,119.000,-17.500,119.004,-16.317,0,0.000,90,1.0,MS230428q,3435,0.000
3434,118.481,-16.909,119.097,-16.317,119.101,-17.500,117.861,-17.500,117.865,-16.317,0,0.000,91,1.0,MS230428q,3434,0.000
3433,117.342,-16.909,117.958,-16.317,117.962,-17.500,116.722,-17.500,116.725,-16.317,0,0.000,92,1.0,MS230428q,3433,0.000
3120,119.236,-18.000,119.856,-17.408,119.860,-18.591,118.612,-18.591,118.616,-17.408,0,0.000,93,1.0,MS230428q,3120,0.000
3119,118.089,-18.000,118.709,-17.408,118.713,-18.591,117.465,-18.591,117.469,-17.408,0,0.000,94,1.0,MS230428q,3119,0.000
2808,120.000,-19.091,120.624,-18.498,120.628,-19.681,119.372,-19.681,119.376,-18.498,0,0.000,95,1.0,MS230428q,2808,0.000
2501,124.258,-20.182,124.886,-19.589,124.891,-20.772,123.625,-20.772,123.630,-19.589,0,0.000,96,1.0,MS230428q,2501,0.000
2498,120.774,-20.182,121.402,-19.589,121.407,-20.772,120.142,-20.772,120.146,-19.589,0,0.000,97,1.0,MS230428q,2498,0.000
2497,119.613,-20.182,120.241,-19.589,120.245,-20.772,118.980,-20.772,118.985,-19.589,0,0.000,98,1.0,MS230428q,2497,0.000
2496,118.452,-20.182,119.079,-19.589,119.084,-20.772,117.819,-20.772,117.824,-19.589,0,0.000,99,1.0,MS230428q,2496,0.000
