#id,ra,dec,ra1,dec1,ra2,dec2,ra3,dec3,ra4,dec4,n_hostgalaxy,prob_vol_x_stmass,rank,confidence,obj,note,weight
566,122.069,-22.979,123.147,-21.975,123.163,-23.975,120.975,-23.975,120.991,-21.975,13,1.880,0,0.5,MS230428q,566,1.880
567,124.138,-22.979,125.216,-21.975,125.232,-23.975,123.044,-23.975,123.060,-21.975,10,0.413,1,0.9,MS230428q,567,0.413
393,121.395,-24.894,122.489,-23.890,122.507,-25.890,120.284,-25.890,120.302,-23.890,6,0.226,2,0.9,MS230428q,393,0.226
742,124.773,-21.064,125.837,-20.060,125.852,-22.060,123.694,-22.060,123.708,-20.060,3,0.211,3,0.9,MS230428q,742,0.211
741,122.727,-21.064,123.792,-20.060,123.806,-22.060,121.648,-22.060,121.663,-20.060,6,0.192,4,0.9,MS230428q,741,0.192
917,121.348,-19.149,122.400,-18.146,122.413,-20.146,120.283,-20.146,120.296,-18.146,5,0.177,5,0.9,MS230428q,917,0.177
918,123.371,-19.149,124.423,-18.146,124.436,-20.146,122.306,-20.146,122.319,-18.146,6,0.159,6,0.9,MS230428q,918,0.159
57,123.614,-28.723,124.744,-27.719,124.766,-29.719,122.463,-29.719,122.485,-27.719,6,0.102,7,0.9,MS230428q,57,0.102
223,121.420,-26.809,122.531,-25.804,122.550,-27.804,120.290,-27.804,120.310,-25.804,2,0.096,8,0.9,MS230428q,223,0.096
1095,120.000,-17.234,121.041,-16.231,121.053,-18.231,118.947,-18.231,118.959,-16.231,2,0.086,9,0.9,MS230428q,1095,0.086
394,123.488,-24.894,124.582,-23.890,124.600,-25.890,122.377,-25.890,122.395,-23.890,2,0.073,10,0.95,MS230428q,394,0.073
916,119.326,-19.149,120.378,-18.146,120.391,-20.146,118.261,-20.146,118.274,-18.146,3,0.069,11,0.95,MS230428q,916,0.069
225,125.680,-26.809,126.791,-25.804,126.811,-27.804,124.550,-27.804,124.570,-25.804,3,0.045,12,0.95,MS230428q,225,0.045
