name,ra,dec,d_L,prob_vol,stmass,prob_vol_x_stmass,rank,confidence,obj,note,weight
63390,328.674,79.639,87.589,0.0015988330943574667,0.20000000298023224,1.000,0,0.9,MS230429h,63390,1.000
1037170,320.939,79.894,74.870,0.00021542484471496966,0.800000011920929,0.538,1,0.9,MS230429h,1037170,0.538
7614742,93.834,-40.891,102.232,0.00032658267950535347,0.10000000149011612,0.100,2,0.9,MS230429h,7614742,0.100
7615284,93.641,-40.235,98.551,0.00021187088949523597,0.10000000149011612,0.064,3,0.95,MS230429h,7615284,0.064
20125383,323.089,80.914,34.639,0.0014951192111464394,0.009999999776482582,0.045,4,0.95,MS230429h,20125383,0.045
20125539,324.073,80.008,65.535,0.0011772376604409567,0.009999999776482582,0.035,5,0.95,MS230429h,20125539,0.035
4596,339.561,80.677,35.950,0.00014141206522564264,0.07000000029802322,0.029,6,1.0,MS230429h,4596,0.029
19973761,323.569,79.130,80.946,0.0008561938569513464,0.009999999776482582,0.025,7,1.0,MS230429h,19973761,0.025
7700306,94.831,-40.470,122.945,6.013492343709915e-05,0.10000000149011612,0.017,8,1.0,MS230429h,7700306,0.017
7699433,94.715,-41.033,83.525,0.00028477724288333096,0.009999999776482582,0.007,9,1.0,MS230429h,7699433,0.007
20984042,337.799,81.098,72.781,0.000243245870258742,0.009999999776482582,0.006,10,1.0,MS230429h,20984042,0.006
7700246,94.170,-40.605,123.428,8.813320125979608e-05,0.019999999552965164,0.004,11,1.0,MS230429h,7700246,0.004
7615297,93.721,-40.216,109.187,0.00015619483765931422,0.009999999776482582,0.003,12,1.0,MS230429h,7615297,0.003
19500089,319.688,79.140,12.479,0.0001269807159310715,0.009999999776482582,0.002,13,1.0,MS230429h,19500089,0.002
21154659,342.177,80.122,44.456,0.00011574771756971586,0.009999999776482582,0.002,14,1.0,MS230429h,21154659,0.002
7700573,95.478,-40.200,81.682,7.279535622709715e-05,0.009999999776482582,0.000,15,1.0,MS230429h,7700573,0.000
7614714,93.832,-41.199,56.403,7.1829279833015e-05,0.009999999776482582,0.000,16,1.0,MS230429h,7614714,0.000
19500102,316.884,79.472,46.554,6.94529626759299e-05,0.009999999776482582,0.000,17,1.0,MS230429h,19500102,0.000
7791787,96.009,-40.673,79.547,6.112724856820489e-05,0.009999999776482582,0.000,18,1.0,MS230429h,7791787,0.000
