name,ra,dec,d_L,prob_vol,stmass,prob_vol_x_stmass,rank,confidence,obj,note,weight
110596,122.757,5.087,134.740,3.6508281373491357e-06,20.0,1.000,0,0.5,MS230429p,110596,1.000
1024838,101.515,29.348,68.585,1.0964873598403929e-05,6.5,0.976,1,0.5,MS230429p,1024838,0.976
73940,77.565,40.666,108.579,6.759200991221941e-06,10.0,0.926,2,0.5,MS230429p,73940,0.926
1024725,114.156,17.884,71.830,8.71315870840555e-06,7.400000095367432,0.883,3,0.5,MS230429p,1024725,0.883
566,87.806,37.901,98.719,1.2991367027022384e-05,4.0,0.712,4,0.5,MS230429p,566,0.712
783,87.092,38.694,90.173,1.2210924134372562e-05,4.0,0.669,5,0.5,MS230429p,783,0.669
1025492,113.651,18.282,72.549,9.423064009973762e-06,5.099999904632568,0.658,6,0.5,MS230429p,1025492,0.658
1025110,122.757,5.087,135.910,3.4447018504501387e-06,12.0,0.566,7,0.5,MS230429p,1025110,0.566
82931,72.528,45.052,96.842,3.647957555467316e-06,11.0,0.550,8,0.5,MS230429p,82931,0.550
1026907,123.605,4.342,153.703,9.842937732381698e-07,40.0,0.539,9,0.5,MS230429p,1026907,0.539
80851,83.891,40.966,109.158,6.269090787576902e-06,6.0,0.515,10,0.5,MS230429p,80851,0.515
1025654,110.713,22.589,79.549,7.902107864793452e-06,4.599999904632568,0.498,11,0.5,MS230429p,1025654,0.498
53062,80.828,39.306,125.504,3.5525087373912086e-06,10.0,0.487,12,0.5,MS230429p,53062,0.487
94949,94.736,33.699,112.599,6.617982915699939e-06,5.0,0.453,13,0.5,MS230429p,94949,0.453
1028815,106.560,23.585,109.046,5.661236647113728e-06,5.800000190734863,0.450,14,0.5,MS230429p,1028815,0.450
1025323,110.393,23.549,85.835,4.604878649410685e-06,7.0,0.441,15,0.5,MS230429p,1025323,0.441
12777,74.538,42.147,84.835,6.428779098305506e-06,5.0,0.440,16,0.5,MS230429p,12777,0.440
