#id,ra,dec,ra1,dec1,ra2,dec2,ra3,dec3,ra4,dec4,n_hostgalaxy,prob_vol_x_stmass,rank,confidence,obj,note,weight
15987,202.154,-31.322,202.634,-30.909,202.638,-31.733,201.669,-31.733,201.674,-30.909,251,11.845,0,0.5,MS230428r,15987,11.845
48352,354.667,27.357,355.132,27.768,355.129,26.944,354.205,26.944,354.201,27.768,97,7.582,1,0.5,MS230428r,48352,7.582
15599,202.383,-32.115,202.868,-31.702,202.872,-32.526,201.895,-32.526,201.899,-31.702,140,5.404,2,0.5,MS230428r,15599,5.404
15988,203.077,-31.322,203.557,-30.909,203.561,-31.733,202.593,-31.733,202.597,-30.909,130,5.125,3,0.5,MS230428r,15988,5.125
15986,201.231,-31.322,201.711,-30.909,201.715,-31.733,200.746,-31.733,200.751,-30.909,143,4.861,4,0.5,MS230428r,15986,4.861
41579,351.000,14.670,351.427,15.081,351.425,14.257,350.575,14.257,350.573,15.081,152,4.813,5,0.5,MS230428r,41579,4.813
15215,203.029,-32.907,203.517,-32.495,203.522,-33.319,202.536,-33.319,202.540,-32.495,145,4.330,6,0.5,MS230428r,15215,4.330
48353,355.556,27.357,356.021,27.768,356.018,26.944,355.093,26.944,355.090,27.768,75,4.073,7,0.5,MS230428r,48353,4.073
15598,201.451,-32.115,201.935,-31.702,201.939,-32.526,200.962,-32.526,200.967,-31.702,100,3.334,8,0.5,MS230428r,15598,3.334
48355,357.333,27.357,357.799,27.768,357.795,26.944,356.871,26.944,356.868,27.768,35,3.004,9,0.5,MS230428r,48355,3.004
47947,354.706,26.564,355.168,26.975,355.165,26.151,354.247,26.151,354.244,26.975,61,2.472,10,0.5,MS230428r,47947,2.472
47948,355.588,26.564,356.051,26.975,356.047,26.151,355.129,26.151,355.126,26.975,31,2.459,11,0.5,MS230428r,47948,2.459
15600,203.316,-32.115,203.800,-31.702,203.805,-32.526,202.827,-32.526,202.832,-31.702,79,2.403,12,0.5,MS230428r,15600,2.403
15219,206.789,-32.907,207.277,-32.495,207.282,-33.319,206.295,-33.319,206.300,-32.495,104,2.298,13,0.5,MS230428r,15219,2.298
17975,201.778,-27.357,202.240,-26.944,202.243,-27.768,201.312,-27.768,201.316,-26.944,117,2.257,14,0.5,MS230428r,17975,2.257
16774,202.727,-29.736,203.200,-29.323,203.204,-30.147,202.251,-30.147,202.255,-29.323,55,2.192,15,0.5,MS230428r,16774,2.192
48354,356.444,27.357,356.910,27.768,356.907,26.944,355.982,26.944,355.979,27.768,39,2.063,16,0.5,MS230428r,48354,2.063
42889,350.897,17.048,351.328,17.460,351.327,16.636,350.467,16.636,350.465,17.460,70,2.029,17,0.5,MS230428r,42889,2.029
12982,206.427,-37.665,206.944,-37.252,206.950,-38.076,205.903,-38.076,205.909,-37.252,50,2.018,18,0.5,MS230428r,12982,2.018
38915,349.554,9.912,349.972,10.324,349.971,9.500,349.136,9.500,349.135,10.324,41,1.922,19,0.5,MS230428r,38915,1.922
19610,195.577,-24.185,196.027,-23.772,196.030,-24.596,195.124,-24.596,195.127,-23.772,44,1.744,20,0.5,MS230428r,19610,1.744
48756,356.418,28.150,356.887,28.561,356.883,27.737,355.952,27.737,355.949,28.561,35,1.735,21,0.5,MS230428r,48756,1.735
48755,355.522,28.150,355.991,28.561,355.988,27.737,355.057,27.737,355.053,28.561,28,1.721,22,0.5,MS230428r,48755,1.721
41139,351.041,13.877,351.466,14.288,351.464,13.464,350.617,13.464,350.616,14.288,52,1.607,23,0.5,MS230428r,41139,1.607
15597,200.518,-32.115,201.002,-31.702,201.007,-32.526,200.030,-32.526,200.034,-31.702,59,1.596,24,0.5,MS230428r,15597,1.596
37565,347.228,7.533,347.644,7.945,347.644,7.121,346.813,7.121,346.812,7.945,39,1.584,25,0.5,MS230428r,37565,1.584
14082,204.611,-35.286,205.113,-34.873,205.119,-35.697,204.104,-35.697,204.109,-34.873,48,1.494,26,0.5,MS230428r,14082,1.494
48757,357.313,28.150,357.783,28.561,357.779,27.737,356.848,27.737,356.844,28.561,25,1.452,27,0.5,MS230428r,48757,1.452
48758,358.209,28.150,358.678,28.561,358.674,27.737,357.743,27.737,357.740,28.561,23,1.445,28,0.5,MS230428r,48758,1.445
49157,358.195,28.943,358.668,29.354,358.664,28.530,357.727,28.530,357.723,29.354,18,1.438,29,0.5,MS230428r,49157,1.438
15601,204.249,-32.115,204.733,-31.702,204.737,-32.526,203.760,-32.526,203.764,-31.702,39,1.313,30,0.5,MS230428r,15601,1.313
11919,211.886,-40.044,212.421,-39.631,212.427,-40.455,211.344,-40.455,211.351,-39.631,38,1.282,31,0.5,MS230428r,11919,1.282
14837,206.526,-33.700,207.019,-33.287,207.024,-34.111,206.029,-34.111,206.033,-33.287,32,1.263,32,0.5,MS230428r,14837,1.263
47129,354.770,24.978,355.226,25.389,355.223,24.565,354.317,24.565,354.314,25.389,20,1.248,33,0.5,MS230428r,47129,1.248
38467,349.577,9.119,349.995,9.531,349.994,8.707,349.160,8.707,349.159,9.531,27,1.234,34,0.5,MS230428r,38467,1.234
42891,352.552,17.048,352.984,17.460,352.982,16.636,352.122,16.636,352.120,17.460,12,1.226,35,0.5,MS230428r,42891,1.226
42018,351.781,15.463,352.209,15.874,352.207,15.050,351.354,15.050,351.352,15.874,33,1.212,36,0.5,MS230428r,42018,1.212
47540,355.610,25.771,356.069,26.182,356.066,25.358,355.154,25.358,355.151,26.182,27,1.203,37,0.5,MS230428r,47540,1.203
43322,350.855,17.841,351.288,18.253,351.286,17.429,350.423,17.429,350.421,18.253,38,1.193,38,0.5,MS230428r,43322,1.193
14835,204.632,-33.700,205.124,-33.287,205.129,-34.111,204.134,-34.111,204.139,-33.287,35,1.176,39,0.5,MS230428r,14835,1.176
15989,204.000,-31.322,204.480,-30.909,204.484,-31.733,203.516,-31.733,203.520,-30.909,39,1.173,40,0.5,MS230428r,15989,1.173
49155,356.391,28.943,356.864,29.354,356.860,28.530,355.922,28.530,355.918,29.354,31,1.152,41,0.5,MS230428r,49155,1.152
16379,202.443,-30.529,202.919,-30.116,202.923,-30.940,201.962,-30.940,201.966,-30.116,30,1.107,42,0.5,MS230428r,16379,1.107
14834,203.684,-33.700,204.177,-33.287,204.182,-34.111,203.187,-34.111,203.191,-33.287,49,1.091,43,0.5,MS230428r,14834,1.091
20443,192.857,-22.599,193.302,-22.187,193.305,-23.011,192.410,-23.011,192.412,-22.187,32,1.088,44,0.5,MS230428r,20443,1.088
13712,205.854,-36.079,206.361,-35.666,206.366,-36.490,205.341,-36.490,205.347,-35.666,27,1.033,45,0.5,MS230428r,13712,1.033
15985,200.308,-31.322,200.788,-30.909,200.792,-31.733,199.823,-31.733,199.828,-30.909,36,0.996,46,0.5,MS230428r,15985,0.996
48356,358.222,27.357,358.688,27.768,358.684,26.944,357.760,26.944,357.757,27.768,23,0.989,47,0.5,MS230428r,48356,0.989
14458,205.851,-34.493,206.348,-34.080,206.353,-34.904,205.349,-34.904,205.354,-34.080,45,0.969,48,0.5,MS230428r,14458,0.969
41580,351.818,14.670,352.245,15.081,352.243,14.257,351.393,14.257,351.391,15.081,39,0.950,49,0.5,MS230428r,41580,0.950
49156,357.293,28.943,357.766,29.354,357.762,28.530,356.824,28.530,356.821,29.354,11,0.934,50,0.5,MS230428r,49156,0.934
49553,358.182,29.736,358.658,30.147,358.654,29.323,357.709,29.323,357.705,30.147,13,0.928,51,0.5,MS230428r,49553,0.928
12622,206.145,-38.458,206.668,-38.045,206.674,-38.869,205.616,-38.869,205.622,-38.045,38,0.912,52,0.5,MS230428r,12622,0.912
11920,212.914,-40.044,213.449,-39.631,213.456,-40.455,212.373,-40.455,212.379,-39.631,31,0.880,53,0.5,MS230428r,11920,0.880
49551,356.364,29.736,356.840,30.147,356.836,29.323,355.891,29.323,355.887,30.147,20,0.864,54,0.5,MS230428r,49551,0.864
45881,354.000,22.599,354.448,23.011,354.445,22.187,353.555,22.187,353.552,23.011,26,0.835,55,0.5,MS230428r,45881,0.835
45036,352.376,21.013,352.819,21.425,352.817,20.601,351.936,20.601,351.934,21.425,18,0.835,56,0.5,MS230428r,45036,0.835
14838,207.474,-33.700,207.967,-33.287,207.971,-34.111,206.976,-34.111,206.981,-33.287,28,0.827,57,0.5,MS230428r,14838,0.827
10887,212.582,-42.423,213.136,-42.010,213.143,-42.834,212.020,-42.834,212.027,-42.010,128,0.805,58,0.5,MS230428r,10887,0.805
11921,213.943,-40.044,214.478,-39.631,214.484,-40.455,213.401,-40.455,213.408,-39.631,34,0.790,59,0.5,MS230428r,11921,0.790
47130,355.642,24.978,356.098,25.389,356.095,24.565,355.189,24.565,355.186,25.389,21,0.789,60,0.5,MS230428r,47130,0.789
47539,354.732,25.771,355.191,26.182,355.188,25.358,354.276,25.358,354.273,26.182,29,0.783,61,0.5,MS230428r,47539,0.783
21715,193.068,-20.220,193.506,-19.808,193.508,-20.632,192.628,-20.632,192.630,-19.808,16,0.772,62,0.5,MS230428r,21715,0.772
45038,354.071,21.013,354.513,21.425,354.511,20.601,353.630,20.601,353.628,21.425,43,0.768,63,0.5,MS230428r,45038,0.768
15217,204.909,-32.907,205.397,-32.495,205.402,-33.319,204.416,-33.319,204.420,-32.495,41,0.765,64,0.5,MS230428r,15217,0.765
43751,349.142,18.634,349.577,19.046,349.575,18.222,348.708,18.222,348.706,19.046,41,0.761,65,0.5,MS230428r,43751,0.761
43323,351.686,17.841,352.120,18.253,352.118,17.429,351.254,17.429,351.252,18.253,15,0.754,66,0.5,MS230428r,43323,0.754
12983,207.424,-37.665,207.941,-37.252,207.947,-38.076,206.900,-38.076,206.906,-37.252,35,0.751,67,0.5,MS230428r,12983,0.751
14086,208.472,-35.286,208.974,-34.873,208.979,-35.697,207.965,-35.697,207.970,-34.873,28,0.743,68,0.5,MS230428r,14086,0.743
8337,227.682,-48.767,228.302,-48.353,228.312,-49.177,227.052,-49.177,227.062,-48.353,6,0.738,69,0.5,MS230428r,8337,0.738
47946,353.824,26.564,354.286,26.975,354.283,26.151,353.365,26.151,353.361,26.975,27,0.734,70,0.5,MS230428r,47946,0.734
11572,213.295,-40.837,213.836,-40.424,213.843,-41.248,212.747,-41.248,212.754,-40.424,48,0.726,71,0.5,MS230428r,11572,0.726
38466,348.775,9.119,349.193,9.531,349.192,8.707,348.358,8.707,348.357,9.531,22,0.723,72,0.5,MS230428r,38466,0.723
