name,ra,dec,d_L,prob_vol,stmass,prob_vol_x_stmass,rank,confidence,obj,note,weight
1027905,0.038,32.738,161.772,2.2726909106011487e-06,15.0,1.000,0,0.5,MS230428r,1027905,1.000
1025052,355.003,27.134,151.639,1.2539590177117852e-06,23.0,0.846,1,0.5,MS230428r,1025052,0.846
110847,355.004,27.134,152.775,1.2545468696460713e-06,20.0,0.736,2,0.5,MS230428r,110847,0.736
1025763,355.572,26.232,152.910,1.747613901676536e-06,14.0,0.718,3,0.5,MS230428r,1025763,0.718
1038559,9.087,45.665,222.307,1.2145014309362195e-06,20.0,0.713,4,0.5,MS230428r,1038559,0.713
1024998,357.744,27.147,126.326,1.5949945701681635e-06,14.0,0.655,5,0.5,MS230428r,1024998,0.655
1031650,0.120,32.782,153.606,2.26631565860083e-06,9.0,0.598,6,0.5,MS230428r,1031650,0.598
1030077,359.424,32.767,202.814,1.4438305843841341e-06,14.0,0.593,7,0.5,MS230428r,1030077,0.593
1501,9.727,48.468,191.245,1.680135327004281e-06,12.0,0.591,8,0.5,MS230428r,1501,0.591
1028104,14.726,52.610,143.703,1.9375403915994187e-06,10.0,0.568,9,0.5,MS230428r,1028104,0.568
1024953,354.622,27.031,148.266,9.928446089414344e-07,19.0,0.553,10,0.5,MS230428r,1024953,0.553
1032322,5.956,39.538,166.928,1.749284294632066e-06,10.0,0.513,11,0.5,MS230428r,1032322,0.513
1024873,352.229,17.310,108.990,1.2001377887543083e-06,14.0,0.493,12,0.5,MS230428r,1024873,0.493
1027611,9.104,49.013,187.496,1.1191482478687835e-06,15.0,0.492,13,0.5,MS230428r,1027611,0.492
1030291,6.891,45.581,187.022,1.5216220516783987e-06,11.0,0.491,14,0.5,MS230428r,1030291,0.491
1260794,14.746,52.649,138.633,1.8049379312285089e-06,9.0,0.477,15,0.5,MS230428r,1260794,0.477
1626,20.482,56.027,190.933,1.758993296271229e-06,9.0,0.464,16,0.5,MS230428r,1626,0.464
1262410,228.133,-49.567,188.584,7.46795924337691e-07,21.0,0.460,17,0.5,MS230428r,1262410,0.460
1047,355.852,28.505,173.425,1.1979753124619364e-06,13.0,0.457,18,0.5,MS230428r,1047,0.457
1035350,0.068,32.793,161.226,2.2766086708757718e-06,6.800000190734863,0.454,19,0.5,MS230428r,1035350,0.454
1035273,22.307,56.007,181.707,1.7062852117480731e-06,9.0,0.450,20,0.5,MS230428r,1035273,0.450
1030940,6.779,45.621,190.056,1.1795931452470568e-06,13.0,0.450,21,0.5,MS230428r,1030940,0.450
1161337,203.663,-33.458,199.543,9.51612388589853e-07,16.0,0.447,22,0.5,MS230428r,1161337,0.447
1033166,0.265,34.653,198.188,1.519296489540893e-06,10.0,0.446,23,0.5,MS230428r,1033166,0.446
1031296,354.824,25.021,179.894,1.378129420315583e-06,11.0,0.445,24,0.5,MS230428r,1031296,0.445
1027813,355.195,26.835,183.355,1.1506548865165797e-06,13.0,0.439,25,0.5,MS230428r,1027813,0.439
1151987,201.987,-31.495,197.262,9.91443721502782e-07,15.0,0.436,26,0.5,MS230428r,1151987,0.436
1069509,22.897,55.568,182.129,1.2236983380646641e-06,12.0,0.431,27,0.5,MS230428r,1069509,0.431
1153310,201.028,-31.670,208.054,7.256799951539902e-07,20.0,0.426,28,0.5,MS230428r,1153310,0.426
1025398,358.302,28.283,111.861,1.2085197626078057e-06,12.0,0.425,29,0.5,MS230428r,1025398,0.425
1069639,20.482,56.027,188.702,1.8102303054670135e-06,8.0,0.425,30,0.5,MS230428r,1069639,0.425
1351621,195.415,-23.987,207.175,7.201555985728119e-07,20.0,0.422,31,0.5,MS230428r,1351621,0.422
1027782,357.003,27.375,129.852,1.7950886955769772e-06,8.0,0.421,32,0.5,MS230428r,1027782,0.421
96588,55.694,68.067,165.752,1.420011740078396e-06,10.0,0.417,33,0.5,MS230428r,96588,0.417
96368,18.928,55.996,180.400,1.7684503757961343e-06,8.0,0.415,34,0.5,MS230428r,96368,0.415
1031314,18.929,55.997,181.155,1.7684503757961343e-06,8.0,0.415,35,0.5,MS230428r,1031314,0.415
1027473,357.641,28.998,141.343,2.017941909176583e-06,7.0,0.414,36,0.5,MS230428r,1027473,0.414
1030275,353.777,21.636,182.409,1.2751194038684917e-06,11.0,0.411,37,0.5,MS230428r,1030275,0.411
1028514,352.773,21.411,180.396,9.869830116343147e-07,14.0,0.405,38,0.5,MS230428r,1028514,0.405
100699,14.726,52.610,145.828,1.9640922833621282e-06,7.0,0.403,39,0.5,MS230428r,100699,0.403
1164159,208.564,-37.776,234.074,4.570898093579513e-07,30.0,0.402,40,0.5,MS230428r,1164159,0.402
1036,355.317,25.551,150.730,1.7101526868091181e-06,8.0,0.401,41,0.5,MS230428r,1036,0.401
1025015,113.269,65.079,104.574,1.366201695602182e-06,10.0,0.401,42,0.5,MS230428r,1025015,0.401
1034546,358.290,29.573,146.694,2.1021302771466703e-06,6.400000095367432,0.395,43,0.5,MS230428r,1034546,0.395
1153183,192.909,-19.879,205.456,6.109259505220728e-07,22.0,0.394,44,0.5,MS230428r,1153183,0.394
88676,352.229,17.310,105.353,1.1068410551257205e-06,12.0,0.390,45,0.5,MS230428r,88676,0.390
100873,22.808,55.754,170.577,1.644602545936543e-06,8.0,0.386,46,0.5,MS230428r,100873,0.386
1030848,5.392,38.093,168.767,1.4398532508539784e-06,9.0,0.380,47,0.5,MS230428r,1030848,0.380
1156329,201.939,-31.797,188.975,1.0715511621100837e-06,12.0,0.377,48,0.5,MS230428r,1156329,0.377
1032331,358.187,33.330,195.664,9.54423094967737e-07,13.0,0.364,49,0.5,MS230428r,1032331,0.364
1342657,204.471,-33.810,171.500,1.2327502449848725e-06,10.0,0.362,50,0.5,MS230428r,1342657,0.362
110837,351.083,14.647,198.173,6.104410949072059e-07,20.0,0.358,51,0.5,MS230428r,110837,0.358
1342241,206.616,-36.097,173.084,1.19526830719274e-06,10.0,0.351,52,0.5,MS230428r,1342241,0.351
1027480,355.884,27.312,146.513,1.6983659294189858e-06,7.0,0.349,53,0.5,MS230428r,1027480,0.349
1027173,354.711,27.268,150.091,9.057137108965803e-07,13.0,0.345,54,0.5,MS230428r,1027173,0.345
1068500,12.912,52.091,126.492,1.3029526457171615e-06,9.0,0.344,55,0.5,MS230428r,1068500,0.344
1262125,203.014,-31.779,188.466,1.0526574220243584e-06,11.0,0.340,56,0.5,MS230428r,1262125,0.340
1037770,359.387,32.759,202.743,1.4438305843841341e-06,8.0,0.339,57,0.5,MS230428r,1037770,0.339
1154643,227.139,-48.663,157.689,1.0385642938276213e-06,11.0,0.335,58,0.5,MS230428r,1154643,0.335
998,358.041,31.277,134.216,1.6276752762168955e-06,7.0,0.334,59,0.5,MS230428r,998,0.334
1031992,359.961,32.702,157.914,2.277951557982057e-06,5.0,0.334,60,0.5,MS230428r,1031992,0.334
28436,13.787,51.145,163.733,2.2754130774544274e-06,5.0,0.334,61,0.5,MS230428r,28436,0.334
1028498,356.681,28.033,147.756,1.8894794430072213e-06,6.0,0.333,62,0.5,MS230428r,1028498,0.333
1155426,211.580,-39.815,143.124,1.1211252126923138e-06,10.0,0.329,63,0.5,MS230428r,1155426,0.329
1026344,349.496,9.680,133.578,1.3960228309120902e-06,8.0,0.328,64,0.5,MS230428r,1026344,0.328
34167,358.401,29.334,181.344,1.8463222332834239e-06,6.0,0.325,65,0.5,MS230428r,34167,0.325
1160027,202.011,-31.756,186.113,1.1032668581994296e-06,10.0,0.324,66,0.5,MS230428r,1160027,0.324
2322,15.508,51.329,144.783,2.1624002852013625e-06,5.099999904632568,0.323,67,0.5,MS230428r,2322,0.323
1026721,351.108,13.972,200.340,5.500095993001027e-07,20.0,0.323,68,0.5,MS230428r,1026721,0.323
1154822,200.871,-31.844,204.900,6.809266798204302e-07,16.0,0.320,69,0.5,MS230428r,1154822,0.320
1157833,201.578,-30.960,212.376,7.771442601168668e-07,14.0,0.319,70,0.5,MS230428r,1157833,0.319
110423,9.104,49.013,189.789,1.084089961666753e-06,10.0,0.318,71,0.5,MS230428r,110423,0.318
756,12.912,52.091,128.950,1.3400009730517477e-06,8.0,0.314,72,0.5,MS230428r,756,0.314
1028145,357.652,24.556,160.019,1.0673467988758798e-06,10.0,0.313,73,0.5,MS230428r,1028145,0.313
1068502,13.694,51.145,205.193,1.5161699949059604e-06,7.0,0.311,74,0.5,MS230428r,1068502,0.311
1033988,2.576,39.428,223.989,8.103869989556731e-07,13.0,0.309,75,0.5,MS230428r,1033988,0.309
