#	Observing Date = 2023-04-29
#	Observatory = LOAO
#	-18 deg sunset = 20:31
#	-18 deg sunrise = 04:09
#	Moon ra, dec = 9:51:41.3   18:13:49.22
#	Moon phase = 0.63
#	Moon seperation limit = 40
#	Altitude limit = 30
==============================================================================================================
|      name |       ra |       dec | rise(LT) | transit(LT) | set(LT) | moon_dist(deg) |              weight |    note |
| MS230428r | 07:33:04 |  65:04:44 |    11:41 |       17:31 |   23:21 |             52 |  0.4007577911128878 | 1025015 |
| MS230428r | 07:33:47 |  65:26:45 |    11:41 |       17:32 |   23:23 |             52 | 0.14189002819285734 | 1030971 |
| MS230428r | 07:35:07 |  65:00:32 |    11:43 |       17:33 |   23:23 |             52 | 0.15606285674728126 | 1030360 |
| MS230428r | 08:20:01 |  62:49:49 |    12:32 |       18:18 |   00:03 |             47 | 0.16139483105310215 | 1026623 |
| MS230428r | 08:29:10 |  63:20:16 |    12:40 |       18:27 |   00:13 |             47 |  0.1544979220595983 | 1025854 |
| MS230428r | 12:29:59 | -14:37:20 |    19:52 |       22:26 |   01:00 |             51 | 0.20364005569470034 | 1155418 |
| MS230428r | 12:37:45 | -14:38:23 |    20:00 |       22:34 |   01:08 |             52 |  0.1727843882603389 | 1161046 |
| MS230428r | 12:39:06 | -16:10:47 |    20:10 |       22:35 |   01:01 |             54 | 0.19813644549657253 | 1157898 |
| MS230428r | 12:42:12 | -17:24:12 |    20:21 |       22:38 |   00:56 |             55 | 0.23645027491678122 | 1153270 |
| MS230428r | 12:43:52 | -17:10:10 |    20:21 |       22:40 |   00:59 |             55 |  0.1616901425687947 | 1157429 |
| MS230428r | 12:44:14 | -16:18:33 |    20:16 |       22:40 |   01:05 |             55 |   0.139792439969264 | 1156369 |
| MS230428r | 12:49:28 | -20:52:12 |    20:52 |       22:46 |   00:39 |             58 | 0.19181593490371143 | 1163381 |
| MS230428r | 12:51:09 | -22:32:15 |    21:10 |       22:47 |   00:25 |             60 | 0.19710577784717243 | 1156171 |
| MS230428r | 12:51:38 | -19:52:43 |    20:47 |       22:48 |   00:48 |             58 |  0.3942560576515353 | 1153183 |
| MS230428r | 12:52:08 | -21:51:54 |    21:04 |       22:48 |   00:33 |             59 | 0.18170440347758832 | 1151969 |
| MS230428r | 12:52:09 | -23:17:38 |    21:18 |       22:48 |   00:18 |             60 | 0.17742651766069495 | 1159666 |
| MS230428r | 12:59:24 | -24:58:15 |    21:45 |       22:56 |   00:06 |             63 |  0.1385297960197467 | 1162321 |
| MS230428r | 12:59:45 | -22:10:31 |    21:14 |       22:56 |   00:37 |             61 |  0.1695626126276313 | 1151567 |
| MS230428r | 13:00:20 | -22:41:31 |    21:20 |       22:57 |   00:33 |             61 |  0.2434492026384882 | 1153456 |
| MS230428r | 13:00:39 | -23:52:17 |    21:33 |       22:57 |   00:21 |             62 | 0.13577897231789793 | 1165787 |
| MS230428r | 13:01:39 | -23:59:14 |    21:35 |       22:58 |   00:20 |             62 | 0.24153395678485762 | 1153462 |
| MS230428r | 13:01:39 | -23:59:14 |    21:35 |       22:58 |   00:20 |             62 | 0.42249696660764435 | 1351621 |
| MS230428r | 13:03:37 | -23:55:07 |    21:37 |       23:00 |   00:23 |             63 | 0.20265675468258493 | 1164186 |
| MS230428r | 13:09:36 | -24:50:51 |    21:53 |       23:06 |   00:18 |             64 | 0.17481689916694904 | 1161680 |
| MS230428r | 13:09:47 | -24:51:27 |    21:54 |       23:06 |   00:18 |             64 | 0.15187405182986607 | 1166550 |
| MS230428r | 13:10:54 | -26:05:32 |    22:17 |       23:07 |   23:57 |             65 | 0.20857348053064803 | 1158199 |
| MS230428r | 13:11:08 | -25:53:58 |    22:14 |       23:07 |   00:01 |             65 | 0.13310607338512104 | 1159460 |
| MS230428r | 13:12:25 | -26:28:20 |    22:26 |       23:09 |   23:51 |             66 |  0.1621573400079916 | 1342558 |
| MS230428r | 13:13:02 | -26:36:42 |    22:29 |       23:09 |   23:49 |             66 | 0.18292915725418413 | 1162964 |
==============================================================================================================
