|      t |        U |        B |        V |        R |
| 3.0368 | -14.6658 | -15.0012 | -15.1002 | -15.0466 |
| 3.0505 | -14.6885 | -15.0197 | -15.1175 | -15.0633 |
| 3.0643 | -14.7111 | -15.0381 | -15.1348 | -15.0798 |
| 3.0782 | -14.7418 | -15.0531 | -15.1486 | -15.0869 |
| 3.0921 | -14.7643 | -15.0714 | -15.1658 | -15.1034 |
| 3.1061 | -14.7868 | -15.0897 |  -15.183 | -15.1198 |
| 3.1201 | -14.8093 | -15.1079 | -15.2002 | -15.1362 |
| 3.1343 |  -14.832 | -15.1261 | -15.2174 | -15.1525 |
| 3.1484 | -14.8547 | -15.1443 | -15.2346 | -15.1687 |
| 3.1627 | -14.8774 | -15.1624 | -15.2518 | -15.1848 |
|  3.177 | -14.9002 | -15.1804 |  -15.269 | -15.2009 |
| 3.1914 |  -14.923 | -15.1984 | -15.2862 | -15.2168 |
| 3.2058 | -14.9458 | -15.2163 | -15.3033 | -15.2328 |
| 3.2203 | -14.9684 | -15.2341 | -15.3204 | -15.2487 |
| 3.2349 | -14.9909 | -15.2519 | -15.3374 | -15.2646 |
| 3.2495 | -15.0133 | -15.2698 | -15.3543 | -15.2805 |
| 3.2642 | -15.0355 | -15.2876 | -15.3712 | -15.2965 |
|  3.279 | -15.0575 | -15.3055 |  -15.388 | -15.3126 |
| 3.2938 | -15.0793 | -15.3234 | -15.4048 | -15.3288 |
| 3.3087 | -15.1009 | -15.3413 | -15.4215 |  -15.345 |
| 3.3237 | -15.1222 | -15.3592 | -15.4382 | -15.3612 |
| 3.3387 | -15.1432 | -15.3772 | -15.4548 | -15.3775 |
| 3.3538 |  -15.164 | -15.3951 | -15.4713 | -15.3937 |
|  3.369 | -15.1844 |  -15.413 | -15.4878 |   -15.41 |
| 3.3843 | -15.2047 | -15.4309 | -15.5042 | -15.4263 |
| 3.3996 | -15.2249 | -15.4488 | -15.5206 | -15.4426 |
|  3.415 | -15.2449 | -15.4667 |  -15.537 | -15.4588 |
| 3.4304 | -15.2649 | -15.4845 | -15.5534 |  -15.475 |
| 3.4459 | -15.2849 | -15.5023 | -15.5697 | -15.4912 |
| 3.4615 | -15.3049 | -15.5201 | -15.5861 | -15.5072 |
| 3.4772 |  -15.325 | -15.5377 | -15.6024 | -15.5231 |
| 3.4929 |  -15.345 | -15.5553 | -15.6187 | -15.5388 |
| 3.5087 |  -15.365 | -15.5727 |  -15.635 | -15.5544 |
| 3.5246 |  -15.385 |   -15.59 | -15.6512 |   -15.57 |
| 3.5405 |  -15.405 | -15.6073 | -15.6674 | -15.5855 |
| 3.5566 | -15.4249 | -15.6245 | -15.6835 |  -15.601 |
| 3.5727 | -15.4449 | -15.6416 | -15.6996 | -15.6164 |
| 3.5888 | -15.4647 | -15.6588 | -15.7157 | -15.6319 |
| 3.6051 | -15.4846 | -15.6759 | -15.7317 | -15.6473 |
| 3.6214 | -15.5043 |  -15.693 | -15.7477 | -15.6628 |
| 3.6377 | -15.5241 |   -15.71 | -15.7636 | -15.6782 |
| 3.6542 | -15.5438 |  -15.727 | -15.7795 | -15.6935 |
| 3.6707 | -15.5634 |  -15.744 | -15.7954 | -15.7089 |
| 3.6874 | -15.5835 | -15.7598 | -15.8101 | -15.7223 |
|  3.704 | -15.6054 |  -15.772 | -15.8214 | -15.7294 |
| 3.7208 |  -15.625 | -15.7888 | -15.8371 | -15.7446 |
| 3.7376 | -15.6447 | -15.8056 | -15.8529 | -15.7597 |
| 3.7545 | -15.6647 | -15.8223 | -15.8686 | -15.7748 |
| 3.7715 |  -15.685 | -15.8389 | -15.8844 | -15.7898 |
| 3.7886 | -15.7053 | -15.8555 | -15.9001 | -15.8046 |
| 3.8057 | -15.7258 |  -15.872 | -15.9158 | -15.8194 |
|  3.823 | -15.7463 | -15.8884 | -15.9316 | -15.8341 |
| 3.8403 | -15.7666 | -15.9049 | -15.9474 | -15.8489 |
| 3.8576 | -15.7869 | -15.9213 | -15.9632 | -15.8638 |
| 3.8751 | -15.8069 | -15.9379 |  -15.979 | -15.8788 |
| 3.8926 | -15.8268 | -15.9546 | -15.9949 | -15.8941 |
| 3.9102 | -15.8463 | -15.9716 | -16.0108 | -15.9096 |
| 3.9279 | -15.8655 | -15.9887 | -16.0267 | -15.9253 |
| 3.9457 | -15.8842 | -16.0059 | -16.0425 | -15.9412 |
| 3.9635 | -15.9026 | -16.0231 | -16.0582 | -15.9571 |
| 3.9815 | -15.9205 | -16.0404 | -16.0738 |  -15.973 |
| 3.9995 | -15.9382 | -16.0576 | -16.0892 | -15.9888 |
| 4.0176 | -15.9557 | -16.0746 | -16.1045 | -16.0044 |
| 4.0358 | -15.9731 | -16.0916 | -16.1196 | -16.0198 |
|  4.054 | -15.9905 | -16.1083 | -16.1346 |  -16.035 |
| 4.0724 | -16.0078 | -16.1248 | -16.1495 | -16.0499 |
| 4.0908 | -16.0251 | -16.1411 | -16.1642 | -16.0645 |
| 4.1093 | -16.0424 | -16.1571 | -16.1789 | -16.0787 |
| 4.1279 | -16.0597 | -16.1729 | -16.1934 | -16.0928 |
| 4.1466 | -16.0769 | -16.1885 | -16.2079 | -16.1067 |
| 4.1653 | -16.0941 | -16.2041 | -16.2224 | -16.1206 |
| 4.1842 | -16.1113 | -16.2196 | -16.2369 | -16.1345 |
| 4.2031 | -16.1285 | -16.2352 | -16.2514 | -16.1485 |
| 4.2221 | -16.1457 | -16.2508 | -16.2659 | -16.1626 |
| 4.2412 | -16.1629 | -16.2664 | -16.2804 | -16.1767 |
| 4.2604 | -16.1801 |  -16.282 | -16.2949 | -16.1909 |
| 4.2797 | -16.1972 | -16.2976 | -16.3094 |  -16.205 |
| 4.2991 | -16.2143 | -16.3132 | -16.3238 | -16.2191 |
| 4.3185 | -16.2313 | -16.3287 | -16.3382 | -16.2332 |
| 4.3381 | -16.2483 | -16.3442 | -16.3526 | -16.2473 |
| 4.3577 | -16.2652 | -16.3596 |  -16.367 | -16.2613 |
| 4.3774 | -16.2821 |  -16.375 | -16.3813 | -16.2753 |
| 4.3972 |  -16.299 | -16.3904 | -16.3956 | -16.2893 |
| 4.4171 | -16.3158 | -16.4057 | -16.4099 | -16.3033 |
| 4.4371 | -16.3326 |  -16.421 | -16.4241 | -16.3172 |
| 4.4572 | -16.3462 | -16.4318 | -16.4334 | -16.3239 |
| 4.4773 | -16.3615 |  -16.445 | -16.4452 | -16.3344 |
| 4.4976 | -16.3782 | -16.4601 | -16.4594 | -16.3481 |
| 4.5179 |  -16.395 | -16.4752 | -16.4734 | -16.3618 |
| 4.5384 |  -16.412 | -16.4902 | -16.4875 | -16.3754 |
| 4.5589 | -16.4291 | -16.5052 | -16.5015 |  -16.389 |
| 4.5795 | -16.4463 | -16.5202 | -16.5156 | -16.4025 |
| 4.6003 | -16.4636 | -16.5351 | -16.5296 |  -16.416 |
| 4.6211 | -16.4809 | -16.5501 | -16.5437 | -16.4295 |
|  4.642 | -16.4982 | -16.5652 |  -16.558 | -16.4432 |
|  4.663 | -16.5156 | -16.5804 | -16.5723 |  -16.457 |
| 4.6841 | -16.5329 | -16.5957 | -16.5867 | -16.4711 |
| 4.7053 | -16.5501 | -16.6112 | -16.6011 | -16.4852 |
| 4.7266 | -16.5672 | -16.6267 | -16.6156 | -16.4995 |
|  4.748 | -16.5841 | -16.6423 |   -16.63 | -16.5138 |
| 4.7694 | -16.6008 | -16.6579 | -16.6444 | -16.5281 |
|  4.791 | -16.6172 | -16.6733 | -16.6586 | -16.5424 |
| 4.8127 | -16.6333 | -16.6887 | -16.6727 | -16.5565 |
| 4.8345 | -16.6491 |  -16.704 | -16.6866 | -16.5705 |
| 4.8563 | -16.6645 | -16.7191 | -16.7003 | -16.5844 |
| 4.8783 | -16.6795 | -16.7341 | -16.7139 | -16.5981 |
| 4.9004 | -16.6943 | -16.7488 | -16.7273 | -16.6116 |
| 4.9226 | -16.7088 | -16.7634 | -16.7405 | -16.6248 |
| 4.9448 | -16.7232 | -16.7777 | -16.7535 | -16.6379 |
| 4.9672 | -16.7375 | -16.7918 | -16.7663 | -16.6506 |
| 4.9897 | -16.7517 | -16.8056 | -16.7788 |  -16.663 |
| 5.0123 | -16.7659 | -16.8191 | -16.7913 | -16.6751 |
| 5.0349 |   -16.78 | -16.8324 | -16.8036 |  -16.687 |
| 5.0577 | -16.7941 | -16.8457 | -16.8158 | -16.6988 |
| 5.0806 | -16.8082 | -16.8588 | -16.8281 | -16.7106 |
| 5.1036 | -16.8224 | -16.8721 | -16.8405 | -16.7225 |
| 5.1267 | -16.8366 | -16.8855 |  -16.853 | -16.7345 |
| 5.1499 | -16.8509 | -16.8989 | -16.8655 | -16.7466 |
| 5.1732 | -16.8652 | -16.9123 |  -16.878 | -16.7588 |
| 5.1966 | -16.8795 | -16.9257 | -16.8906 |  -16.771 |
| 5.2201 | -16.8938 | -16.9392 | -16.9031 | -16.7832 |
| 5.2437 | -16.9081 | -16.9526 | -16.9156 | -16.7954 |
| 5.2674 | -16.9223 |  -16.966 | -16.9281 | -16.8075 |
| 5.2913 | -16.9366 | -16.9794 | -16.9406 | -16.8197 |
| 5.3152 | -16.9507 | -16.9927 |  -16.953 | -16.8318 |
| 5.3393 | -16.9649 | -17.0061 | -16.9654 |  -16.844 |
| 5.3634 | -16.9786 | -17.0191 | -16.9774 | -16.8556 |
| 5.3877 | -16.9883 | -17.0289 | -16.9848 | -16.8624 |
| 5.4121 | -17.0015 | -17.0415 | -16.9961 | -16.8733 |
| 5.4365 | -17.0155 | -17.0546 | -17.0084 | -16.8853 |
| 5.4611 | -17.0296 | -17.0678 | -17.0208 | -16.8973 |
| 5.4859 | -17.0438 |  -17.081 | -17.0331 | -16.9093 |
| 5.5107 |  -17.058 | -17.0941 | -17.0454 | -16.9213 |
| 5.5356 | -17.0722 | -17.1073 | -17.0577 | -16.9332 |
| 5.5607 | -17.0865 | -17.1204 |   -17.07 | -16.9452 |
| 5.5858 | -17.1008 | -17.1336 | -17.0824 | -16.9573 |
| 5.6111 | -17.1152 | -17.1469 | -17.0948 | -16.9693 |
| 5.6365 | -17.1296 | -17.1602 | -17.1073 | -16.9815 |
|  5.662 |  -17.144 | -17.1735 | -17.1198 | -16.9937 |
| 5.6876 | -17.1583 | -17.1869 | -17.1324 |  -17.006 |
| 5.7133 | -17.1727 | -17.2003 | -17.1449 | -17.0183 |
| 5.7392 |  -17.187 | -17.2136 | -17.1575 | -17.0306 |
| 5.7652 | -17.2012 |  -17.227 | -17.1699 | -17.0429 |
| 5.7912 | -17.2154 | -17.2402 | -17.1823 | -17.0551 |
| 5.8174 | -17.2294 | -17.2534 | -17.1947 | -17.0672 |
| 5.8438 | -17.2433 | -17.2665 | -17.2069 | -17.0792 |
| 5.8702 | -17.2571 | -17.2795 |  -17.219 | -17.0912 |
| 5.8968 | -17.2708 | -17.2925 |  -17.231 |  -17.103 |
| 5.9234 | -17.2843 | -17.3053 |  -17.243 | -17.1147 |
| 5.9502 | -17.2976 |  -17.318 | -17.2548 | -17.1264 |
| 5.9772 | -17.3108 | -17.3306 | -17.2665 | -17.1379 |
| 6.0042 | -17.3239 |  -17.343 | -17.2781 | -17.1493 |
| 6.0314 | -17.3368 | -17.3554 | -17.2896 | -17.1605 |
| 6.0587 | -17.3495 | -17.3676 |  -17.301 | -17.1717 |
| 6.0861 |  -17.362 | -17.3797 | -17.3122 | -17.1827 |
| 6.1136 | -17.3744 | -17.3917 | -17.3233 | -17.1935 |
| 6.1413 | -17.3865 | -17.4035 | -17.3343 | -17.2043 |
| 6.1691 | -17.3985 | -17.4152 | -17.3452 | -17.2149 |
|  6.197 | -17.4103 | -17.4268 |  -17.356 | -17.2254 |
|  6.225 |  -17.422 | -17.4383 | -17.3666 | -17.2358 |
| 6.2532 | -17.4336 | -17.4496 | -17.3772 |  -17.246 |
| 6.2815 | -17.4451 | -17.4608 | -17.3877 | -17.2562 |
| 6.3099 | -17.4566 |  -17.472 | -17.3981 | -17.2662 |
| 6.3384 | -17.4681 | -17.4831 | -17.4085 | -17.2762 |
| 6.3671 | -17.4796 | -17.4941 | -17.4188 | -17.2862 |
| 6.3959 | -17.4911 | -17.5052 | -17.4292 | -17.2962 |
| 6.4249 | -17.5026 | -17.5163 | -17.4396 | -17.3062 |
| 6.4539 | -17.5142 | -17.5274 |   -17.45 | -17.3162 |
| 6.4831 | -17.5259 | -17.5386 | -17.4606 | -17.3264 |
| 6.5125 | -17.5376 | -17.5498 | -17.4711 | -17.3366 |
| 6.5419 | -17.5493 | -17.5611 | -17.4818 | -17.3468 |
| 6.5715 |  -17.561 | -17.5723 | -17.4924 | -17.3571 |
| 6.6013 | -17.5727 | -17.5836 | -17.5031 | -17.3674 |
| 6.6311 | -17.5844 | -17.5948 | -17.5137 | -17.3777 |
| 6.6611 | -17.5961 | -17.6061 | -17.5243 | -17.3879 |
| 6.6913 | -17.6078 | -17.6173 | -17.5349 | -17.3982 |
| 6.7216 | -17.6176 | -17.6266 |  -17.542 | -17.4065 |
|  6.752 | -17.6285 |  -17.637 | -17.5511 | -17.4159 |
| 6.7825 | -17.6401 | -17.6482 | -17.5616 | -17.4261 |
| 6.8132 | -17.6518 | -17.6594 | -17.5722 | -17.4364 |
|  6.844 | -17.6636 | -17.6707 | -17.5829 | -17.4467 |
|  6.875 | -17.6755 |  -17.682 | -17.5936 | -17.4571 |
| 6.9061 | -17.6876 | -17.6935 | -17.6044 | -17.4677 |
| 6.9374 | -17.6998 | -17.7051 | -17.6153 | -17.4783 |
| 6.9687 | -17.7121 | -17.7168 | -17.6263 |  -17.489 |
| 7.0003 | -17.7245 | -17.7285 | -17.6374 | -17.4999 |
| 7.0319 |  -17.737 | -17.7404 | -17.6486 | -17.5108 |
| 7.0638 | -17.7495 | -17.7523 | -17.6599 | -17.5218 |
| 7.0957 |  -17.762 | -17.7642 | -17.6712 | -17.5328 |
| 7.1278 | -17.7744 |  -17.776 | -17.6825 | -17.5438 |
| 7.1601 | -17.7867 | -17.7878 | -17.6937 | -17.5547 |
| 7.1925 |  -17.799 | -17.7994 | -17.7048 | -17.5654 |
|  7.225 |  -17.811 | -17.8109 | -17.7157 | -17.5761 |
| 7.2577 | -17.8229 | -17.8222 | -17.7265 | -17.5865 |
| 7.2905 | -17.8346 | -17.8334 | -17.7371 | -17.5968 |
| 7.3235 |  -17.846 | -17.8443 | -17.7475 | -17.6069 |
| 7.3567 | -17.8572 | -17.8551 | -17.7577 | -17.6167 |
|   7.39 | -17.8681 | -17.8656 | -17.7677 | -17.6264 |
| 7.4234 | -17.8788 | -17.8759 | -17.7775 | -17.6359 |
|  7.457 | -17.8893 | -17.8861 | -17.7871 | -17.6452 |
| 7.4907 | -17.8995 |  -17.896 | -17.7966 | -17.6542 |
| 7.5246 | -17.9095 | -17.9058 | -17.8058 | -17.6632 |
| 7.5587 | -17.9192 | -17.9153 | -17.8149 | -17.6719 |
| 7.5929 | -17.9287 | -17.9247 | -17.8238 | -17.6804 |
| 7.6272 |  -17.938 | -17.9339 | -17.8325 | -17.6887 |
| 7.6617 | -17.9472 | -17.9429 | -17.8411 |  -17.697 |
| 7.6964 | -17.9562 | -17.9519 | -17.8496 | -17.7051 |
| 7.7312 | -17.9653 | -17.9608 | -17.8581 | -17.7132 |
| 7.7662 | -17.9743 | -17.9698 | -17.8665 | -17.7213 |
| 7.8013 | -17.9834 | -17.9787 |  -17.875 | -17.7295 |
| 7.8366 | -17.9926 | -17.9878 | -17.8835 | -17.7377 |
| 7.8721 | -18.0018 | -17.9969 | -17.8921 |  -17.746 |
| 7.9077 | -18.0111 | -18.0062 | -17.9009 | -17.7544 |
| 7.9435 | -18.0206 | -18.0156 | -17.9098 |  -17.763 |
| 7.9794 | -18.0301 | -18.0251 | -17.9188 | -17.7717 |
| 8.0155 | -18.0396 | -18.0347 |  -17.928 | -17.7805 |
| 8.0518 | -18.0493 | -18.0443 | -17.9372 | -17.7893 |
| 8.0882 | -18.0589 | -18.0539 | -17.9464 | -17.7982 |
| 8.1248 | -18.0686 | -18.0635 | -17.9557 | -17.8071 |
| 8.1616 | -18.0783 | -18.0731 | -17.9649 |  -17.816 |
| 8.1985 |  -18.088 | -18.0827 | -17.9741 | -17.8248 |
| 8.2356 | -18.0977 | -18.0922 | -17.9832 | -17.8336 |
| 8.2729 | -18.1073 | -18.1017 | -17.9924 | -17.8424 |
| 8.3103 | -18.1169 | -18.1112 | -18.0015 | -17.8511 |
| 8.3479 | -18.1263 | -18.1203 | -18.0099 | -17.8599 |
| 8.3857 | -18.1358 | -18.1295 | -18.0183 | -17.8687 |
| 8.4236 | -18.1453 |  -18.139 | -18.0274 | -17.8774 |
| 8.4617 | -18.1549 | -18.1485 | -18.0366 | -17.8862 |
|    8.5 | -18.1645 | -18.1581 | -18.0458 | -17.8951 |
| 8.5385 | -18.1742 | -18.1677 | -18.0551 | -17.9039 |
| 8.5771 | -18.1839 | -18.1774 | -18.0645 | -17.9129 |
| 8.6159 | -18.1938 | -18.1873 | -18.0739 |  -17.922 |
| 8.6549 | -18.2037 | -18.1972 | -18.0834 | -17.9311 |
| 8.6941 | -18.2138 | -18.2071 |  -18.093 | -17.9404 |
| 8.7334 | -18.2238 | -18.2172 | -18.1027 | -17.9496 |
| 8.7729 |  -18.234 | -18.2273 | -18.1124 |  -17.959 |
| 8.8126 | -18.2441 | -18.2374 | -18.1222 | -17.9683 |
| 8.8525 | -18.2542 | -18.2474 |  -18.132 | -17.9777 |
| 8.8925 | -18.2642 | -18.2574 | -18.1417 |  -17.987 |
| 8.9328 | -18.2742 | -18.2674 | -18.1514 | -17.9962 |
| 8.9732 |  -18.284 | -18.2772 |  -18.161 | -18.0054 |
| 9.0138 | -18.2938 | -18.2868 | -18.1705 | -18.0144 |
| 9.0546 | -18.3034 | -18.2963 | -18.1798 | -18.0232 |
| 9.0955 | -18.3128 | -18.3057 | -18.1889 | -18.0319 |
| 9.1367 | -18.3221 | -18.3149 | -18.1979 | -18.0404 |
|  9.178 | -18.3312 |  -18.324 | -18.2068 | -18.0488 |
| 9.2196 | -18.3402 | -18.3329 | -18.2154 |  -18.057 |
| 9.2613 | -18.3489 | -18.3416 |  -18.224 | -18.0651 |
| 9.3032 | -18.3575 | -18.3502 | -18.2324 | -18.0731 |
| 9.3453 | -18.3658 | -18.3586 | -18.2407 | -18.0808 |
| 9.3875 |  -18.374 | -18.3669 | -18.2488 | -18.0885 |
|   9.43 |  -18.382 | -18.3749 | -18.2567 |  -18.096 |
| 9.4727 | -18.3897 | -18.3828 | -18.2645 | -18.1033 |
| 9.5155 | -18.3973 | -18.3906 | -18.2722 | -18.1105 |
| 9.5586 | -18.4047 | -18.3981 | -18.2797 | -18.1175 |
| 9.6018 | -18.4119 | -18.4056 | -18.2871 | -18.1245 |
| 9.6453 |  -18.419 | -18.4129 | -18.2943 | -18.1313 |
| 9.6889 | -18.4259 | -18.4201 | -18.3015 |  -18.138 |
| 9.7328 | -18.4328 | -18.4272 | -18.3086 | -18.1447 |
| 9.7768 | -18.4396 | -18.4344 | -18.3157 | -18.1514 |
|  9.821 | -18.4464 | -18.4415 | -18.3229 | -18.1581 |
| 9.8655 | -18.4532 | -18.4487 |   -18.33 | -18.1649 |
| 9.9101 |   -18.46 |  -18.456 | -18.3373 | -18.1717 |
|  9.955 | -18.4669 | -18.4634 | -18.3446 | -18.1787 |
|   10.0 | -18.4739 | -18.4708 | -18.3521 | -18.1858 |
