utctime,alt,az
2024-11-30 09:40:32.403986,61.4095881345006,121.34578252414086
2024-11-30 09:50:32.403986,63.10456408958072,124.92893097707453
2024-11-30 10:00:32.403986,64.72317628339114,128.89131278896411
2024-11-30 10:10:32.403986,66.24902453988393,133.28817520430778
2024-11-30 10:20:32.403986,67.66236273943176,138.17523397594857
2024-11-30 10:30:32.403986,68.93986151703938,143.60208374149974
2024-11-30 10:40:32.403986,70.05480918499114,149.60154205176897
2024-11-30 10:50:32.403986,70.97809221318019,156.174866220984
2024-11-30 11:00:32.403986,71.68029572674928,163.2751328948499
2024-11-30 11:10:32.403986,72.13502401850997,170.7946680309361
2024-11-30 11:20:32.403986,72.32297422139521,178.5650589868797
2024-11-30 11:30:32.403986,72.23559836135603,186.3759507648859
2024-11-30 11:40:32.403986,71.8769137243324,194.00980985906693
2024-11-30 11:50:32.403986,71.26263748329333,201.2796428258402
2024-11-30 12:00:32.403986,70.4170480321351,208.05458629284468
2024-11-30 12:10:32.403986,69.3688964528831,214.26643545068316
2024-11-30 12:20:32.403986,68.14771727610447,219.90066941732533
2024-11-30 12:30:32.403986,66.78126928139295,224.98043408168118
2024-11-30 12:40:32.403986,65.2941780396359,229.5506454318573
2024-11-30 12:50:32.403986,63.70749222430824,233.6657386304604
2024-11-30 13:00:32.403986,62.03879465720118,237.38167845155388
2024-11-30 13:10:32.403986,60.302582803101984,240.75145101093094
2024-11-30 13:20:32.403986,58.51073765368929,243.82293676414105
2024-11-30 13:30:32.403986,56.672983967215444,246.638228235642
2024-11-30 13:40:32.403986,54.79729885736455,249.2337366723688
2024-11-30 13:50:32.403986,52.890255771687265,251.64067741088692
2024-11-30 14:00:32.403986,50.95730556838742,253.88569764880577
2024-11-30 14:10:32.403986,49.00300239571495,255.99152062695694
2024-11-30 14:20:32.403986,47.03118365395035,257.9775453722239
2024-11-30 14:30:32.403986,45.04511288181958,259.8603774742183
2024-11-30 14:40:32.403986,43.0475932102792,261.65428546394486
2024-11-30 14:50:32.403986,41.04105766863998,263.37158663226563
2024-11-30 15:00:32.403986,39.02764136994944,265.02297002113073
2024-11-30 15:10:32.403986,37.00923953435429,266.61776540998744
2024-11-30 15:20:32.403986,34.98755444191089,268.16416683962217
2024-11-30 15:30:32.403986,32.964133720337394,269.6694183425584
2024-11-30 15:40:32.403986,30.940401838300584,271.13996848783637
2024-11-30 15:50:32.403986,28.917686261127578,272.5815992971912
2024-11-30 16:00:32.403986,26.897239407169426,273.9995341371776
2024-11-30 16:10:32.403986,24.880257297926416,275.39852836776265
2024-11-30 16:20:32.403986,22.867895606228466,276.78294583401515
2024-11-30 16:30:32.403986,20.861283661232953,278.1568237122186
2024-11-30 16:40:32.403986,18.861536856275652,279.52392774916683
2024-11-30 16:50:32.403986,16.86976781802643,280.8877995467387
2024-11-30 17:00:32.403986,14.887096627011886,282.2517972275848
2024-11-30 17:10:32.403986,12.914660325588843,283.6191305584555
2024-11-30 17:20:32.403986,10.953621906576513,284.992891393674
2024-11-30 17:30:32.403986,9.005178941165383,286.37608012293225
2024-11-30 17:40:32.403986,7.070571976070438,287.77162865709965
2024-11-30 17:50:32.403986,5.151092805680456,289.1824203563598
2024-11-30 18:00:32.403986,3.248092703507922,290.61130719143193
2024-11-30 18:10:32.403986,1.3629906773436806,292.06112432641123
2024-11-30 18:20:32.403986,-0.5027182069013706,293.53470221716
2024-11-30 18:30:32.403986,-2.3474544078382804,295.03487622933557
2024-11-30 18:40:32.403986,-4.169545394706699,296.56449369266875
2024-11-30 18:50:32.403986,-5.967217058429549,298.12641822134543
2024-11-30 19:00:32.403986,-7.7385850974372135,299.7235310434938
2024-11-30 19:10:32.403986,-9.481646461149797,301.3587289956874
2024-11-30 19:20:32.403986,-11.194270972895666,303.03491875222124
2024-11-30 19:30:32.403986,-12.87419329965885,304.7550067761871
2024-11-30 19:40:32.403986,-14.519005489006247,306.5218844042736
2024-11-30 19:50:32.403986,-16.12615035439452,308.3384074163953
2024-11-30 20:00:32.403986,-17.69291605837423,310.2073694036516
2024-11-30 20:10:32.403986,-19.216432318200937,312.13146824614404
2024-11-30 20:20:32.403986,-20.69366873769304,314.11326506116774
2024-11-30 20:30:32.403986,-22.121435849094386,316.15513510083804
2024-11-30 20:40:32.403986,-23.496389523521565,318.25921028741305
