# MIST version number  = 1.2     
# MESA revision number =     7503
# photometric system   = UBV(RI)c, 2MASS, Kepler, Hipparcos, Gaia (Vega)                 
# --------------------------------------------------------------------------------------
#  Yinit        Zinit   [Fe/H]   [a/Fe]  v/vcrit                                        
# 0.2707  1.44513E-02     0.01     0.00     0.40
# --------------------------------------------------------------------------------------
# number of isochrones =     1
# CCM89 extinction: Av =  0.000
# --------------------------------------------------------------------------------------
# number of EEPs, cols =  1573   34
#   1                               2                               3                               4                               5                               6                               7                               8                   9                  10                  11                  12                  13                  14                  15                  16                  17                  18                  19                  20                  21                  22                  23                  24                  25                  26                  27                  28                  29                  30                  31                  32                  33                  34
EEP          log10_isochrone_age_yr                    initial_mass                       star_mass                        log_Teff                           log_g                           log_L                     [Fe/H]_init              [Fe/H]           Bessell_U           Bessell_B           Bessell_V           Bessell_R           Bessell_I             2MASS_J             2MASS_H            2MASS_Ks           Kepler_Kp          Kepler_D51        Hipparcos_Hp             Tycho_B             Tycho_V       Gaia_G_DR2Rev      Gaia_BP_DR2Rev      Gaia_RP_DR2Rev          Gaia_G_MAW        Gaia_BP_MAWb        Gaia_BP_MAWf         Gaia_RP_MAW                TESS         Gaia_G_EDR3        Gaia_BP_EDR3        Gaia_RP_EDR3               phase
  788         7.7999999999999998E+000         6.5690382546130408E+000         6.4507751817137962E+000         3.5375541119713509E+000         1.0319926645668773E-001         4.2489561233586421E+000         1.0000000000000000E-002            0.108181            0.336400           -1.820700           -3.607690           -4.747673           -6.060218           -7.589316           -8.564904           -8.842480           -4.691456           -3.009756           -3.618503           -1.333079           -3.377962           -4.695306           -3.290098           -5.798387           -4.705540           -3.333755           -3.283339           -5.821164           -5.884634           -4.685967           -3.314848           -5.820294            4.000000
  789         7.7999999999999998E+000         6.5690579631763981E+000         6.4498167412610838E+000         3.5371039469306398E+000         9.6914804738984714E-002         4.2533743116509095E+000         1.0000000000000000E-002            0.109435            0.336640           -1.813321           -3.598384           -4.744010           -6.064794           -7.601260           -8.578054           -8.856385           -4.691422           -3.004330           -3.612560           -1.327953           -3.368549           -4.696956           -3.280816           -5.802597           -4.706770           -3.324487           -3.274138           -5.825421           -5.889940           -4.687223           -3.305535           -5.824565            4.000000
  790         7.7999999999999998E+000         6.5690783871584655E+000         6.4487722643542620E+000         3.5362144423772497E+000         8.4545994112345466E-002         4.2621140190831328E+000         1.0000000000000000E-002            0.110495            0.337035           -1.798282           -3.579259           -4.736258           -6.073632           -7.624893           -8.604074           -8.883900           -4.691034           -2.993237           -3.600244           -1.317528           -3.349246           -4.699962           -3.261714           -5.810727           -4.708930           -3.305412           -3.255197           -5.833649           -5.900283           -4.689436           -3.286368           -5.832817            4.000000
  791         7.7999999999999998E+000         6.5690899206110798E+000         6.4481737609649974E+000         3.5367235680070102E+000         9.1090610567346089E-002         4.2575651777010908E+000         1.0000000000000000E-002            0.110999            0.336043           -1.808031           -3.591525           -4.741982           -6.069761           -7.612498           -8.590287           -8.869280           -4.692488           -3.000803           -3.608576           -1.324529           -3.361601           -4.699454           -3.273965           -5.807266           -4.708911           -3.317648           -3.267355           -5.830132           -5.895545           -4.689387           -3.298658           -5.829286            4.000000
  792         7.7999999999999998E+000         6.5691056804895069E+000         6.4473270405037821E+000         3.5360731080662640E+000         8.1988285485837795E-002         4.2640078039990907E+000         1.0000000000000000E-002            0.111795            0.336237           -1.797019           -3.577467           -4.736302           -6.076293           -7.629910           -8.609442           -8.889532           -4.692242           -2.992713           -3.599541           -1.316925           -3.347421           -4.701709           -3.259916           -5.813285           -4.710542           -3.303619           -3.253424           -5.836222           -5.903193           -4.691057           -3.284560           -5.835394            4.000000
  793         7.7999999999999998E+000         6.5691229214519415E+000         6.4463491787439500E+000         3.5352478961529492E+000         7.0758060745952422E-002         4.2718706354262492E+000         1.0000000000000000E-002            0.112575            0.337029           -1.781831           -3.558073           -4.727751           -6.083568           -7.651232           -8.632988           -8.914459           -4.690786           -2.981268           -3.586684           -1.306259           -3.327907           -4.703498           -3.240508           -5.819919           -4.711522           -3.284237           -3.234170           -5.842948           -5.911942           -4.692087           -3.265089           -5.842143            4.000000
  794         7.7999999999999998E+000         6.5691410704815913E+000         6.4452668679723120E+000         3.5348844523592673E+000         6.5809596147552579E-002         4.2752919155337921E+000         1.0000000000000000E-002            0.113264            0.337476           -1.774876           -3.549179           -4.723704           -6.086592           -7.660522           -8.643253           -8.925335           -4.689926           -2.975994           -3.580723           -1.301347           -3.318970           -4.704091           -3.231599           -5.822666           -4.711753           -3.275340           -3.225328           -5.845737           -5.915635           -4.692340           -3.256151           -5.844941            4.000000
  795         7.7999999999999998E+000         6.5691604520182700E+000         6.4440822647041633E+000         3.5347218563135856E+000         6.3421840266758761E-002         4.2769487037124243E+000         1.0000000000000000E-002            0.113864            0.337480           -1.772020           -3.545481           -4.722192           -6.088251           -7.664996           -8.648154           -8.930517           -4.689846           -2.973926           -3.578346           -1.299389           -3.315254           -4.704663           -3.227891           -5.824204           -4.712162           -3.271637           -3.221651           -5.847293           -5.917598           -4.692759           -3.252430           -5.846501            4.000000
  796         7.7999999999999998E+000         6.5691810847849110E+000         6.4427809693297968E+000         3.5341323524899484E+000         5.5259869672318704E-002         4.2826639278044318E+000         1.0000000000000000E-002            0.114507            0.337872           -1.760861           -3.531068           -4.715763           -6.093443           -7.680479           -8.665216           -8.948576           -4.688683           -2.965567           -3.568777           -1.291610           -3.300788           -4.705893           -3.213437           -5.828959           -4.712794           -3.257202           -3.207307           -5.852116           -5.923913           -4.693428           -3.237928           -5.851338            4.000000
  797         7.7999999999999998E+000         6.5692021458427252E+000         6.4413365566716401E+000         3.5335784379874347E+000         4.7605156155420110E-002         4.2880051021395253E+000         1.0000000000000000E-002            0.115102            0.338291           -1.750093           -3.517122           -4.709414           -6.098145           -7.694960           -8.681179           -8.965475           -4.687365           -2.957467           -3.559454           -1.284085           -3.286807           -4.706855           -3.199441           -5.833260           -4.713186           -3.243223           -3.193416           -5.856481           -5.929698           -4.693853           -3.223884           -5.855716            4.000000
  798         7.7999999999999998E+000         6.5692170517017887E+000         6.4402804192443615E+000         3.5334940691456165E+000         4.6534000530567700E-002         4.2886677083648479E+000         1.0000000000000000E-002            0.115476            0.338670           -1.748060           -3.514566           -4.708028           -6.098469           -7.696791           -8.683237           -8.967673           -4.686758           -2.955828           -3.557614           -1.282569           -3.284248           -4.706601           -3.196878           -5.833521           -4.712844           -3.240664           -3.190869           -5.856751           -5.930189           -4.693518           -3.221315           -5.855989            4.000000
  799         7.7999999999999998E+000         6.5692349591060690E+000         6.4389768793139046E+000         3.5326969324553619E+000         3.5697116481720678E-002         4.2962282721291727E+000         1.0000000000000000E-002            0.115969            0.339440           -1.731884           -3.493561           -4.698128           -6.104718           -7.717319           -8.705905           -8.991682           -4.684253           -2.943529           -3.543396           -1.271212           -3.263221           -4.707436           -3.175781           -5.839209           -4.712843           -3.219592           -3.169925           -5.862533           -5.938053           -4.693566           -3.200148           -5.861788            4.000000
  800         7.7999999999999998E+000         6.5692662134297422E+000         6.4365097115928185E+000         3.5319623267497295E+000         2.5884541440632923E-002         4.3029347324108658E+000         1.0000000000000000E-002            0.116650            0.340665           -1.715988           -3.472981           -4.687938           -6.109635           -7.735590           -8.726149           -9.013156           -4.681019           -2.931237           -3.529195           -1.259897           -3.242645           -4.707334           -3.155101           -5.843623           -4.711956           -3.198936           -3.149387           -5.867035           -5.944509           -4.692726           -3.179402           -5.866305            4.000000
  801         7.7999999999999998E+000         6.5692961217939301E+000         6.4339745090799347E+000         3.5311904122576445E+000         1.5642866650024425E-002         4.3099165393963412E+000         1.0000000000000000E-002            0.117209            0.342046           -1.698788           -3.450662           -4.676687           -6.114455           -7.754629           -8.747263           -9.035559           -4.677203           -2.917866           -3.513695           -1.247626           -3.220353           -4.706862           -3.132661           -5.847934           -4.710644           -3.176521           -3.127097           -5.871440           -5.950998           -4.691463           -3.156889           -5.870724            4.000000
  802         7.7999999999999998E+000         6.5693070922890424E+000         6.4329977480321618E+000         3.5313654646995132E+000         1.7995117801845709E-002         4.3082003679399836E+000         1.0000000000000000E-002            0.117424            0.342053           -1.702370           -3.455406           -4.678916           -6.113038           -7.749983           -8.742143           -9.030148           -4.677742           -2.920572           -3.516888           -1.250091           -3.225089           -4.706641           -3.137434           -5.846630           -4.710614           -3.181288           -3.131837           -5.870114           -5.949199           -4.691422           -3.161679           -5.869395            4.000000
  803         7.7999999999999998E+000         6.5693325047139641E+000         6.4306311783958767E+000         3.5301611641287560E+000         1.6726058757521444E-003         4.3195456487738806E+000         1.0000000000000000E-002            0.117950            0.343271           -1.676102           -3.420969           -4.661972           -6.121415           -7.780817           -8.776197           -9.066227           -4.672570           -2.900422           -3.493258           -1.231624           -3.190723           -4.706757           -3.102777           -5.854252           -4.709398           -3.146671           -3.097415           -5.877885           -5.960269           -4.690285           -3.126907           -5.877185            4.000000
  804         7.7999999999999998E+000         6.5693665229956482E+000         6.4272116033978586E+000         3.5293194708366200E+000        -9.4224893967207821E-003         4.3270407163076587E+000         1.0000000000000000E-002            0.118408            0.344942           -1.656382           -3.395369           -4.648797           -6.126141           -7.801398           -8.798836           -9.090257           -4.667744           -2.884976           -3.475353           -1.217408           -3.165164           -4.705680           -3.077056           -5.858475           -4.707378           -3.120979           -3.071871           -5.882212           -5.966930           -4.688321           -3.101107           -5.881525            4.000000
  805         7.7999999999999998E+000         6.5693998887617804E+000         6.4235792709322697E+000         3.5283754657391730E+000        -2.1731646600505861E-002         4.3353257391082600E+000         1.0000000000000000E-002            0.118878            0.346951           -1.633705           -3.365899           -4.633393           -6.130975           -7.824203           -8.823906           -9.116874           -4.661818           -2.867089           -3.454623           -1.201004           -3.135756           -4.704010           -3.047447           -5.862774           -4.704635           -3.091400           -3.042463           -5.886630           -5.973997           -4.685642           -3.071405           -5.885953            4.000000
  806         7.7999999999999998E+000         6.5694315664052896E+000         6.4198064337699998E+000         3.5275575113110889E+000        -3.2434652793265739E-002         4.3424999718247497E+000         1.0000000000000000E-002            0.119318            0.348662           -1.613835           -3.340015           -4.619788           -6.135002           -7.843953           -8.845607           -9.139911           -4.656506           -2.851385           -3.436393           -1.186639           -3.109941           -4.702421           -3.021431           -5.866367           -4.702106           -3.065411           -3.016621           -5.890326           -5.980013           -4.683168           -3.045309           -5.889657            4.000000
  807         7.7999999999999998E+000         6.5694604771487350E+000         6.4161156428745567E+000         3.5267352257427071E+000        -4.3741222708546759E-002         4.3502659326003528E+000         1.0000000000000000E-002            0.119726            0.349321           -1.595002           -3.315174           -4.607360           -6.140331           -7.865189           -8.868766           -9.164433           -4.652457           -2.836843           -3.419297           -1.173312           -3.085173           -4.702140           -2.996441           -5.871289           -4.700868           -3.040446           -2.991805           -5.895352           -5.987390           -4.681987           -3.020235           -5.894689            4.000000
  808         7.7999999999999998E+000         6.5694890182108487E+000         6.4121472139251754E+000         3.5259011227362800E+000        -5.4462759498024406E-002         4.3573807267467073E+000         1.0000000000000000E-002            0.120112            0.351316           -1.573907           -3.287669           -4.592525           -6.143622           -7.884824           -8.890382           -9.187394           -4.646210           -2.819945           -3.399740           -1.157986           -3.057765           -4.699760           -2.968793           -5.874197           -4.697503           -3.012823           -2.964335           -5.898369           -5.992820           -4.678679           -2.992500           -5.897707            4.000000
  809         7.7999999999999998E+000         6.5694925078055286E+000         6.4116389555237490E+000         3.5264323646943683E+000        -4.7297799154344948E-002         4.3523058734337363E+000         1.0000000000000000E-002            0.120153            0.351184           -1.586013           -3.303765           -4.600558           -6.140147           -7.870965           -8.875275           -9.171419           -4.648788           -2.829316           -3.410785           -1.166474           -3.073803           -4.699883           -2.984986           -5.870961           -4.698251           -3.029000           -2.980416           -5.895064           -5.987982           -4.679391           -3.008748           -5.894401            4.000000
  810         7.7999999999999998E+000         6.5694935566449271E+000         6.4114946464076379E+000         3.5270797201629689E+000        -3.8574125775917206E-002         4.3461617502700598E+000         1.0000000000000000E-002            0.120164            0.350891           -1.600796           -3.323362           -4.610359           -6.135939           -7.854173           -8.856958           -9.152040           -4.651967           -2.840758           -3.424257           -1.176874           -3.093335           -4.700081           -3.004699           -5.867063           -4.699207           -3.048693           -2.999992           -5.891083           -5.982141           -4.680303           -3.028528           -5.890417            4.000000
  811         7.7999999999999998E+000         6.5694975365301485E+000         6.4108746063578819E+000         3.5277440617132929E+000        -2.9901670175939695E-002         4.3401049128421798E+000         1.0000000000000000E-002            0.120216            0.350130           -1.616437           -3.343950           -4.620940           -6.132169           -7.837564           -8.838761           -9.132764           -4.655781           -2.853021           -3.438595           -1.188010           -3.113860           -4.700854           -3.025398           -5.863629           -4.700752           -3.069372           -3.020550           -5.887565           -5.976728           -4.681802           -3.049294           -5.886894            4.000000
  812         7.7999999999999998E+000         6.5695062937106430E+000         6.4079714820832416E+000         3.5274138706304417E+000        -3.4954535409081479E-002         4.3436499547500711E+000         1.0000000000000000E-002            0.120602            0.349704           -1.609898           -3.335157           -4.617123           -6.135437           -7.847164           -8.849100           -9.143676           -4.655298           -2.848307           -3.432889           -1.183588           -3.105088           -4.701870           -3.016541           -5.866731           -4.701388           -3.060525           -3.011761           -5.890707           -5.980805           -4.682461           -3.040404           -5.890039            4.000000
  813         7.7999999999999998E+000         6.5695142987496098E+000         6.4047317534703527E+000         3.5267877730637185E+000        -4.3269664490260006E-002         4.3492527747715828E+000         1.0000000000000000E-002            0.120963            0.350775           -1.594804           -3.315400           -4.606824           -6.138688           -7.862559           -8.865974           -9.161574           -4.651397           -2.836423           -3.419043           -1.172740           -3.085391           -4.700845           -2.996674           -5.869672           -4.699633           -3.040677           -2.992027           -5.893729           -5.985620           -4.680748           -3.020473           -5.893065            4.000000
  814         7.7999999999999998E+000         6.5695220077188594E+000         6.4012017441792395E+000         3.5268921660138650E+000        -4.1811047496994803E-002         4.3479857671259419E+000         1.0000000000000000E-002            0.121224            0.351387           -1.596484           -3.317833           -4.607687           -6.137307           -7.859165           -8.862331           -9.157761           -4.651199           -2.837556           -3.420497           -1.173727           -3.087816           -4.700171           -2.999128           -5.868341           -4.699080           -3.043128           -2.994459           -5.892385           -5.983979           -4.680188           -3.022938           -5.891720            4.000000
  815         7.7999999999999998E+000         6.5695373482776027E+000         6.3962215285744008E+000         3.5264526723715313E+000        -4.7772155692169763E-002         4.3518649317397982E+000         1.0000000000000000E-002            0.121679            0.352345           -1.585687           -3.303764           -4.600280           -6.139421           -7.869839           -8.874029           -9.170183           -4.648294           -2.829035           -3.410594           -1.165907           -3.073791           -4.699293           -2.984979           -5.870247           -4.697686           -3.028993           -2.980403           -5.894347           -5.987206           -4.678825           -3.008744           -5.893684            4.000000
  816         7.7999999999999998E+000         6.5695451565379965E+000         6.3917924439936389E+000         3.5257694220103222E+000        -5.6597314997526217E-002         4.3576739901284842E+000         1.0000000000000000E-002            0.121903            0.354043           -1.568329           -3.281150           -4.588055           -6.142045           -7.885874           -8.891685           -9.188941           -4.643110           -2.815119           -3.394501           -1.153277           -3.051256           -4.697282           -2.962245           -5.872565           -4.694866           -3.006280           -2.957816           -5.896754           -5.991593           -4.676052           -2.985938           -5.896091            4.000000
  817         7.7999999999999998E+000         6.5695559319729853E+000         6.3869348632924723E+000         3.5250930267522569E+000        -6.5277568414745468E-002         4.3633345864822273E+000         1.0000000000000000E-002            0.122145            0.355866           -1.550837           -3.258383           -4.575609           -6.144317           -7.901521           -8.908931           -9.207272           -4.637663           -2.801007           -3.378229           -1.140506           -3.028574           -4.694995           -2.939361           -5.874558           -4.691769           -2.983415           -2.935077           -5.898835           -5.995650           -4.673003           -2.962982           -5.898170            4.000000
  818         7.7999999999999998E+000         6.5695718256771576E+000         6.3828028894648368E+000         3.5244943681319949E+000        -7.3242155587489630E-002         4.3686287567666247E+000         1.0000000000000000E-002            0.122353            0.356933           -1.535971           -3.238889           -4.565272           -6.146986           -7.916078           -8.924884           -9.224194           -4.633523           -2.789172           -3.364502           -1.129793           -3.009154           -4.693661           -2.919759           -5.877000           -4.689714           -2.963831           -2.915603           -5.901355           -5.999926           -4.670990           -2.943316           -5.900687            4.000000
  819         7.7999999999999998E+000         6.5695884924402295E+000         6.3781525203351368E+000         3.5238651491633788E+000        -8.1248370703871128E-002         4.3738077938553124E+000         1.0000000000000000E-002            0.122507            0.358728           -1.519367           -3.217284           -4.553319           -6.148715           -7.930410           -8.940698           -9.241006           -4.628107           -2.775656           -3.348998           -1.117631           -2.987634           -4.691214           -2.898050           -5.878515           -4.686501           -2.942140           -2.894030           -5.902953           -6.003384           -4.667821           -2.921540           -5.902279            4.000000
  820         7.7999999999999998E+000         6.5696038258807965E+000         6.3725548928472096E+000         3.5236275101169419E+000        -8.4264338886180720E-002         4.3755041578702247E+000         1.0000000000000000E-002            0.122625            0.360044           -1.512424           -3.208441           -4.548130           -6.148694           -7.935174           -8.946018           -9.246702           -4.625391           -2.769872           -3.342468           -1.112374           -2.978823           -4.689622           -2.889169           -5.878418           -4.684618           -2.933266           -2.885201           -5.902888           -6.004024           -4.665956           -2.912633           -5.902211            4.000000
  821         7.7999999999999998E+000         6.5696182120676490E+000         6.3655171741726466E+000         3.5230086927309960E+000        -9.2421256667715640E-002         4.3807264015339724E+000         1.0000000000000000E-002            0.122758            0.361639           -1.496315           -3.187459           -4.536661           -6.150632           -7.949588           -8.961867           -9.263540           -4.620345           -2.756819           -3.327509           -1.100607           -2.957922           -4.687508           -2.868085           -5.880178           -4.681743           -2.912199           -2.864250           -5.904729           -6.007704           -4.663125           -2.891482           -5.904044            4.000000
  822         7.7999999999999998E+000         6.5696351135273732E+000         6.3563665098124993E+000         3.5224405330735915E+000        -9.9611548075202658E-002         4.3850460581542317E+000         1.0000000000000000E-002            0.122900            0.364050           -1.480331           -3.166898           -4.524855           -6.151126           -7.961632           -8.975239           -9.277802           -4.614446           -2.743551           -3.312510           -1.088669           -2.937440           -4.684314           -2.847443           -5.880532           -4.677844           -2.891573           -2.843732           -5.905159           -6.009834           -4.659266           -2.870779           -5.904462            4.000000
  823         7.7999999999999998E+000         6.5696508126298827E+000         6.3462527458082718E+000         3.5217813167772491E+000        -1.0803499212485281E-001         4.3901720508029305E+000         1.0000000000000000E-002            0.123014            0.366586           -1.462030           -3.143300           -4.511423           -6.151908           -7.975886           -8.991023           -9.294619           -4.607852           -2.728378           -3.295379           -1.075055           -2.913928           -4.680868           -2.823756           -5.881179           -4.673573           -2.867904           -2.820189           -5.905895           -6.012550           -4.655044           -2.847020           -5.905183            4.000000
  824         7.7999999999999998E+000         6.5696674399780477E+000         6.3345448939393076E+000         3.5210786410436814E+000        -1.1653251400887116E-001         4.3950915345183237E+000         1.0000000000000000E-002            0.123108            0.370268           -1.441176           -3.116654           -4.495636           -6.151232           -7.989715           -9.006502           -9.311171           -4.599354           -2.710703           -3.275670           -1.059281           -2.887377           -4.675745           -2.797040           -5.880399           -4.667560           -2.841207           -2.793628           -5.905210           -6.013992           -4.649084           -2.820228           -5.904477            4.000000
  825         7.7999999999999998E+000         6.5696837348500070E+000         6.3271538675645251E+000         3.5205843857594168E+000        -1.2284249428083320E-001         4.3989301826609202E+000         1.0000000000000000E-002            0.123195            0.372123           -1.427400           -3.098899           -4.485517           -6.151669           -8.000383           -9.018308           -9.323742           -4.594334           -2.699196           -3.262794           -1.049023           -2.869681           -4.673100           -2.779237           -5.880785           -4.664285           -2.823416           -2.775934           -5.905663           -6.015943           -4.645845           -2.802371           -5.904912            4.000000
  826         7.7999999999999998E+000         6.5696983944579772E+000         6.3233373659419785E+000         3.5201094787577007E+000        -1.2888823678259040E-001         4.4028119858118133E+000         1.0000000000000000E-002            0.123260            0.373389           -1.414641           -3.082317           -4.476273           -6.152523           -8.011115           -9.030130           -9.336298           -4.589975           -2.688582           -3.250908           -1.039646           -2.853153           -4.671025           -2.762617           -5.881608           -4.661603           -2.806808           -2.759418           -5.906551           -6.018274           -4.643199           -2.785699           -5.905782            4.000000
  827         7.7999999999999998E+000         6.5697097976883665E+000         6.3204774394825689E+000         3.5201472681616806E+000        -1.2811020378727095E-001         4.4019857909175091E+000         1.0000000000000000E-002            0.123306            0.374373           -1.414390           -3.082283           -4.475666           -6.151131           -8.008969           -9.027911           -9.334006           -4.588990           -2.688099           -3.250514           -1.039176           -2.853119           -4.669865           -2.762593           -5.880221           -4.660488           -2.806784           -2.759388           -5.905159           -6.016772           -4.642082           -2.785680           -5.904391            4.000000
  828         7.7999999999999998E+000         6.5697132845800104E+000         6.3196586128522476E+000         3.5202258469530339E+000        -1.2706233256186705E-001         4.4011953402189086E+000         1.0000000000000000E-002            0.123319            0.374503           -1.416128           -3.084637           -4.476810           -6.150615           -8.006825           -9.025589           -9.331562           -4.589330           -2.689473           -3.252094           -1.040364           -2.855464           -4.669829           -2.764954           -5.879709           -4.660553           -2.809143           -2.761731           -5.904635           -6.016011           -4.642140           -2.788049           -5.903872            4.000000
  829         7.7999999999999998E+000         6.5697174557542253E+000         6.3186987472533076E+000         3.5202534529665455E+000        -1.2670406632894698E-001         4.4008806418092083E+000         1.0000000000000000E-002            0.123341            0.374647           -1.416647           -3.085376           -4.477123           -6.150342           -8.005980           -9.024679           -9.330609           -4.589360           -2.689867           -3.252561           -1.040688           -2.856200           -4.669726           -2.765695           -5.879438           -4.660485           -2.809883           -2.762467           -5.904361           -6.015653           -4.642071           -2.788794           -5.903598            4.000000
  830         7.7999999999999998E+000         6.5697239733869726E+000         6.3171599218954544E+000         3.5199705765042255E+000        -1.3036279441887444E-001         4.4033003531822237E+000         1.0000000000000000E-002            0.123397            0.375166           -1.409313           -3.075784           -4.471899           -6.151112           -8.012638           -9.031984           -9.338352           -4.587038           -2.683813           -3.245765           -1.035357           -2.846639           -4.668764           -2.756082           -5.880195           -4.659160           -2.800277           -2.752915           -5.905157           -6.017308           -4.640767           -2.779150           -5.904382            4.000000
  831         7.7999999999999998E+000         6.5697327557412306E+000         6.3149835126772400E+000         3.5195139549429695E+000        -1.3643655054707429E-001         4.4073953757112996E+000         1.0000000000000000E-002            0.123479            0.375642           -1.397910           -3.060786           -4.463953           -6.152799           -8.023858           -9.044236           -9.351316           -4.583759           -2.674487           -3.235282           -1.027158           -2.831687           -4.667682           -2.741052           -5.881876           -4.657491           -2.785258           -2.737985           -5.906900           -6.020442           -4.639132           -2.764070           -5.906106            4.000000
  832         7.7999999999999998E+000         6.5697437929294900E+000         6.3121095108247172E+000         3.5190828848483795E+000        -1.4187774180555732E-001         4.4109110578538946E+000         1.0000000000000000E-002            0.123545            0.376741           -1.386302           -3.045710           -4.455540           -6.153447           -8.033573           -9.054937           -9.362675           -4.579744           -2.664747           -3.224486           -1.018618           -2.816653           -4.665749           -2.725960           -5.882538           -4.654997           -2.770178           -2.722989           -5.907621           -6.022482           -4.636672           -2.748932           -5.906806            4.000000
  833         7.7999999999999998E+000         6.5697574160442898E+000         6.3083894465577171E+000         3.5186193399498924E+000        -1.4790833946042609E-001         4.4148267874331903E+000         1.0000000000000000E-002            0.123599            0.377695           -1.374144           -3.029888           -4.446875           -6.154454           -8.044353           -9.066766           -9.375216           -4.575779           -2.654602           -3.213263           -1.009723           -2.800871           -4.664020           -2.710127           -5.883579           -4.652664           -2.754356           -2.707258           -5.908726           -6.025006           -4.634375           -2.733051           -5.907887            4.000000
  834         7.7999999999999998E+000         6.5697736018701294E+000         6.3037008347165182E+000         3.5181809259286645E+000        -1.5350021243329701E-001         4.4183360811342283E+000         1.0000000000000000E-002            0.123655            0.378989           -1.362162           -3.014422           -4.438180           -6.154860           -8.054059           -9.077466           -9.386581           -4.571512           -2.644465           -3.202157           -1.000839           -2.785438           -4.661873           -2.694662           -5.884037           -4.649941           -2.738902           -2.691891           -5.909244           -6.026871           -4.631686           -2.717539           -5.908379            4.000000
  835         7.7999999999999998E+000         6.5697908682478250E+000         6.2984008500836151E+000         3.5177140870137298E+000        -1.5952577906647983E-001         4.4221220802473615E+000         1.0000000000000000E-002            0.123712            0.380277           -1.349528           -2.998113           -4.429076           -6.155375           -8.064515           -9.088975           -9.398799           -4.567095           -2.633771           -3.190493           -0.991483           -2.769160           -4.659712           -2.678365           -5.884628           -4.647164           -2.722616           -2.675698           -5.909901           -6.028965           -4.628947           -2.701193           -5.909006            4.000000
  836         7.7999999999999998E+000         6.5698091558718508E+000         6.2924784508216893E+000         3.5172361513522943E+000        -1.6564916811314412E-001         4.4259173399505052E+000         1.0000000000000000E-002            0.123770            0.381746           -1.336402           -2.981235           -4.419569           -6.155641           -8.075010           -9.100548           -9.411092           -4.562356           -2.622578           -3.178376           -0.981709           -2.752308           -4.657287           -2.661513           -5.884997           -4.644104           -2.705775           -2.658954           -5.910336           -6.030874           -4.625924           -2.684292           -5.909409            4.000000
  837         7.7999999999999998E+000         6.5698281574681721E+000         6.2859984170795418E+000         3.5167527870463289E+000        -1.7182984620146902E-001         4.4297084103656239E+000         1.0000000000000000E-002            0.123834            0.383328           -1.323005           -2.964060           -4.409849           -6.155727           -8.085505           -9.112129           -9.423399           -4.557426           -2.611084           -3.166022           -0.971693           -2.735150           -4.654699           -2.644377           -5.885213           -4.640870           -2.688651           -2.641927           -5.910619           -6.032654           -4.622729           -2.667107           -5.909657            4.000000
  838         7.7999999999999998E+000         6.5698496016631678E+000         6.2782335417331252E+000         3.5162699499820249E+000        -1.7761689873829656E-001         4.4330166827166284E+000         1.0000000000000000E-002            0.123901            0.385810           -1.308472           -2.945668           -4.398913           -6.154516           -8.094790           -9.122513           -9.434485           -4.551249           -2.598316           -3.152470           -0.960587           -2.716774           -4.650871           -2.626052           -5.884163           -4.636388           -2.670339           -2.623715           -5.909637           -6.033176           -4.618288           -2.648735           -5.908636            4.000000
  839         7.7999999999999998E+000         6.5698714655244590E+000         6.2698964396115215E+000         3.5158778771383865E+000        -1.8285553521321468E-001         4.4360983209526763E+000         1.0000000000000000E-002            0.123966            0.387210           -1.297621           -2.931864           -4.391135           -6.154535           -8.103307           -9.131895           -9.444462           -4.547290           -2.588978           -3.142571           -0.952417           -2.702971           -4.648807           -2.612299           -5.884328           -4.633794           -2.656594           -2.610050           -5.909857           -6.034611           -4.615726           -2.634943           -5.908823            4.000000
  840         7.7999999999999998E+000         6.5698948355722999E+000         6.2605414175388532E+000         3.5155190661571090E+000        -1.8738921707497985E-001         4.4385349617405883E+000         1.0000000000000000E-002            0.124037            0.389256           -1.286753           -2.918233           -4.383029           -6.153526           -8.110143           -9.139533           -9.452629           -4.542664           -2.579406           -3.132530           -0.944038           -2.689339           -4.645923           -2.598732           -5.883472           -4.630421           -2.643037           -2.596566           -5.909051           -6.034923           -4.612382           -2.621341           -5.907984            4.000000
  841         7.7999999999999998E+000         6.5699121379565240E+000         6.2534047583574370E+000         3.5154018571198322E+000        -1.8849587543921004E-001         4.4386673593931807E+000         1.0000000000000000E-002            0.124082            0.391315           -1.281573           -2.912043           -4.378662           -6.151485           -8.110721           -9.140389           -9.453640           -4.539440           -2.574559           -3.127534           -0.939733           -2.683152           -4.643277           -2.592577           -5.881490           -4.627611           -2.636884           -2.590441           -5.907086           -6.033329           -4.609583           -2.615175           -5.906007            4.000000
  842         7.7999999999999998E+000         6.5699238509585758E+000         6.2485040420384124E+000         3.5152078946669199E+000        -1.9057321787222958E-001         4.4396218307073410E+000         1.0000000000000000E-002            0.124114            0.393052           -1.274835           -2.903714           -4.373331           -6.149973           -8.113510           -9.143628           -9.457147           -4.535985           -2.568419           -3.121164           -0.934395           -2.674822           -4.640771           -2.584300           -5.880074           -4.624837           -2.628612           -2.582211           -5.905698           -6.032552           -4.606825           -2.606881           -5.904599            4.000000
