# MIST version number  = 1.2     
# MESA revision number =     7503
# photometric system   = UBV(RI)c, 2MASS, Kepler, Hipparcos, Gaia (Vega)                 
# --------------------------------------------------------------------------------------
#  Yinit        Zinit   [Fe/H]   [a/Fe]  v/vcrit                                        
# 0.2707  1.44513E-02     0.01     0.00     0.40
# --------------------------------------------------------------------------------------
# number of isochrones =     1
# CCM89 extinction: Av =  0.000
# --------------------------------------------------------------------------------------
# number of EEPs, cols =  1573   34
#   1                               2                               3                               4                               5                               6                               7                               8                   9                  10                  11                  12                  13                  14                  15                  16                  17                  18                  19                  20                  21                  22                  23                  24                  25                  26                  27                  28                  29                  30                  31                  32                  33                  34
EEP          log10_isochrone_age_yr                    initial_mass                       star_mass                        log_Teff                           log_g                           log_L                     [Fe/H]_init              [Fe/H]           Bessell_U           Bessell_B           Bessell_V           Bessell_R           Bessell_I             2MASS_J             2MASS_H            2MASS_Ks           Kepler_Kp          Kepler_D51        Hipparcos_Hp             Tycho_B             Tycho_V       Gaia_G_DR2Rev      Gaia_BP_DR2Rev      Gaia_RP_DR2Rev          Gaia_G_MAW        Gaia_BP_MAWb        Gaia_BP_MAWf         Gaia_RP_MAW                TESS         Gaia_G_EDR3        Gaia_BP_EDR3        Gaia_RP_EDR3               phase
  443         7.7999999999999998E+000         6.2113832733010224E+000         6.2075392471196453E+000         4.2129763827125997E+000         3.5816073566120652E+000         3.4559917068163579E+000         1.0000000000000000E-002            0.054868           -3.407303           -2.684693           -2.507487           -2.439416           -2.344478           -2.105463           -2.041500           -1.987662           -2.485223           -2.528168           -2.576337           -2.749940           -2.535242           -2.502784           -2.624188           -2.348217           -2.527760           -2.621840           -2.651422           -2.363844           -2.358702           -2.517604           -2.611021           -2.345660            0.000000
  444         7.7999999999999998E+000         6.2114275512374046E+000         6.2075833199540815E+000         4.2114844116060777E+000         3.5791052482359551E+000         3.4525289726664030E+000         1.0000000000000000E-002            0.054868           -3.404016           -2.684133           -2.507598           -2.439927           -2.345475           -2.107469           -2.043811           -1.990215           -2.485478           -2.528126           -2.576172           -2.749162           -2.535245           -2.502835           -2.623591           -2.349110           -2.527804           -2.621441           -2.650888           -2.364741           -2.359608           -2.517626           -2.610601           -2.346565            0.000000
  445         7.7999999999999998E+000         6.2114723220883521E+000         6.2076278845254951E+000         4.2099476775642515E+000         3.5761548254015518E+000         3.4493355351923376E+000         1.0000000000000000E-002            0.054868           -3.401576           -2.684496           -2.508648           -2.441389           -2.347438           -2.110472           -2.047129           -1.993782           -2.486677           -2.529016           -2.576941           -2.749304           -2.536186           -2.503826           -2.623916           -2.350967           -2.528787           -2.621971           -2.651278           -2.366601           -2.361477           -2.518586           -2.611108           -2.348433            0.000000
  446         7.7999999999999998E+000         6.2115182775396081E+000         6.2076736297300927E+000         4.2083523452098746E+000         3.5725138568373267E+000         3.4465983317039366E+000         1.0000000000000000E-002            0.054869           -3.400510           -2.686331           -2.511186           -2.444356           -2.350926           -2.115040           -2.052026           -1.998935           -2.489371           -2.531388           -2.579191           -2.750915           -2.538612           -2.506306           -2.625707           -2.354345           -2.531260           -2.623974           -2.653139           -2.369983           -2.364870           -2.521036           -2.613087           -2.351825            0.000000
  447         7.7999999999999998E+000         6.2115655996386137E+000         6.2077207362791302E+000         4.2067141038386771E+000         3.5682060102815538E+000         3.4443564640930804E+000         1.0000000000000000E-002            0.054869           -3.400860           -2.689651           -2.515220           -2.448832           -2.355937           -2.121161           -2.058487           -2.005658           -2.493567           -2.535251           -2.582934           -2.754010           -2.542532           -2.510285           -2.628979           -2.359244           -2.535230           -2.627464           -2.656483           -2.374887           -2.369784           -2.524983           -2.616553           -2.356738            0.000000
  448         7.7999999999999998E+000         6.2116140355496476E+000         6.2077689521435442E+000         4.2050418205145652E+000         3.5633159537530155E+000         3.4425607152188200E+000         1.0000000000000000E-002            0.054868           -3.402460           -2.694278           -2.520567           -2.454632           -2.362283           -2.128642           -2.066319           -2.013755           -2.499082           -2.540422           -2.587989           -2.758413           -2.547766           -2.515581           -2.633554           -2.365479           -2.540517           -2.632262           -2.661134           -2.381124           -2.376034           -2.530246           -2.621326           -2.362986            0.000000
  449         7.7999999999999998E+000         6.2116636668101037E+000         6.2078183582531032E+000         4.2033358728859884E+000         3.5577557679423699E+000         3.4413005205745413E+000         1.0000000000000000E-002            0.054868           -3.405540           -2.700440           -2.527455           -2.461982           -2.370192           -2.137710           -2.075747           -2.023453           -2.506142           -2.547130           -2.594582           -2.764350           -2.554539           -2.522420           -2.639657           -2.373273           -2.547346           -2.638594           -2.667317           -2.388924           -2.383845           -2.537052           -2.627633           -2.370795            0.000000
  450         7.7999999999999998E+000         6.2117147348036283E+000         6.2078691943072757E+000         4.2016048829191233E+000         3.5513818613521670E+000         3.4407539760362602E+000         1.0000000000000000E-002            0.054869           -3.410537           -2.708542           -2.536283           -2.471281           -2.380058           -2.148750           -2.087155           -2.035131           -2.515146           -2.555772           -2.603117           -2.772233           -2.563253           -2.531204           -2.647697           -2.383025           -2.556120           -2.646865           -2.675439           -2.398680           -2.393614           -2.545802           -2.635879           -2.380561            0.000000
  451         7.7999999999999998E+000         6.2117668842425484E+000         6.2079211060559976E+000         4.1998663955927578E+000         3.5443597919972443E+000         3.4408256790645320E+000         1.0000000000000000E-002            0.054868           -3.417144           -2.718250           -2.546709           -2.482183           -2.391530           -2.161402           -2.100179           -2.048424           -2.525753           -2.566011           -2.613254           -2.781726           -2.573567           -2.541592           -2.657339           -2.394384           -2.566497           -2.656739           -2.685166           -2.410044           -2.404989           -2.556155           -2.645728           -2.391935            0.000000
  452         7.7999999999999998E+000         6.2118199075080414E+000         6.2079738862853988E+000         4.1981303134948575E+000         3.5367470206124598E+000         3.4414977649688785E+000         1.0000000000000000E-002            0.054869           -3.425276           -2.729462           -2.558630           -2.494579           -2.404498           -2.175547           -2.114697           -2.063210           -2.537856           -2.577744           -2.624891           -2.792730           -2.585378           -2.553478           -2.668482           -2.407240           -2.578373           -2.668115           -2.696395           -2.422904           -2.417862           -2.568008           -2.657078           -2.404805            0.000000
  453         7.7999999999999998E+000         6.2118735373432985E+000         6.2080272683898672E+000         4.1964080259479557E+000         3.5286332247337122E+000         3.4427260951078904E+000         1.0000000000000000E-002            0.054869           -3.434773           -2.742003           -2.571864           -2.508288           -2.418773           -2.190990           -2.130514           -2.079288           -2.551273           -2.590791           -2.637847           -2.805069           -2.598505           -2.566683           -2.680951           -2.421406           -2.591567           -2.680815           -2.708951           -2.437074           -2.432045           -2.581180           -2.669752           -2.418985            0.000000
  454         7.7999999999999998E+000         6.2119278377975027E+000         6.2080813156018966E+000         4.1947022822751041E+000         3.5200814289070754E+000         3.4444586465877460E+000         1.0000000000000000E-002            0.054869           -3.445490           -2.755723           -2.586264           -2.523158           -2.434206           -2.207581           -2.147477           -2.096509           -2.565855           -2.605002           -2.651977           -2.818596           -2.612799           -2.581057           -2.694597           -2.436731           -2.605930           -2.694689           -2.722684           -2.452404           -2.447387           -2.595521           -2.683601           -2.434325            2.000000
  455         7.7999999999999998E+000         6.2120599826132761E+000         6.2082128308277449E+000         4.1907219191708673E+000         3.4984097894793398E+000         3.4502179105663364E+000         1.0000000000000000E-002            0.054869           -3.474861           -2.792042           -2.624159           -2.562162           -2.474530           -2.250606           -2.191380           -2.141007           -2.604183           -2.642454           -2.689249           -2.854480           -2.650453           -2.618905           -2.730748           -2.476804           -2.643753           -2.731372           -2.759043           -2.492487           -2.487501           -2.633293           -2.720226           -2.474432            2.000000
  456         7.7999999999999998E+000         6.2121958795524677E+000         6.2083480579875499E+000         4.1868080168492519E+000         3.4758924923057894E+000         3.4570889316295967E+000         1.0000000000000000E-002            0.054868           -3.507002           -2.830601           -2.664466           -2.603605           -2.517310           -2.295998           -2.237657           -2.187863           -2.644914           -2.682306           -2.728881           -2.892605           -2.690497           -2.659140           -2.769321           -2.519313           -2.683969           -2.770437           -2.797796           -2.535007           -2.530042           -2.673457           -2.759235           -2.516975            2.000000
  457         7.7999999999999998E+000         6.2123375110457433E+000         6.2084889651870094E+000         4.1828987830658271E+000         3.4531230496349328E+000         3.4642311643657928E+000         1.0000000000000000E-002            0.054868           -3.539651           -2.869751           -2.705359           -2.645637           -2.560681           -2.342001           -2.284553           -2.235337           -2.686234           -2.722743           -2.769104           -2.931324           -2.731129           -2.699965           -2.808477           -2.562416           -2.724776           -2.810089           -2.837134           -2.578119           -2.573177           -2.714211           -2.798831           -2.560112            2.000000
  458         7.7999999999999998E+000         6.2124861220051510E+000         6.2086367870771024E+000         4.1789449677513018E+000         3.4305009965257205E+000         3.4710481586436299E+000         1.0000000000000000E-002            0.054869           -3.571423           -2.908249           -2.745620           -2.687047           -2.603451           -2.387464           -2.330924           -2.282296           -2.726928           -2.762541           -2.808684           -2.969378           -2.771124           -2.740158           -2.846967           -2.604914           -2.764949           -2.849087           -2.875811           -2.620628           -2.615713           -2.754330           -2.837772           -2.602645            2.000000
  459         7.7999999999999998E+000         6.2126420920334287E+000         6.2087918982157202E+000         4.1749092876266767E+000         3.4082958226994671E+000         3.4771213174588187E+000         1.0000000000000000E-002            0.054869           -3.601349           -2.945233           -2.784405           -2.727003           -2.644795           -2.431596           -2.375987           -2.327965           -2.766155           -2.800853           -2.846772           -3.005897           -2.809637           -2.778871           -2.883927           -2.645984           -2.803642           -2.886573           -2.912965           -2.661708           -2.656823           -2.792968           -2.875199           -2.643751            2.000000
  460         7.7999999999999998E+000         6.2128050657964735E+000         6.2089539431998197E+000         4.1707969703014411E+000         3.3865734325346590E+000         3.4824056223359716E+000         1.0000000000000000E-002            0.054870           -3.629381           -2.980602           -2.821610           -2.765399           -2.684606           -2.474274           -2.419616           -2.372216           -2.803811           -2.837573           -2.883265           -3.040782           -2.846565           -2.816003           -2.919259           -2.685516           -2.840753           -2.922448           -2.948496           -2.701252           -2.696400           -2.830022           -2.911013           -2.683320            2.000000
  461         7.7999999999999998E+000         6.2129741465249682E+000         6.2091220289214419E+000         4.1666191352753170E+000         3.3653442923435297E+000         3.4869350233201453E+000         1.0000000000000000E-002            0.054869           -3.655571           -3.014386           -2.857261           -2.802258           -2.722901           -2.515509           -2.461820           -2.415053           -2.839921           -2.872729           -2.918191           -3.074067           -2.881934           -2.851580           -2.952995           -2.723531           -2.876307           -2.956741           -2.982436           -2.739277           -2.734462           -2.865519           -2.945244           -2.721372            2.000000
  462         7.7999999999999998E+000         6.2131488104481898E+000         6.2092956333101004E+000         4.1623900768000954E+000         3.3445215356612801E+000         3.4908535278352359E+000         1.0000000000000000E-002            0.054871           -3.680204           -3.046860           -2.891625           -2.837842           -2.759939           -2.555553           -2.502849           -2.456725           -2.874750           -2.906590           -2.951821           -3.106025           -2.916014           -2.885869           -2.985409           -2.760288           -2.910572           -2.989724           -3.015059           -2.776046           -2.771271           -2.899726           -2.978164           -2.758167            2.000000
  463         7.7999999999999998E+000         6.2133277086532877E+000         6.2094734149344859E+000         4.1581143509070593E+000         3.3241101848048316E+000         3.4941742451328119E+000         1.0000000000000000E-002            0.054871           -3.703254           -3.078011           -2.924692           -2.872139           -2.795705           -2.594393           -2.542688           -2.497216           -2.908287           -2.939149           -2.984141           -3.136647           -2.948792           -2.918858           -3.016489           -2.795773           -2.943536           -3.021385           -3.046351           -2.811543           -2.806811           -2.932631           -3.009761           -2.793690            2.000000
  464         7.7999999999999998E+000         6.2135108988795364E+000         6.2096554306051104E+000         4.1538101745444731E+000         3.3039528470867885E+000         3.4971274395810457E+000         1.0000000000000000E-002            0.054871           -3.725211           -3.108303           -2.956917           -2.905598           -2.830645           -2.632465           -2.581771           -2.536957           -2.940983           -2.970862           -3.015612           -3.166398           -2.980726           -2.951003           -3.046697           -2.830432           -2.975656           -3.052186           -3.076777           -2.846215           -2.841530           -2.964691           -3.040497           -2.828388            2.000000
  465         7.7999999999999998E+000         6.2136975461402102E+000         6.2098408499545661E+000         4.1494791010617966E+000         3.2840509629071777E+000         3.4997178268779896E+000         1.0000000000000000E-002            0.054871           -3.746035           -3.137720           -2.988281           -2.938200           -2.864737           -2.669751           -2.620082           -2.575933           -2.972821           -3.001715           -3.046215           -3.195261           -3.011797           -2.982285           -3.076016           -2.864247           -3.006912           -3.082108           -3.106317           -2.880042           -2.875410           -2.995887           -3.070353           -2.862242            2.000000
  466         7.7999999999999998E+000         6.2138869900487252E+000         6.2100290161089973E+000         4.1451232089775951E+000         3.2643877484554280E+000         3.5019704595595686E+000         1.0000000000000000E-002            0.054871           -3.765752           -3.166299           -3.018824           -2.969982           -2.898019           -2.706294           -2.657663           -2.614184           -3.003839           -3.031747           -3.075987           -3.223274           -3.042045           -3.012743           -3.104482           -2.897254           -3.037343           -3.111190           -3.135009           -2.913062           -2.908487           -3.026256           -3.099366           -2.895290            2.000000
  467         7.7999999999999998E+000         6.2140782207050513E+000         6.2102189250850950E+000         4.1407404119886788E+000         3.2449750259765118E+000         3.5038651008961796E+000         1.0000000000000000E-002            0.054872           -3.784448           -3.194056           -3.048557           -3.000964           -2.930512           -2.742098           -2.694517           -2.651714           -3.034053           -3.060964           -3.104945           -3.250457           -3.071482           -3.042395           -3.132116           -2.929473           -3.066966           -3.139448           -3.162872           -2.945294           -2.940780           -3.055817           -3.127556           -2.927549            2.000000
  468         7.7999999999999998E+000         6.2142708347011064E+000         6.2104101774334630E+000         4.1363381822327918E+000         3.2257631663562503E+000         3.5054812409639213E+000         1.0000000000000000E-002            0.054873           -3.802332           -3.221166           -3.077653           -3.031316           -2.962384           -2.777324           -2.730804           -2.688680           -3.063634           -3.089538           -3.133263           -3.276985           -3.100281           -3.071411           -3.159095           -2.961073           -3.095953           -3.167059           -3.190084           -2.976907           -2.972456           -3.084743           -3.155098           -2.959189            2.000000
  469         7.7999999999999998E+000         6.2144639063680556E+000         6.2106018533923759E+000         4.1319159081257837E+000         3.2067441827898007E+000         3.5068243567551836E+000         1.0000000000000000E-002            0.054873           -3.819355           -3.247619           -3.106103           -3.061027           -2.993623           -2.811969           -2.766521           -2.725081           -3.092573           -3.117462           -3.160929           -3.302847           -3.128433           -3.099782           -3.185406           -2.992042           -3.124294           -3.194011           -3.216631           -3.007889           -3.003505           -3.113021           -3.181981           -2.990199            2.000000
  470         7.7999999999999998E+000         6.2146567386564282E+000         6.2107932614330146E+000         4.1274756344132264E+000         3.1878818782149456E+000         3.5079387766214589E+000         1.0000000000000000E-002            0.054874           -3.835568           -3.273493           -3.133986           -3.090173           -3.024305           -2.846114           -2.801751           -2.760999           -3.120946           -3.144819           -3.188023           -3.328122           -3.156016           -3.127586           -3.211128           -3.022455           -3.152067           -3.220382           -3.242593           -3.038317           -3.034005           -3.140731           -3.208281           -3.020654            2.000000
  471         7.7999999999999998E+000         6.2148489337389217E+000         6.2109840073055160E+000         4.1230192859307291E+000         3.1691511969908071E+000         3.5088572283374355E+000         1.0000000000000000E-002            0.054874           -3.850980           -3.298833           -3.161345           -3.118793           -3.054468           -2.879804           -2.836538           -2.796479           -3.148796           -3.171654           -3.214588           -3.352851           -3.183075           -3.154864           -3.236301           -3.052355           -3.179313           -3.246215           -3.268010           -3.068230           -3.063997           -3.167914           -3.234042           -3.050596            2.000000
  472         7.7999999999999998E+000         6.2150399105338217E+000         6.2111735141884408E+000         4.1185468040594007E+000         3.1505511034582541E+000         3.5095804732696010E+000         1.0000000000000000E-002            0.054875           -3.865524           -3.323612           -3.188156           -3.146857           -3.084080           -2.913016           -2.870858           -2.831498           -3.176093           -3.197945           -3.240595           -3.377006           -3.209582           -3.181588           -3.260895           -3.081709           -3.206004           -3.271480           -3.292852           -3.097600           -3.093450           -3.194541           -3.259235           -3.079993            2.000000
  473         7.7999999999999998E+000         6.2152290092092626E+000         6.2113611288104238E+000         4.1140590417563905E+000         3.1320737736009905E+000         3.5101197021811559E+000         1.0000000000000000E-002            0.054873           -3.879162           -3.347833           -3.214419           -3.174366           -3.113141           -2.945755           -2.904718           -2.866063           -3.202841           -3.223697           -3.266046           -3.400588           -3.235541           -3.207759           -3.284910           -3.110519           -3.232140           -3.296179           -3.317120           -3.126425           -3.122367           -3.220612           -3.283860           -3.108846            2.000000
  474         7.7999999999999998E+000         6.2154158419023045E+000         6.2115464664236688E+000         4.1095567154799948E+000         3.1137253841980481E+000         3.5104715775579760E+000         1.0000000000000000E-002            0.054875           -3.891954           -3.371519           -3.240154           -3.201337           -3.141664           -2.978023           -2.938112           -2.900161           -3.229056           -3.248926           -3.290963           -3.423625           -3.260970           -3.233396           -3.308365           -3.138798           -3.257741           -3.320331           -3.340834           -3.154720           -3.150762           -3.246148           -3.307937           -3.137169            2.000000
  475         7.7999999999999998E+000         6.2155999296062419E+000         6.2117290534323812E+000         4.1050407272006542E+000         3.0955052238364811E+000         3.5106403860346655E+000         1.0000000000000000E-002            0.054876           -3.904020           -3.394727           -3.265413           -3.227830           -3.169707           -3.009860           -2.971079           -2.933828           -3.254795           -3.273679           -3.315401           -3.446176           -3.285924           -3.258557           -3.331320           -3.166605           -3.282863           -3.343996           -3.364055           -3.182543           -3.178689           -3.271205           -3.331526           -3.165020            2.000000
  476         7.7999999999999998E+000         6.2157814579378226E+000         6.2119090748127190E+000         4.1005124404911042E+000         3.0773642663492065E+000         3.5106806208098744E+000         1.0000000000000000E-002            0.054875           -3.915461           -3.417563           -3.290305           -3.253953           -3.197382           -3.041385           -3.003743           -2.967189           -3.280167           -3.298065           -3.339468           -3.468346           -3.310511           -3.283349           -3.353884           -3.194050           -3.307616           -3.367280           -3.386889           -3.210004           -3.206261           -3.295891           -3.354733           -3.192509            2.000000
  477         7.7999999999999998E+000         6.2159603768318785E+000         6.2120864812996723E+000         4.0959736349286615E+000         3.0592918799088626E+000         3.5106100286146589E+000         1.0000000000000000E-002            0.054876           -3.926272           -3.440038           -3.314844           -3.279719           -3.224706           -3.072624           -3.036132           -3.000279           -3.305185           -3.322101           -3.363178           -3.490147           -3.334744           -3.307786           -3.376073           -3.221148           -3.332013           -3.390199           -3.409354           -3.237120           -3.233493           -3.320222           -3.377574           -3.219652            2.000000
  478         7.7999999999999998E+000         6.2161362202462058E+000         6.2122608125997258E+000         4.0914244652739828E+000         3.0413177541189840E+000         3.5103995071243101E+000         1.0000000000000000E-002            0.054876           -3.936323           -3.462049           -3.338928           -3.305024           -3.251574           -3.103485           -3.068158           -3.033012           -3.329747           -3.345687           -3.386426           -3.511471           -3.358521           -3.331767           -3.397784           -3.247798           -3.355951           -3.412649           -3.431343           -3.263787           -3.260284           -3.344094           -3.399945           -3.246347            2.000000
  479         7.7999999999999998E+000         6.2163087693623682E+000         6.2124318516389572E+000         4.0868651990521547E+000         3.0234281726992935E+000         3.5100638277546317E+000         1.0000000000000000E-002            0.054877           -3.945591           -3.483603           -3.362567           -3.329874           -3.277997           -3.133986           -3.099844           -3.065416           -3.353860           -3.368834           -3.409222           -3.532324           -3.381851           -3.355299           -3.419026           -3.274007           -3.379440           -3.434639           -3.452865           -3.290014           -3.286643           -3.367516           -3.421855           -3.272603            2.000000
  480         7.7999999999999998E+000         6.2164779890418407E+000         6.2125995653462720E+000         4.0822965906797757E+000         3.0056166369613337E+000         3.5096125045705522E+000         1.0000000000000000E-002            0.054876           -3.954031           -3.504693           -3.385756           -3.354259           -3.303963           -3.164131           -3.131197           -3.097502           -3.377517           -3.391540           -3.431557           -3.552697           -3.404728           -3.378373           -3.439791           -3.299768           -3.402470           -3.456160           -3.473912           -3.315794           -3.312564           -3.390478           -3.443296           -3.298411            2.000000
  481         7.7999999999999998E+000         6.2166434784201305E+000         6.2127635579621252E+000         4.0777192436914973E+000         2.9879156950968415E+000         3.5090153762276741E+000         1.0000000000000000E-002            0.054878           -3.961437           -3.524873           -3.408252           -3.377986           -3.329328           -3.193761           -3.162078           -3.129154           -3.400477           -3.413555           -3.453121           -3.572115           -3.426879           -3.400719           -3.459792           -3.324907           -3.424777           -3.476901           -3.494171           -3.340951           -3.337861           -3.412714           -3.463958           -3.323598            2.000000
  482         7.7999999999999998E+000         6.2168053924938631E+000         6.2129239832142558E+000         4.0731332654538637E+000         2.9702571644964433E+000         3.5083410653932643E+000         1.0000000000000000E-002            0.054879           -3.968144           -3.544566           -3.430337           -3.401291           -3.354273           -3.223051           -3.192636           -3.160493           -3.423012           -3.435169           -3.474239           -3.591022           -3.448609           -3.422627           -3.479321           -3.349632           -3.446645           -3.497182           -3.513959           -3.365696           -3.362752           -3.434509           -3.484158           -3.348372            2.000000
  483         7.7999999999999998E+000         6.2169635981586389E+000         6.2130807108556514E+000         4.0685396126291478E+000         2.9526703298971984E+000         3.5075641050035555E+000         1.0000000000000000E-002            0.054878           -3.974155           -3.563872           -3.452019           -3.424162           -3.378772           -3.251976           -3.222837           -3.191470           -3.445132           -3.456396           -3.494952           -3.609532           -3.469940           -3.444123           -3.498412           -3.373925           -3.468099           -3.517045           -3.533319           -3.390009           -3.387224           -3.455888           -3.503938           -3.372714            2.000000
  484         7.7999999999999998E+000         6.2171181343414528E+000         6.2132337808992242E+000         4.0639387502924507E+000         2.9351493250383833E+000         3.5066922243719789E+000         1.0000000000000000E-002            0.054878           -3.979463           -3.582791           -3.473317           -3.446630           -3.402866           -3.280579           -3.252731           -3.222144           -3.466859           -3.477246           -3.515275           -3.627641           -3.490885           -3.465226           -3.517088           -3.397825           -3.489158           -3.536507           -3.552271           -3.413929           -3.411313           -3.476873           -3.523316           -3.396664            2.000000
  485         7.7999999999999998E+000         6.2172689249105586E+000         6.2133831186880917E+000         4.0593311489271171E+000         2.9176978802101248E+000         3.5057235699969214E+000         1.0000000000000000E-002            0.054878           -3.984015           -3.601300           -3.494221           -3.468700           -3.426575           -3.308882           -3.282344           -3.252548           -3.488194           -3.497708           -3.535196           -3.645324           -3.511435           -3.485935           -3.535349           -3.421342           -3.509822           -3.555560           -3.570808           -3.437469           -3.435026           -3.497462           -3.542284           -3.420232            2.000000
  486         7.7999999999999998E+000         6.2174157829450261E+000         6.2135285398299818E+000         4.0547169290942460E+000         2.9003356543694752E+000         3.5046389524493735E+000         1.0000000000000000E-002            0.054878           -3.987693           -3.619330           -3.514679           -3.490328           -3.449865           -3.336858           -3.311655           -3.282668           -3.509084           -3.517725           -3.554659           -3.662510           -3.531532           -3.506198           -3.553146           -3.444441           -3.530040           -3.574149           -3.588877           -3.460588           -3.458327           -3.517604           -3.560790           -3.443381            2.000000
  487         7.7999999999999998E+000         6.2175588342858044E+000         6.2136701709330930E+000         4.0500966966722869E+000         2.8830440296646804E+000         3.5034594218312010E+000         1.0000000000000000E-002            0.054880           -3.990467           -3.636916           -3.534738           -3.511571           -3.472808           -3.364582           -3.340747           -3.312596           -3.529585           -3.537341           -3.573710           -3.679232           -3.551222           -3.526067           -3.570533           -3.467185           -3.549865           -3.592324           -3.606528           -3.483354           -3.481279           -3.537353           -3.578881           -3.466178            2.000000
  488         7.7999999999999998E+000         6.2176982395866656E+000         6.2138081721448915E+000         4.0454708850277807E+000         2.8658079094811288E+000         3.5022018192717024E+000         1.0000000000000000E-002            0.054879           -3.992270           -3.654074           -3.554424           -3.532463           -3.495447           -3.392104           -3.369676           -3.342394           -3.549725           -3.556581           -3.592372           -3.695503           -3.570528           -3.545572           -3.587543           -3.489614           -3.569327           -3.610111           -3.623790           -3.505807           -3.503920           -3.556738           -3.596585           -3.488661            2.000000
  489         7.7999999999999998E+000         6.2178340275186192E+000         6.2139425728314457E+000         4.0408395990483585E+000         2.8486187108480578E+000         3.5008751493262324E+000         1.0000000000000000E-002            0.054881           -3.993007           -3.670806           -3.573750           -3.553022           -3.517810           -3.419460           -3.398484           -3.372114           -3.569520           -3.575455           -3.610657           -3.711326           -3.589463           -3.564727           -3.604194           -3.511754           -3.588442           -3.627525           -3.640676           -3.527969           -3.526273           -3.575775           -3.613917           -3.510855            2.000000
  490         7.7999999999999998E+000         6.2179661365022918E+000         6.2140733125795302E+000         4.0362030915868718E+000         2.8314922764035533E+000         3.4994645766028691E+000         1.0000000000000000E-002            0.054880           -3.992986           -3.687138           -3.592677           -3.573164           -3.539773           -3.446532           -3.427042           -3.401611           -3.588911           -3.593940           -3.628539           -3.726735           -3.607997           -3.583483           -3.620439           -3.533499           -3.607156           -3.644533           -3.657155           -3.549737           -3.548244           -3.594411           -3.630843           -3.532656            2.000000
  491         7.7999999999999998E+000         6.2180947733191045E+000         6.2142005973804260E+000         4.0315622363238370E+000         2.8144172155978979E+000         3.4979850005816235E+000         1.0000000000000000E-002            0.054881           -3.992527           -3.703124           -3.611235           -3.592901           -3.561328           -3.473307           -3.455326           -3.430851           -3.607920           -3.612072           -3.646052           -3.741791           -3.626166           -3.601864           -3.636300           -3.554850           -3.625493           -3.661168           -3.673255           -3.571113           -3.569836           -3.612670           -3.647395           -3.554064            2.000000
  492         7.7999999999999998E+000         6.2182200038768549E+000         6.2143244936706052E+000         4.0269172139824931E+000         2.7974001777616553E+000         3.4964304994167881E+000         1.0000000000000000E-002            0.054880           -3.991621           -3.718724           -3.629408           -3.612233           -3.582489           -3.499798           -3.483352           -3.459853           -3.626538           -3.629831           -3.663177           -3.756447           -3.643950           -3.619857           -3.651762           -3.575816           -3.643441           -3.677409           -3.688956           -3.592104           -3.591053           -3.630540           -3.663553           -3.575087            2.000000
  493         7.7999999999999998E+000         6.2183419454835578E+000         6.2144451184603575E+000         4.0222685040763233E+000         2.7804348023366692E+000         3.4948093597891496E+000         1.0000000000000000E-002            0.054881           -3.990301           -3.733930           -3.647212           -3.631192           -3.603301           -3.526044           -3.511165           -3.488662           -3.644789           -3.647225           -3.679923           -3.770691           -3.661361           -3.637483           -3.666843           -3.596434           -3.661021           -3.693268           -3.704272           -3.612748           -3.611932           -3.648041           -3.679330           -3.595763            2.000000
  494         7.7999999999999998E+000         6.2184608658815979E+000         6.2145627374684587E+000         4.0176161757809181E+000         2.7634917023778787E+000         3.4931512636835764E+000         1.0000000000000000E-002            0.054881           -3.988649           -3.748791           -3.664716           -3.649865           -3.623862           -3.552144           -3.538863           -3.517381           -3.662748           -3.664320           -3.696357           -3.784566           -3.678463           -3.654815           -3.681615           -3.616796           -3.678308           -3.708812           -3.719270           -3.633136           -3.632561           -3.665249           -3.694792           -3.616185            2.000000
  495         7.7999999999999998E+000         6.2185765283321564E+000         6.2146771173996491E+000         4.0129610176070249E+000         2.7466341804061387E+000         3.4913960465281320E+000         1.0000000000000000E-002            0.054882           -3.986518           -3.763137           -3.681772           -3.668116           -3.644049           -3.577973           -3.566328           -3.545897           -3.680273           -3.680964           -3.712323           -3.797899           -3.695106           -3.671706           -3.695931           -3.636774           -3.695157           -3.723890           -3.733797           -3.653140           -3.652808           -3.682017           -3.709788           -3.636223            2.000000
  496         7.7999999999999998E+000         6.2186890174345093E+000         6.2147883429325450E+000         4.0083035874737210E+000         2.7298580797166796E+000         3.4895501025562288E+000         1.0000000000000000E-002            0.054882           -3.983933           -3.776959           -3.698388           -3.685967           -3.663894           -3.603565           -3.593594           -3.574250           -3.697380           -3.697158           -3.727828           -3.810676           -3.711291           -3.688170           -3.709806           -3.656394           -3.711581           -3.738508           -3.747862           -3.672788           -3.672699           -3.698359           -3.724327           -3.655905            2.000000
  497         7.7999999999999998E+000         6.2187984043189415E+000         6.2148964851454513E+000         4.0036436588455393E+000         2.7131448038986492E+000         3.4876311269406863E+000         1.0000000000000000E-002            0.054881           -3.980948           -3.790289           -3.714613           -3.703483           -3.683475           -3.628997           -3.620744           -3.602529           -3.714123           -3.712949           -3.742917           -3.822924           -3.727067           -3.704261           -3.723293           -3.675728           -3.727636           -3.752714           -3.761515           -3.692148           -3.692302           -3.714331           -3.738456           -3.675301            2.000000
