|            obsdate |                mag |                e_mag | magsys | filter | depth_5sig |     zp | observatory | detected |
|  59488.30725000007 |                    |                      |     AB |      r |     20.137 | 20.137 |      RASA36 |    False |
|  59489.24250000017 |                    |                      |     AB |      r |     19.991 | 19.991 |      RASA36 |    False |
|  59493.30125000002 |                    |                      |     AB |      r |     20.258 | 20.258 |      RASA36 |    False |
| 59497.256500000134 |                    |                      |     AB |      r |     19.935 | 19.935 |      RASA36 |    False |
| 59515.258499999996 |                    |                      |     AB |      r |     20.031 | 20.031 |      RASA36 |    False |
|  59521.20658333413 |                    |                      |     AB |      r |     20.191 | 20.191 |      RASA36 |    False |
|  59522.27616666723 |                    |                      |     AB |      r |     20.207 | 20.207 |      RASA36 |    False |
|  59523.21350000007 |                    |                      |     AB |      r |     20.165 | 20.165 |      RASA36 |    False |
|  59524.20750000002 |                    |                      |     AB |      r |      20.11 |  20.11 |      RASA36 |    False |
| 59529.331749999896 | 17.341639999999998 |  0.05145326908953406 |     AB |      r |     20.212 | 20.212 |      RASA36 |     True |
| 59530.252499999944 | 16.071150000000003 | 0.047603378031396054 |     AB |      r |     19.688 | 19.688 |      RASA36 |     True |
|  59578.20949999988 |           13.12175 |   0.0455931091284637 |     AB |      r |     20.599 | 20.599 |      RASA36 |     True |
|  59579.20200000005 | 13.198730000000001 | 0.045937614217545074 |     AB |      r |     20.683 | 20.683 |      RASA36 |     True |
|  59580.21441666596 | 13.194869999999998 |  0.04594162056349341 |     AB |      r |     19.712 | 19.712 |      RASA36 |     True |
|  59581.20200000005 |           13.24599 |  0.04545822257853908 |     AB |      r |     20.533 | 20.533 |      RASA36 |     True |
| 59582.188500000164 |           13.33222 |  0.04621236306444413 |     AB |      r |     20.645 | 20.645 |      RASA36 |     True |
|  59583.25549999997 |           13.41242 |  0.04632302343327776 |     AB |      r |     20.628 | 20.628 |      RASA36 |     True |
