|            obsdate |    mag | e_mag | magsys | filter | depth_5sig |  zp | observatory | detected | A_filter |
|     59538.85333912 | 13.025 |  0.05 |   Vega |      U |        nan | nan |        SALT |     True |   -0.387 |
|     59538.85333912 | 13.262 |  0.05 |   Vega |      B |        nan | nan |        SALT |     True |   -0.325 |
|     59538.85333912 | 13.437 |  0.05 |   Vega |      V |        nan | nan |        SALT |     True |   -0.219 |
|     59538.85333912 | 13.254 |  0.05 |   Vega |      R |        nan | nan |        SALT |     True |   -0.159 |
|     59538.85333912 |  13.03 |  0.05 |   Vega |      I |        nan | nan |        SALT |     True |   -0.115 |
|     59538.85333912 | 13.984 |  0.05 |     AB |      u |        nan | nan |        SALT |     True |   -0.396 |
|     59538.85333912 |  13.28 |  0.05 |     AB |      g |        nan | nan |        SALT |     True |   -0.288 |
|     59538.85333912 | 13.454 |  0.05 |     AB |      r |        nan | nan |        SALT |     True |   -0.173 |
|     59538.85333912 | 13.472 |  0.05 |     AB |      i |        nan | nan |        SALT |     True |   -0.124 |
|  59529.87152777778 |  15.63 |  0.05 |   Vega |      U |        nan | nan |        SALT |     True |   -0.387 |
|  59529.87152777778 | 15.964 |  0.05 |   Vega |      B |        nan | nan |        SALT |     True |   -0.325 |
|  59529.87152777778 | 15.826 |  0.05 |   Vega |      V |        nan | nan |        SALT |     True |   -0.219 |
|  59529.87152777778 | 15.816 |  0.05 |   Vega |      R |        nan | nan |        SALT |     True |   -0.159 |
|  59529.87152777778 | 16.203 |  0.05 |   Vega |      I |        nan | nan |        SALT |     True |   -0.115 |
|  59529.87152777778 | 16.594 |  0.05 |     AB |      u |        nan | nan |        SALT |     True |   -0.396 |
|  59529.87152777778 | 15.839 |  0.05 |     AB |      g |        nan | nan |        SALT |     True |   -0.288 |
|  59529.87152777778 | 15.868 |  0.05 |     AB |      r |        nan | nan |        SALT |     True |   -0.173 |
|  59529.87152777778 |  16.53 |  0.05 |     AB |      i |        nan | nan |        SALT |     True |   -0.124 |
|     59536.44980717 | 12.737 |  0.05 |   Vega |      U |        nan | nan |        en12 |     True |   -0.387 |
|     59536.44980717 | 12.864 |  0.05 |   Vega |      B |        nan | nan |        en12 |     True |   -0.325 |
|     59536.44980717 |  13.01 |  0.05 |   Vega |      V |        nan | nan |        en12 |     True |   -0.219 |
|     59536.44980717 | 12.967 |  0.05 |   Vega |      R |        nan | nan |        en12 |     True |   -0.159 |
|     59536.44980717 | 13.283 |  0.05 |   Vega |      I |        nan | nan |        en12 |     True |   -0.115 |
|     59536.44980717 | 13.782 |  0.05 |     AB |      u |        nan | nan |        en12 |     True |   -0.396 |
|     59536.44980717 | 12.863 |  0.05 |     AB |      g |        nan | nan |        en12 |     True |   -0.288 |
|     59536.44980717 | 13.061 |  0.05 |     AB |      r |        nan | nan |        en12 |     True |   -0.173 |
|     59536.44980717 | 13.561 |  0.05 |     AB |      i |        nan | nan |        en12 |     True |   -0.124 |
|  59531.26527777778 | 15.934 |  0.05 |   Vega |      U |        nan | nan |        en12 |     True |   -0.387 |
|  59531.26527777778 | 16.244 |  0.05 |   Vega |      B |        nan | nan |        en12 |     True |   -0.325 |
|  59531.26527777778 | 15.663 |  0.05 |   Vega |      V |        nan | nan |        en12 |     True |   -0.219 |
|  59531.26527777778 | 15.707 |  0.05 |   Vega |      R |        nan | nan |        en12 |     True |   -0.159 |
|  59531.26527777778 | 16.056 |  0.05 |   Vega |      I |        nan | nan |        en12 |     True |   -0.115 |
|  59531.26527777778 | 16.869 |  0.05 |     AB |      u |        nan | nan |        en12 |     True |   -0.396 |
|  59531.26527777778 | 15.939 |  0.05 |     AB |      g |        nan | nan |        en12 |     True |   -0.288 |
|  59531.26527777778 | 15.765 |  0.05 |     AB |      r |        nan | nan |        en12 |     True |   -0.173 |
|  59531.26527777778 | 16.387 |  0.05 |     AB |      i |        nan | nan |        en12 |     True |   -0.124 |
|    59532.837997685 | 15.294 |  0.05 |   Vega |      U |        nan | nan |        SALT |     True |   -0.387 |
|    59532.837997685 | 15.203 |  0.05 |   Vega |      B |        nan | nan |        SALT |     True |   -0.325 |
|    59532.837997685 |  14.91 |  0.05 |   Vega |      V |        nan | nan |        SALT |     True |   -0.219 |
|    59532.837997685 | 14.819 |  0.05 |   Vega |      R |        nan | nan |        SALT |     True |   -0.159 |
|    59532.837997685 | 14.549 |  0.05 |   Vega |      I |        nan | nan |        SALT |     True |   -0.115 |
|    59532.837997685 | 16.388 |  0.05 |     AB |      u |        nan | nan |        SALT |     True |   -0.396 |
|    59532.837997685 | 15.024 |  0.05 |     AB |      g |        nan | nan |        SALT |     True |   -0.288 |
|    59532.837997685 | 15.005 |  0.05 |     AB |      r |        nan | nan |        SALT |     True |   -0.173 |
|    59532.837997685 | 14.978 |  0.05 |     AB |      i |        nan | nan |        SALT |     True |   -0.124 |
|  59564.49760978009 | 12.835 |  0.05 |   Vega |      U |        nan | nan |        en12 |     True |   -0.387 |
|  59564.49760978009 |   12.9 |  0.05 |   Vega |      B |        nan | nan |        en12 |     True |   -0.325 |
|  59564.49760978009 | 12.255 |  0.05 |   Vega |      V |        nan | nan |        en12 |     True |   -0.219 |
|  59564.49760978009 | 12.399 |  0.05 |   Vega |      R |        nan | nan |        en12 |     True |   -0.159 |
|  59564.49760978009 | 12.883 |  0.05 |   Vega |      I |        nan | nan |        en12 |     True |   -0.115 |
