|            obsdate |                mag |                e_mag | magsys | filter | depth_5sig |     zp | observatory | detected |
|  59534.62732600281 | 13.638399999999999 |  0.04941355684425075 |     AB |      g |     19.737 | 19.737 |        LSGT |     True |
|  59617.45599999977 |           14.98924 |  0.04588761161795196 |     AB |      g |     20.557 | 20.557 |        LSGT |     True |
|  59619.45466666715 | 15.020100000000001 | 0.056265325912145926 |     AB |      g |     20.384 | 20.384 |        LSGT |     True |
| 59620.441999999806 | 15.075439999999999 |  0.05417950627312877 |     AB |      g |     18.246 | 18.246 |        LSGT |     True |
| 59622.442333333194 |           15.06357 | 0.050329932445812006 |     AB |      g |     19.718 | 19.718 |        LSGT |     True |
|  59623.43899999978 |           15.07423 |  0.04967229006196513 |     AB |      g |     19.587 | 19.587 |        LSGT |     True |
|  59626.53133333288 |           15.14056 |  0.05172741632828765 |     AB |      g |     18.358 | 18.358 |        LSGT |     True |
|   59651.5410000002 | 15.520579999999999 |   0.0510945163398187 |     AB |      g |     18.652 | 18.652 |        LSGT |     True |
|  59652.50900000008 |           15.51569 | 0.049961268999095684 |     AB |      g |     18.901 | 18.901 |        LSGT |     True |
|  59653.49466666579 |           15.50285 | 0.053640689779308394 |     AB |      g |     18.606 | 18.606 |        LSGT |     True |
|  59657.51800000016 |           15.58102 |  0.05025744621446657 |     AB |      g |     18.037 | 18.037 |        LSGT |     True |
| 59658.450000000186 |           15.57381 | 0.052676454892105255 |     AB |      g |     18.585 | 18.585 |        LSGT |     True |
| 59659.471333332825 | 15.609649999999998 | 0.049873400726238824 |     AB |      g |     19.011 | 19.011 |        LSGT |     True |
|  59670.40599999996 |           15.79947 |  0.04756083367646114 |     AB |      g |     21.079 | 21.079 |        LSGT |     True |
|  59693.36349999998 |           16.15701 |  0.05184724582849122 |     AB |      g |     19.413 | 19.413 |        LSGT |     True |
