|  obsdate |    mag | e_mag | magsys | filter | depth_5sig | zp | observatory | detected | A_filter |
| 59530.39 | 16.994 |  0.02 |     AB |      u |            |    |       Swope |     True |   -0.396 |
| 59530.39 | 15.821 |  0.01 |   Vega |      V |            |    |       Swope |     True |   -0.219 |
| 59530.39 | 16.446 |  0.01 |     AB |      i |            |    |       Swope |     True |   -0.124 |
| 59530.39 | 16.155 |  0.01 |   Vega |      B |            |    |       Swope |     True |   -0.325 |
| 59530.39 | 15.952 |  0.01 |     AB |      g |            |    |       Swope |     True |   -0.288 |
| 59530.39 | 15.877 |  0.01 |     AB |      r |            |    |       Swope |     True |   -0.173 |
| 59530.59 | 15.711 |  0.01 |   Vega |      V |            |    |       Swope |     True |   -0.219 |
| 59530.59 | 16.944 |  0.04 |     AB |      u |            |    |       Swope |     True |   -0.396 |
| 59530.59 | 15.862 |  0.01 |     AB |      g |            |    |       Swope |     True |   -0.288 |
| 59530.59 | 15.767 |  0.01 |     AB |      r |            |    |       Swope |     True |   -0.173 |
| 59530.59 | 16.346 |  0.01 |     AB |      i |            |    |       Swope |     True |   -0.124 |
| 59530.59 | 16.105 |  0.01 |   Vega |      B |            |    |       Swope |     True |   -0.325 |
| 59531.39 | 15.237 |  0.01 |     AB |      r |            |    |       Swope |     True |   -0.173 |
| 59531.39 | 15.161 |  0.01 |   Vega |      V |            |    |       Swope |     True |   -0.219 |
| 59531.39 | 16.864 |  0.02 |     AB |      u |            |    |       Swope |     True |   -0.396 |
| 59531.39 | 15.916 |  0.01 |     AB |      i |            |    |       Swope |     True |   -0.124 |
| 59531.39 | 15.735 |  0.01 |   Vega |      B |            |    |       Swope |     True |   -0.325 |
| 59531.39 | 15.422 |  0.01 |     AB |      g |            |    |       Swope |     True |   -0.288 |
| 59532.29 | 14.862 |  0.01 |     AB |      g |            |    |       Swope |     True |   -0.288 |
| 59532.29 | 15.416 |  0.01 |     AB |      i |            |    |       Swope |     True |   -0.124 |
| 59532.29 | 16.374 |  0.02 |     AB |      u |            |    |       Swope |     True |   -0.396 |
| 59532.29 | 14.737 |  0.01 |     AB |      r |            |    |       Swope |     True |   -0.173 |
| 59532.29 | 15.135 |  0.01 |   Vega |      B |            |    |       Swope |     True |   -0.325 |
| 59532.29 | 14.641 |  0.01 |   Vega |      V |            |    |       Swope |     True |   -0.219 |
| 59532.49 | 14.692 |  0.01 |     AB |      g |            |    |       Swope |     True |   -0.288 |
| 59532.49 | 14.955 |  0.01 |   Vega |      B |            |    |       Swope |     True |   -0.325 |
| 59532.49 | 14.521 |  0.01 |   Vega |      V |            |    |       Swope |     True |   -0.219 |
| 59532.49 | 15.276 |  0.02 |     AB |      i |            |    |       Swope |     True |   -0.124 |
| 59532.49 | 16.204 |  0.02 |     AB |      u |            |    |       Swope |     True |   -0.396 |
| 59532.49 | 14.597 |  0.01 |     AB |      r |            |    |       Swope |     True |   -0.173 |
| 59533.29 | 14.121 |  0.01 |   Vega |      V |            |    |       Swope |     True |   -0.219 |
| 59533.29 | 15.634 |  0.02 |     AB |      u |            |    |       Swope |     True |   -0.396 |
| 59533.29 | 14.415 |  0.01 |   Vega |      B |            |    |       Swope |     True |   -0.325 |
| 59533.29 | 14.242 |  0.01 |     AB |      g |            |    |       Swope |     True |   -0.288 |
| 59533.29 | 14.197 |  0.01 |     AB |      r |            |    |       Swope |     True |   -0.173 |
| 59533.29 | 14.866 |  0.01 |     AB |      i |            |    |       Swope |     True |   -0.124 |
| 59533.49 | 14.021 |  0.01 |   Vega |      V |            |    |       Swope |     True |   -0.219 |
| 59533.49 | 14.102 |  0.01 |     AB |      g |            |    |       Swope |     True |   -0.288 |
| 59533.49 | 14.776 |  0.01 |     AB |      i |            |    |       Swope |     True |   -0.124 |
| 59533.49 | 14.235 |  0.01 |   Vega |      B |            |    |       Swope |     True |   -0.325 |
| 59533.49 | 15.484 |  0.02 |     AB |      u |            |    |       Swope |     True |   -0.396 |
| 59534.29 | 13.681 |  0.01 |   Vega |      V |            |    |       Swope |     True |   -0.219 |
| 59534.29 | 13.777 |  0.01 |     AB |      r |            |    |       Swope |     True |   -0.173 |
| 59534.29 | 13.765 |  0.01 |   Vega |      B |            |    |       Swope |     True |   -0.325 |
| 59534.29 | 14.406 |  0.01 |     AB |      i |            |    |       Swope |     True |   -0.124 |
| 59534.29 | 13.692 |  0.01 |     AB |      g |            |    |       Swope |     True |   -0.288 |
| 59534.29 | 14.944 |  0.02 |     AB |      u |            |    |       Swope |     True |   -0.396 |
| 59534.49 | 13.581 |  0.01 |   Vega |      V |            |    |       Swope |     True |   -0.219 |
| 59534.49 | 13.677 |  0.01 |     AB |      r |            |    |       Swope |     True |   -0.173 |
| 59534.49 | 13.615 |  0.01 |   Vega |      B |            |    |       Swope |     True |   -0.325 |
| 59534.49 | 14.286 |  0.01 |     AB |      i |            |    |       Swope |     True |   -0.124 |
| 59534.49 | 14.764 |  0.02 |     AB |      u |            |    |       Swope |     True |   -0.396 |
