,TNSName,DetDate,DetMag,RA,Dec,Separation[arcmin],reporter
0, 1976G,1976-10-21 00:00:00.000,15,01:21:46.600,+05:13:38.00,1.7756389614022536,
1, 1990A,1990-01-01 00:00:00.000,19,01:22:40.020,+05:23:20.80,15.436467550735204,
2,SN 2010eb,2010-06-12 00:00:00.000,14.7,01:21:37.781,+05:17:39.91,3.189990777381103,
3,AT 2016jen,2016-12-28 06:18:43.000,21.38,01:22:43.919,+04:56:29.80,23.657630772993052,Pan-STARRS
