,TNSName,DetDate,DetMag,RA,Dec,Separation[arcmin],reporter
0,SN 1999dn,1999-08-19 00:00:00.000,16,23:36:14.700,+02:09:08.78,0.21342877579369257,
1,SN 2007fo,2007-07-09 00:00:00.000,18.2,23:36:13.980,+02:09:30.38,0.2077999490170114,
2,AT 2017iam,2017-11-11 06:56:09.000,21.21,23:35:29.109,+01:50:26.06,21.96321073896263,Pan-STARRS
