,TNSName,DetDate,DetMag,RA,Dec,Separation[arcmin],reporter
0, 2008ft,,0,03:50:18.540,+70:05:46.39,10.255870829932551,
1,SN 2014dg,2014-09-11 00:00:00.000,15.4,03:48:19.781,+70:07:54.52,0.10272546998191086,
2,AT 2022oey,2022-07-04 11:04:39.000,17.2876,03:48:29.041,+70:08:12.70,0.7452285568296858,ALeRCE
