,TNSName,DetDate,DetMag,RA,Dec,Separation[arcmin],reporter
0,SN 2010hp,2010-07-21 00:00:00.000,17.1,00:18:50.011,-10:21:40.61,0.9582712962124212,
1,AT 2016gsf,2016-09-28 10:59:31.000,18.41,00:19:27.214,-10:10:13.80,15.266227165190386,ATLAS
2,AT 2020zcc,2020-10-20 08:02:24.000,21.63,00:20:00.054,-10:18:23.86,17.52147617030788,Pan-STARRS
