,TNSName,DetDate,DetMag,RA,Dec,Separation[arcmin],reporter
0,SN 2016X,2016-01-20 13:55:12.000,15.1,12:55:15.610,+00:05:59.35,0.0,ASAS-SN
1,AT 2017dvx,2017-04-16 07:29:16.000,20.62,12:55:57.617,+00:24:57.48,21.68180981588855,Pan-STARRS
2,AT 2019bja,2019-02-25 09:32:17.000,19.05,12:55:39.680,+00:10:25.64,7.477126329410712,ZTF
3,AT 2019glm,2019-05-23 07:22:04.000,21.75,12:56:14.517,+00:17:00.58,18.393639481417942,Pan-STARRS
4,AT 2020rw,2020-01-02 12:30:22.000,19.67,12:56:00.954,-00:03:15.78,14.632408764711236,SGLF
