,TNSName,DetDate,DetMag,RA,Dec,Separation[arcmin],reporter
0,AT 2018cnn,2018-06-13 07:09:07.000,18.94,01:54:43.130,-10:04:18.91,17.928502576481478,GaiaAlerts
1,AT 2021wft,2021-08-16 13:36:28.800,21.76,01:56:07.619,-10:04:20.52,7.500390106853666,Pan-STARRS
