,TNSName,DetDate,DetMag,RA,Dec,Separation[arcmin],reporter
0,SN 1995K,1995-03-30 00:00:00.000,22.5,10:50:46.999,-09:15:07.42,11.019342665861096,
1,SN 1996F,1996-02-14 00:00:00.000,22.5,10:50:03.619,-09:22:30.22,21.7258870399013,
2,AT 2021nig,2021-05-12 04:34:20.928,17.84,10:51:29.942,-09:18:10.14,0.005519014533573568,AMPEL
