,TNSName,DetDate,DetMag,RA,Dec,Separation[arcmin],reporter
0,AT 2019hfx,2019-05-31 06:55:16.000,19.95,14:38:14.406,-06:41:42.55,16.638197489811045,ZTF
1,AT 2021mfe,2021-05-06 08:33:30.240,19.93,14:38:54.492,-07:10:29.54,15.429836952784461,AMPEL
