,TNSName,DetDate,DetMag,RA,Dec,Separation[arcmin],reporter
0,SN 2001dq,2001-08-14 00:00:00.000,18.8,16:35:10.951,+46:12:50.51,0.3210072009423306,
1,AT 2016bfb,2016-03-02 14:09:36.000,18.57,16:33:57.900,+46:16:55.80,12.967177823807328,ATLAS
2,SN 2020enm,2020-03-16 21:55:17.000,17.7,16:35:06.750,+46:12:53.35,0.4077044788439481,XOSS
3,AT 2020nxf,2020-07-02 05:30:33.984,19.86,16:35:42.168,+45:58:54.80,15.070013073533099,ZTF
