,TNSName,DetDate,DetMag,RA,Dec,Separation[arcmin],reporter
0, 1971I,1971-05-24 00:00:00.000,11.5,13:15:49.600,+41:59:32.00,2.2238989443150254,
1,AT 2017dfc,2017-04-09 10:40:48.000,18.99,13:15:43.580,+42:02:13.38,1.1651091918945045,GaiaAlerts
2,AT 2021lcz,2021-05-01 06:25:30.999,20.3866,13:15:56.729,+41:55:23.76,6.5076187075772545,ALeRCE
3,AT 2021mvf,2021-05-20 08:21:07.200,19.233,13:16:18.578,+42:13:54.97,13.313868337820754,ATLAS
