,TNSName,DetDate,DetMag,RA,Dec,Separation[arcmin],reporter
0,SN 1989N,1989-06-30 00:00:00.000,14.5,11:21:42.900,+20:09:24.00,0.7862920896683566,
1,SN 1999cd,1999-05-14 00:00:00.000,17.9,11:21:42.890,+20:09:24.08,0.7850991569284079,
2,SN 2020abqw,2020-12-05 12:14:03.998,19.2155,11:21:41.002,+20:10:29.36,0.5771999641738823,ALeRCE
3,SN 2021abqs,2021-10-17 12:43:25.997,19.7848,11:21:37.610,+20:09:02.09,1.7257031896763602,ALeRCE
