,TNSName,DetDate,DetMag,RA,Dec,Separation[arcmin],reporter
0,SN 2006ej,2006-08-23 00:00:00.000,16.4,00:38:59.770,-09:00:56.59,20.933600455322214,
1,SN 2018icp,2018-11-03 04:37:55.000,18.75,00:36:23.755,-09:20:30.01,23.73800604499357,ZTF
2,SN 2019mew,2019-07-30 14:06:43.000,19.3,00:37:26.023,-09:30:26.67,17.147853602156232,Pan-STARRS
