,TNSName,DetDate,DetMag,RA,Dec,Separation[arcmin],reporter
0,SN 2010dy,2010-06-06 00:00:00.000,17.9,16:10:11.030,+00:45:07.49,4.006109588694549,
1,AT 2017fkr,2017-06-23 08:19:40.000,21.95,16:11:10.107,+00:33:54.63,19.845467793096308,Pan-STARRS
2,AT 2020mip,2020-05-14 09:57:36.000,20.67,16:10:28.291,+01:04:10.67,22.838707360126584,Pan-STARRS
