,TNSName,DetDate,DetMag,RA,Dec,Separation[arcmin],reporter
0,AT 2019kob,2019-07-04 13:24:57.000,21.61,22:58:33.926,-24:57:15.08,24.71142900494704,Pan-STARRS
1,AT 2019ktt,2019-07-04 13:24:57.000,20.13,22:55:56.358,-24:46:59.03,14.987821741172588,Pan-STARRS
2,AT 2019too,2019-10-27 04:58:04.000,18.79,22:58:31.870,-24:56:05.35,24.27039222277296,GaiaAlerts
