,TNSName,DetDate,DetMag,RA,Dec,Separation[arcmin],reporter
0,AT 2018dfs,2018-06-17 10:04:48.000,20.78,16:02:53.814,+20:20:15.29,18.940056831871665,Pan-STARRS
1,AT 2019ark,2019-02-08 12:24:36.000,19.01,16:02:37.349,+20:59:36.32,23.55194996306141,ZTF
2,AT 2021zqy,2021-09-01 04:44:25.728,19.9913,16:03:20.274,+20:37:57.79,0.30719150080661317,ZTF
