,TNSName,DetDate,DetMag,RA,Dec,Separation[arcmin],reporter
0,SN 1999ga,1999-11-19 00:00:00.000,18,07:36:16.699,-69:33:21.82,1.6363100485846642,
1,SN 2015F,2015-03-09 00:00:00.000,16.8,07:36:15.761,-69:30:23.00,1.6266905326472418,
2,SN 2015J,2015-04-27 00:00:00.000,19.3,07:35:05.179,-69:07:53.11,24.94877902032492,
3,AT 2016jbu,2016-12-01 14:18:14.000,19.63,07:36:25.960,-69:32:55.25,1.0873859752218464,GaiaAlerts
4,AT 2019sm,2019-01-14 13:53:45.000,18.1,07:35:15.000,-69:22:17.70,11.30272233391815,None
