,TNSName,DetDate,DetMag,RA,Dec,Separation[arcmin],reporter
0, 1909A,1909-01-26 00:00:00.000,12.1,14:02:02.600,+54:27:57.00,12.36172728284036,
1, 1951H,,17.5,14:03:53.400,+54:21:43.00,5.993991966590106,
2,SN 1970G,1970-07-30 00:00:00.000,11.5,14:03:00.830,+54:14:32.78,6.624932685681648,
3, 1975G,1975-06-11 00:00:00.000,14.8,14:01:18.200,+54:25:31.00,17.270013855847363,
4,SN 2011fe,2011-08-24 00:00:00.000,17.2,14:03:05.810,+54:16:25.39,4.628837502778409,
5,AT 2015dl,2015-02-10 21:41:45.600,16.5,14:02:16.780,+54:26:20.50,9.753792310000556,None
6,AT 2019cfm,2019-03-14 10:56:00.000,19.6,14:05:15.589,+54:24:57.93,18.352081434429774,ZTF
7,AT 2022gyw,2022-04-08 10:23:06.144,18.409,14:02:49.302,+54:22:01.37,3.561122501492127,ATLAS
