,TNSName,DetDate,DetMag,RA,Dec,Separation[arcmin],reporter
0,SN 1992V,1992-04-22 00:00:00.000,18,12:34:45.941,+14:33:34.88,10.510719047936663,
1,AT 2021fjx,2021-02-07 11:54:14.400,21.01,12:36:22.262,+14:24:42.38,14.436512570892754,Pan-STARRS
