,TNSName,DetDate,DetMag,RA,Dec,Separation[arcmin],reporter
0, 1967H,1967-07-02 00:00:00.000,14.6,12:18:47.100,+14:25:00.00,0.60733881749942,
1, 1972Q,1972-12-14 00:00:00.000,15.8,12:18:50.800,+14:26:40.00,1.7013230449588779,
2,SN 1986I,1986-05-17 00:00:00.000,14,12:18:52.080,+14:24:44.39,0.6487220701458911,
3,SN 2014L,2014-01-26 00:00:00.000,17.2,12:18:48.679,+14:24:43.49,0.347722485249389,
4,AT 2017blm,2017-02-24 10:46:33.000,21.15,12:19:04.183,+14:31:20.77,7.269722105610004,Pan-STARRS
5,AT 2020jwz,2020-05-14 07:45:07.200,18.758,12:19:39.087,+14:15:58.45,14.996931291539886,ATLAS
