,TNSName,DetDate,DetMag,RA,Dec,Separation[arcmin],reporter
0,AT 2016byn,2016-04-01 11:13:57.000,20.79,14:15:47.018,+04:26:36.14,24.428052908108643,Pan-STARRS
1,AT 2016djf,2016-07-01 06:29:25.000,21.32,14:14:31.091,+04:52:22.47,10.677169573129666,Pan-STARRS
2,AT 2021pwg,2021-05-12 09:41:45.600,21.66,14:15:46.978,+04:27:26.53,23.640805155004035,Pan-STARRS
