,TNSName,DetDate,DetMag,RA,Dec,Separation[arcmin],reporter
0,SN 1998ar,1998-04-14 00:00:00.000,18.4,09:34:58.860,+21:42:57.49,0.7066190059819104,
1,AT 2016bgr,2016-03-14 05:53:23.000,19.8662,09:34:57.971,+21:41:40.80,0.6408209481018325,Pan-STARRS
2,AT 2021fko,2021-02-12 08:18:14.400,21.17,09:36:17.120,+21:42:26.85,18.470811949494433,Pan-STARRS
