,TNSName,DetDate,DetMag,RA,Dec,Separation[arcmin],reporter
0,AT 2021dgs,2021-02-16 00:12:23.904,20.3,12:36:50.034,+13:16:42.15,6.9310290170770115,GOTO
1,AT 2021nhv,2021-04-11 07:27:50.400,20.62,12:36:57.593,+13:21:38.40,12.01810429805276,Pan-STARRS
2,AT 2022ikx,2022-04-21 07:12:43.200,21.01,12:37:03.197,+12:57:28.13,12.726845038078686,Pan-STARRS
3,AT 2022mfu,2022-05-25 07:13:26.400,18.64,12:37:16.730,+13:22:36.52,14.41052302115297,GaiaAlerts
