,TNSName,DetDate,DetMag,RA,Dec,Separation[arcmin],reporter
0,SN 2010lm,2010-12-20 00:00:00.000,18.1,10:03:57.350,-27:38:30.30,4.422108567967938,
1,AT 2018kcc,2018-12-13 14:05:16.000,18.31,10:04:11.764,-27:53:22.67,19.625371614360372,ATLAS
2,SN 2020acew,2020-12-10 12:28:14.002,18.2807,10:03:43.742,-27:50:03.45,15.908343340147406,ALeRCE
3,AT 2021jtx,2021-04-15 07:40:48.000,19.532,10:03:58.130,-27:28:26.38,5.974488891682535,ATLAS
