,TNSName,DetDate,DetMag,RA,Dec,Separation[arcmin],reporter
0,AT 2017aro,2017-01-28 12:56:09.000,20.96,11:06:32.546,+01:04:29.40,22.898228933320645,Pan-STARRS
1,AT 2017jev,2017-12-11 14:05:16.000,18.422,11:07:11.530,+00:50:50.71,6.3307423722070695,ATLAS
