,TNSName,DetDate,DetMag,RA,Dec,Separation[arcmin],reporter
0,SN 2005gl,2005-10-05 00:00:00.000,18.2,00:49:50.021,+32:16:56.78,0.5480455820583433,
1,AT 2019unt,2019-11-12 07:18:59.000,18.42,00:47:59.802,+32:09:14.59,24.01787829836315,ZTF
2,AT 2020vny,2020-10-07 05:40:06.004,20.364,00:49:44.486,+32:26:43.79,10.09097739736504,ALeRCE
