,TNSName,DetDate,DetMag,RA,Dec,Separation[arcmin],reporter
0,SN 1988A,1988-01-16 00:00:00.000,13.5,12:37:43.579,+11:48:19.69,0.7568507792485124,
1,SN 1989M,1989-06-28 00:00:00.000,12.2,12:37:40.700,+11:49:25.00,0.7833072363917709,
2,SN 2013be,2013-04-05 00:00:00.000,19.6,12:36:27.670,+11:45:28.12,18.93078713825426,
3,AT 2021ljf,2021-04-17 06:29:28.000,20.835,12:37:10.677,+12:00:32.81,14.008274998499651,SGLF
4,AT 2022gbk,2022-02-27 10:10:44.832,20.58,12:38:29.884,+11:52:47.82,11.91729853134987,Pan-STARRS
