|        obj |   ra_hms |   dec_dms | filter | exptime | count | binning |                weight | note | scheduled |  #id |       ra |      dec |                ra1 |                dec1 |                ra2 |                dec2 |                ra3 |                dec3 |                ra4 |                dec4 | n_hostgalaxy |     prob_vol_x_stmass | rank | confidence |                                                  mainTarget |                                                                          FixedTarget |                               id |                    rise |                    transit |                     set | maxalt | moonsep |
| MS181101ab | 13:06:12 | -22:58:43 |    B,R | 120,120 |   2,2 |     1,1 |      2.49147369670018 |  602 |     False |  602 | 196.5517 | -22.9787 |  197.6299139220408 | -21.975050315074853 | 197.64599215367176 | -23.974995541961253 | 195.45745612219028 | -23.974995541961256 |  195.4735343538212 | -21.975050315074856 |           19 |      2.49147369670018 |    0 |        0.9 | Target[name=MS181101ab, ra[deg]=196.5517, dec[deg]=-22.9787 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (196.5517, -22.9787)> | 76dce0d609844226a6c40abfced7c67d | 2023-04-26T08:23:12.392 | 2023-04-26 12:45:29.670288 | 2023-04-26T17:25:02.141 |   81.6 |      94 |
| MS181101ab | 13:06:58 | -24:53:37 |    B,R | 120,120 |   2,2 |     1,1 |    0.9626969740167493 |  429 |     False |  429 | 196.7442 | -24.8936 | 197.83773038419102 | -23.889600131066324 | 197.85558878514064 |  -25.88953453318573 |  195.6327833078826 |  -25.88953453318573 |  195.6506417088322 | -23.889600131066324 |           10 |    0.9626969740167493 |    1 |        0.9 | Target[name=MS181101ab, ra[deg]=196.7442, dec[deg]=-24.8936 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (196.7442, -24.8936)> | c7b38ca0f1e64db186075a2b21e0ae13 | 2023-04-26T08:20:18.305 | 2023-04-26 12:46:48.594020 | 2023-04-26T17:29:27.857 |   83.5 |      95 |
| MS181101ab | 12:56:37 | -19:08:56 |    B,R | 120,120 |   2,2 |     1,1 |    0.3928643559268389 |  953 |     False |  953 | 194.1573 | -19.1489 | 195.20948528626377 | -18.145924306497374 | 195.22231676641906 |  -20.14588757718283 | 193.09228997515393 | -20.145887577182833 | 193.10512145530922 | -18.145924306497374 |            5 |    0.3928643559268389 |    2 |        0.9 | Target[name=MS181101ab, ra[deg]=194.1573, dec[deg]=-19.1489 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (194.1573, -19.1489)> | 8e5f0c85747c42e0874230f128f158b0 | 2023-04-26T08:21:17.965 | 2023-04-26 12:37:44.304073 | 2023-04-26T17:07:50.450 |   77.9 |      90 |
| MS181101ab | 12:55:23 | -15:19:08 |    B,R | 120,120 |   2,2 |     1,1 |   0.18054130432106302 | 1313 |     False | 1313 | 193.8462 | -15.3191 | 194.87805208676954 | -14.316769909305531 |  194.8879667499437 |  -16.31674705168471 | 192.80434094236395 |  -16.31674705168471 | 192.81425560553808 |  -14.31676990930553 |            7 |   0.18054130432106302 |    3 |       0.95 | Target[name=MS181101ab, ra[deg]=193.8462, dec[deg]=-15.3191 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (193.8462, -15.3191)> | a707fa2763b7431e9e322d3579d19ce4 | 2023-04-26T08:28:10.141 | 2023-04-26 12:35:23.178224 | 2023-04-26T16:58:27.872 |   74.1 |      88 |
| MS181101ab | 12:47:28 | -15:19:08 |    B,R | 120,120 |   2,2 |     1,1 |   0.13726772667784956 | 1312 |     False | 1312 | 191.8681 | -15.3191 | 192.90003010874756 | -14.316769909305533 | 192.90994477192172 |  -16.31674705168471 | 190.82631896434197 |  -16.31674705168471 | 190.83623362751612 | -14.316769909305533 |            3 |   0.13726772667784956 |    4 |        1.0 | Target[name=MS181101ab, ra[deg]=191.8681, dec[deg]=-15.3191 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (191.8681, -15.3191)> | f44288afb0534ba28f392b0d9b62d449 | 2023-04-26T08:20:16.349 | 2023-04-26 12:29:52.807697 | 2023-04-26T16:50:34.579 |   74.1 |      87 |
| MS181101ab | 13:14:28 | -22:58:43 |    B,R | 120,120 |   2,2 |     1,1 |   0.07028387876215825 |  603 |     False |  603 | 198.6207 | -22.9787 | 199.69887943928217 | -21.975050315074856 | 199.71495767091312 | -23.974995541961256 | 197.52642163943165 | -23.974995541961253 |  197.5424998710626 | -21.975050315074853 |            3 |   0.07028387876215825 |    5 |        1.0 | Target[name=MS181101ab, ra[deg]=198.6207, dec[deg]=-22.9787 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (198.6207, -22.9787)> | 9d0f81d06bc24d03838700d28ee566b0 | 2023-04-26T08:31:28.235 | 2023-04-26 12:50:22.679119 | 2023-04-26T17:33:16.386 |   81.4 |      96 |
| MS181101ab | 13:12:25 | -26:48:30 |    B,R | 120,120 |   2,2 |     1,1 |   0.05584834508963657 |  259 |     False |  259 | 198.1065 | -26.8085 |  199.2171093681905 | -25.804139612613284 | 199.23687364436017 |   -27.8040618266975 |  196.9761441071191 | -27.804061826697502 | 196.99590838328876 |  -25.80413961261329 |            3 |   0.05584834508963657 |    6 |        1.0 | Target[name=MS181101ab, ra[deg]=198.1065, dec[deg]=-26.8085 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (198.1065, -26.8085)> | 33d2d61e6db645b2b91372a1db4bfdb1 | 2023-04-26T08:22:10.059 | 2023-04-26 12:50:31.142078 | 2023-04-26T17:38:26.491 |   85.2 |      97 |
| MS181101ab | 12:51:08 | -13:24:15 |    B,R | 120,120 |   2,2 |     1,1 |  0.019262380686443266 | 1495 |     False | 1495 | 192.7869 | -13.4043 | 193.81062528415677 | -12.402184329701472 | 193.81917733712768 |  -14.40216702959538 |  191.7545931546756 |  -14.40216702959538 | 191.76314520764652 |  -12.40218432970147 |            3 |  0.019262380686443266 |    7 |        1.0 | Target[name=MS181101ab, ra[deg]=192.7869, dec[deg]=-13.4043 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (192.7869, -13.4043)> | 0be0c454795044d3936952aad6a034c0 | 2023-04-26T08:28:10.887 | 2023-04-26 12:31:49.740718 | 2023-04-26T16:49:58.482 |   72.2 |      87 |
| MS181101ab | 12:56:00 | -17:14:02 |    B,R | 120,120 |   2,2 |     1,1 |  0.005960108524801255 | 1132 |     False | 1132 |    194.0 |  -17.234 | 195.04135965202795 | -16.231350187414584 | 195.05269736114568 |  -18.23132087512961 | 192.94730263885427 |  -18.23132087512961 | 192.95864034797202 | -16.231350187414584 |            5 |  0.005960108524801255 |    8 |        1.0 |     Target[name=MS181101ab, ra[deg]=194.0, dec[deg]=-17.234 |      <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (194., -17.234)> | 5cdd07dadb0540bfbe6c92c96a8efa71 | 2023-04-26T08:24:40.049 | 2023-04-26 12:36:30.878119 | 2023-04-26T17:03:12.572 |   76.0 |      89 |
| MS181101ab | 13:13:38 | -21:03:49 |    B,R | 120,120 |   2,2 |     1,1 |   0.00457955981537597 |  778 |     False |  778 | 198.4091 | -21.0638 |  199.4735234104697 |  -20.06049134683571 | 199.48793080548745 | -22.060446160912697 | 197.33025101269433 | -22.060446160912697 | 197.34465840771207 |  -20.06049134683571 |            1 |   0.00457955981537597 |    9 |        1.0 | Target[name=MS181101ab, ra[deg]=198.4091, dec[deg]=-21.0638 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (198.4091, -21.0638)> | 643dfb2be85141e394c5ea14599fc534 | 2023-04-26T08:34:24.101 | 2023-04-26 12:49:16.264190 | 2023-04-26T17:28:40.067 |   79.6 |      95 |
