|        obj |   ra_hms |   dec_dms | filter | exptime | count | binning |                 weight |     note | scheduled |     name |       ra |      dec |                d_L |               prob_vol | stmass |      prob_vol_x_stmass | rank | confidence |                                                  mainTarget |                                                                          FixedTarget |                               id |                    rise |                    transit |                     set | maxalt | moonsep |
| MS181101ab | 13:17:48 | -26:54:08 |      r |     180 |     3 |       1 |  0.0003468505169513456 |  1330029 |      True |  1330029 |   199.45 | -26.9025 |          34.048542 |  0.0004226414014398668 |  0.007 |  0.0003468505169513456 |   45 |        1.0 |   Target[name=MS181101ab, ra[deg]=199.45, dec[deg]=-26.9025 |   <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (199.45, -26.9025)> | 77355115c9da4eeaba7c2867b1fd7124 | 2023-04-26T08:27:20.723 | 2023-04-26 12:53:22.158974 | 2023-04-26T17:43:56.712 |   85.0 |      98 |
| MS181101ab | 12:54:17 | -14:08:44 |      r |     180 |     3 |       1 | 0.00034434553301389026 | 13136317 |      True | 13136317 | 193.5739 | -14.1456 |          28.824576 |  0.0002939696310859359 |   0.01 | 0.00034434553301389026 |   46 |        1.0 | Target[name=MS181101ab, ra[deg]=193.5739, dec[deg]=-14.1456 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (193.5739, -14.1456)> | 275d708ef28442b8bd67fa8d5cedfaef | 2023-04-26T08:29:39.491 | 2023-04-26 12:34:14.189502 | 2023-04-26T16:54:46.372 |   72.9 |      88 |
| MS181101ab | 12:52:57 | -17:42:21 |      r |     180 |     3 |       1 |  0.0003109766745865928 | 13090703 |      True | 13090703 | 193.2385 |  -17.706 |           35.95989 |  0.0026893460671724946 |  0.001 |  0.0003109766745865928 |   47 |        1.0 |  Target[name=MS181101ab, ra[deg]=193.2385, dec[deg]=-17.706 |  <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (193.2385, -17.706)> | 49603c55704b4a07b06b7ebcc8f74a12 | 2023-04-26T08:20:37.362 | 2023-04-26 12:34:37.677928 | 2023-04-26T17:01:09.869 |   76.5 |      89 |
| MS181101ab | 12:57:02 | -19:31:07 |      r |     180 |     3 |       1 |  0.0003035420770377204 | 13106319 |      True | 13106319 | 194.2612 | -19.5186 |          35.862282 |  0.0026335679594034485 |  0.001 |  0.0003035420770377204 |   48 |        1.0 | Target[name=MS181101ab, ra[deg]=194.2612, dec[deg]=-19.5186 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (194.2612, -19.5186)> | a03425ecbd10475892be0814e581a7ed | 2023-04-26T08:20:56.869 | 2023-04-26 12:38:10.228455 | 2023-04-26T17:09:00.465 |   78.3 |      91 |
| MS181101ab | 13:09:18 | -24:23:04 |      r |     180 |     3 |       1 | 0.00020392874220157069 |  1329996 |      True |  1329996 |  197.329 | -24.3846 |          31.936342 |   0.001886218383424367 |  0.001 | 0.00020392874220157069 |   49 |        1.0 |  Target[name=MS181101ab, ra[deg]=197.329, dec[deg]=-24.3846 |  <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (197.329, -24.3846)> | ac5cb6e8dc454c48bb1440765087fc41 | 2023-04-26T08:23:35.744 | 2023-04-26 12:47:53.241144 | 2023-04-26T17:30:49.349 |   82.9 |      96 |
| MS181101ab | 12:54:03 | -15:50:06 |      r |     180 |     3 |       1 | 0.00016900463601482983 | 13142330 |      True | 13142330 | 193.5165 | -15.8352 | 21.262014999999998 |  0.0016242000904614722 |  0.001 | 0.00016900463601482983 |   50 |        1.0 | Target[name=MS181101ab, ra[deg]=193.5165, dec[deg]=-15.8352 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (193.5165, -15.8352)> | 440beec34cf84d848d86e3ab77e05eae | 2023-04-26T08:25:43.431 | 2023-04-26 12:34:39.583168 | 2023-04-26T16:58:16.151 |   74.6 |      88 |
| MS181101ab | 13:05:24 | -23:30:09 |      r |     180 |     3 |       1 | 0.00011889567863732272 |  1325556 |     False |  1325556 |  196.354 | -23.5025 |          43.157472 |  0.0012482573704387754 |  0.001 | 0.00011889567863732272 |   51 |        1.0 |  Target[name=MS181101ab, ra[deg]=196.354, dec[deg]=-23.5025 |  <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (196.354, -23.5025)> | b39c48c58d3e45cda36d3f3b5fff51d2 | 2023-04-26T08:21:23.638 | 2023-04-26 12:45:15.611623 | 2023-04-26T17:25:15.306 |   82.2 |      94 |
| MS181101ab | 13:08:15 | -21:00:05 |      r |     180 |     3 |       1 |   7.44865467898337e-05 |  1329991 |      True |  1329991 |  197.064 | -21.0016 |          33.314656 |   0.000915077621859816 |  0.001 |   7.44865467898337e-05 |   52 |        1.0 |  Target[name=MS181101ab, ra[deg]=197.064, dec[deg]=-21.0016 |  <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (197.064, -21.0016)> | 3ae14f66186f4beb8d859b40c63844be | 2023-04-26T08:29:08.574 | 2023-04-26 12:45:54.752992 | 2023-04-26T17:23:10.725 |   79.6 |      94 |
| MS181101ab | 13:07:07 | -24:06:40 |      r |     180 |     3 |       1 | 5.3028395636308906e-05 |  1329987 |     False |  1329987 |  196.782 | -24.1114 |          26.170985 |   0.000754087728365536 |  0.001 | 5.3028395636308906e-05 |   53 |        1.0 |  Target[name=MS181101ab, ra[deg]=196.782, dec[deg]=-24.1114 |  <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (196.782, -24.1114)> | 4ef3898b0f12416faea9d7c85ab1f754 | 2023-04-26T08:21:56.006 | 2023-04-26 12:46:31.711593 | 2023-04-26T17:28:07.544 |   82.7 |      95 |
| MS181101ab | 12:55:35 | -15:01:03 |      r |     180 |     3 |       1 | 1.7967960860701564e-05 |  1331441 |      True |  1331441 |  193.899 | -15.0175 |          26.894647 |  0.0004910466294374483 |  0.001 | 1.7967960860701564e-05 |   54 |        1.0 |  Target[name=MS181101ab, ra[deg]=193.899, dec[deg]=-15.0175 |  <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (193.899, -15.0175)> | b1dae88cdb44415fadad82ce885a6788 | 2023-04-26T08:29:01.911 | 2023-04-26 12:35:25.101891 | 2023-04-26T16:58:00.288 |   73.8 |      88 |
| MS181101ab | 12:55:26 | -19:47:06 |      r |     180 |     3 |       1 |  5.779150640438278e-06 | 13105857 |     False | 13105857 | 193.8614 |  -19.785 |          38.291529 | 0.00039960001574072975 |  0.001 |  5.779150640438278e-06 |   55 |        1.0 |  Target[name=MS181101ab, ra[deg]=193.8614, dec[deg]=-19.785 |  <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (193.8614, -19.785)> | cfefd30d327f49b2855a7c71d7532193 | 2023-04-26T08:18:48.451 | 2023-04-26 12:37:14.122141 | 2023-04-26T17:07:57.476 |   78.6 |      91 |
| MS181101ab | 13:13:32 | -23:51:41 |      r |     180 |     3 |       1 | 2.5770358223534785e-07 | 13384365 |      True | 13384365 | 198.3865 | -23.8616 |          50.329875 | 0.00035817532973331565 |  0.001 | 2.5770358223534785e-07 |   56 |        1.0 | Target[name=MS181101ab, ra[deg]=198.3865, dec[deg]=-23.8616 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (198.3865, -23.8616)> | 7800e41eaad345509fcf58565b21c911 | 2023-04-26T08:28:49.148 | 2023-04-26 12:50:06.245613 | 2023-04-26T17:34:02.036 |   82.3 |      96 |
| MS181101ab | 13:01:59 | -22:47:19 |      r |     180 |     3 |       1 |                    0.0 | 13217203 |     False | 13217203 | 195.4964 | -22.7887 |          44.900001 |  0.0003562419072329178 |  0.001 |                    0.0 |   57 |        1.0 | Target[name=MS181101ab, ra[deg]=195.4964, dec[deg]=-22.7887 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (195.4964, -22.7887)> | 05df3946f43e4ac7ba9398283bd0d9d3 | 2023-04-26T08:19:21.211 | 2023-04-26 12:42:52.391962 | 2023-04-26T17:20:27.473 |   81.5 |      93 |
