|        obj |   ra_hms |   dec_dms | filter | exptime | count | binning |                weight | note | scheduled | #id |       ra |      dec |                ra1 |                dec1 |                ra2 |                dec2 |                ra3 |                dec3 |                ra4 |                dec4 | n_hostgalaxy |     prob_vol_x_stmass | rank | confidence |                                                  mainTarget |                                                                          FixedTarget |                               id |                    rise |                    transit |                     set | maxalt | moonsep |
| MS181101ab | 13:12:33 | -23:08:34 |      r |      60 |    18 |       1 |    3.0459444847787522 |  321 |      True | 321 | 198.1395 | -23.1429 | 199.58499803872365 | -21.793701763873013 | 199.61424401991573 | -24.478567109883254 | 196.66482574752618 | -24.478567109883254 | 196.69407172871823 | -21.793701763873013 |           22 |    3.0459444847787522 |    0 |        0.9 | Target[name=MS181101ab, ra[deg]=198.1395, dec[deg]=-23.1429 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (198.1395, -23.1429)> | 02c8ca1c8f9f4ffc9c73cde056bebbb1 | 2023-04-27T23:02:54.263 | 2023-04-28 03:25:08.900928 | 2023-04-28T08:03:57.881 |   82.6 |      77 |
| MS181101ab | 13:01:23 | -23:08:34 |      r |      60 |    18 |       1 |    0.9384000567890435 |  320 |      True | 320 | 195.3488 | -23.1429 | 196.79430036430506 | -21.793701763873013 |  196.8235463454971 | -24.478567109883254 | 193.87412807310758 | -24.478567109883254 | 193.90337405429963 | -21.793701763873017 |           13 |    0.9384000567890435 |    1 |        0.9 | Target[name=MS181101ab, ra[deg]=195.3488, dec[deg]=-23.1429 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (195.3488, -23.1429)> | 55805ed927274417bb22b78e03b2532c | 2023-04-27T22:51:45.818 | 2023-04-28 03:18:28.163533 | 2023-04-28T07:52:50.856 |   82.8 |      75 |
| MS181101ab | 13:00:27 | -20:34:17 |      r |      60 |    18 |       1 |    0.3938681212451561 |  450 |      True | 450 | 195.1145 | -20.5714 |  196.5359018752679 | -19.223077558193822 | 196.56112371180302 | -21.907973738995324 | 193.66788392178478 |  -21.90797373899533 |  193.6931057583199 | -19.223077558193822 |            6 |    0.3938681212451561 |    2 |       0.95 | Target[name=MS181101ab, ra[deg]=195.1145, dec[deg]=-20.5714 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (195.1145, -20.5714)> | a2f5a59c264a4274a47645e5f1c73dfb | 2023-04-27T22:55:41.025 | 2023-04-28 03:16:23.875613 | 2023-04-28T07:47:02.992 |   80.2 |      73 |
| MS181101ab | 12:53:43 | -15:25:42 |      r |      60 |    18 |       1 |   0.20447010334510451 |  715 |      True | 715 | 193.4328 | -15.4286 | 194.81655643103616 | -14.081758883782793 | 194.83456988035917 |  -16.76670274472248 |  192.0311017614319 | -16.766702744722476 |  192.0491152107549 | -14.081758883782793 |           10 |   0.20447010334510451 |    3 |        1.0 | Target[name=MS181101ab, ra[deg]=193.4328, dec[deg]=-15.4286 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (193.4328, -15.4286)> | a37a46c6c0f74e70b1fe254a163be342 | 2023-04-27T22:59:18.084 | 2023-04-28 03:09:24.547732 | 2023-04-28T07:29:59.059 |   75.0 |      69 |
| MS181101ab | 13:20:00 | -25:42:51 |      r |      60 |    18 |       1 |   0.05537797705793462 |  194 |      True | 194 |    200.0 | -25.7143 |  201.4733739514326 |  -24.36429655810026 |  201.5070041541993 | -27.049125620102114 |  198.4929958458007 | -27.049125620102114 | 198.52662604856744 | -24.364296558100264 |            3 |   0.05537797705793462 |    4 |        1.0 |    Target[name=MS181101ab, ra[deg]=200.0, dec[deg]=-25.7143 |     <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (200., -25.7143)> | dc8bf7dc1e54463d9774ab62c2b314ca | 2023-04-27T23:05:39.478 | 2023-04-28 03:30:14.956802 | 2023-04-28T08:16:01.759 |   84.8 |      80 |
| MS181101ab | 12:59:32 | -18:00:00 |      r |      60 |    18 |       1 |  0.015396301449838428 |  582 |      True | 582 | 194.8872 |    -18.0 | 196.28811292807293 |  -16.65242855258158 | 196.30960832192028 | -19.337350738895033 | 193.46482776830535 |  -19.33735073889503 |  193.4863231621527 |  -16.65242855258158 |            5 |  0.015396301449838428 |    5 |        1.0 |    Target[name=MS181101ab, ra[deg]=194.8872, dec[deg]=-18.0 |     <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (194.8872, -18.)> | c4ddca82f8a641228232c623aedeea72 | 2023-04-27T22:59:50.110 | 2023-04-28 03:14:31.965820 | 2023-04-28T07:41:04.522 |   77.6 |      72 |
| MS181101ab | 13:08:34 | -25:42:51 |      r |      60 |    18 |       1 |  0.007123826244073223 |  193 |      True | 193 | 197.1429 | -25.7143 | 198.61623109428973 |  -24.36429655810026 | 198.64986129705647 | -27.049125620102117 | 195.63585298865783 | -27.049125620102117 |  195.6694831914246 |  -24.36429655810026 |            4 |  0.007123826244073223 |    6 |        1.0 | Target[name=MS181101ab, ra[deg]=197.1429, dec[deg]=-25.7143 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (197.1429, -25.7143)> | 19291d695db942cd9a163e6e36eacbc5 | 2023-04-27T22:54:15.450 | 2023-04-28 03:24:15.427551 | 2023-04-28T08:04:40.022 |   85.2 |      78 |
| MS181101ab | 13:11:27 | -20:34:17 |      r |      60 |    18 |       1 |  0.004654046362165804 |  451 |      True | 451 | 197.8626 | -20.5714 | 199.28399347832135 | -19.223077558193822 | 199.30921531485646 | -21.907973738995327 | 196.41597552483825 | -21.907973738995327 | 196.44119736137336 | -19.223077558193822 |            2 |  0.004654046362165804 |    7 |        1.0 | Target[name=MS181101ab, ra[deg]=197.8626, dec[deg]=-20.5714 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (197.8626, -20.5714)> | fa09e31f78a249f597d268fffef4d2c6 | 2023-04-27T23:06:39.572 | 2023-04-28 03:23:21.428246 | 2023-04-28T07:58:00.267 |   80.0 |      76 |
| MS181101ab | 12:52:56 | -12:51:25 |      r |      60 |    18 |       1 | 0.0008049974858554652 |  850 |      True | 850 | 193.2353 | -12.8571 | 194.60498028333174 | -11.511072309187258 | 194.61971024317583 | -14.196033912171764 |  191.8508779921183 | -14.196033912171766 |  191.8656079519624 |  -11.51107230918726 |            2 | 0.0008049974858554652 |    8 |        1.0 | Target[name=MS181101ab, ra[deg]=193.2353, dec[deg]=-12.8571 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (193.2353, -12.8571)> | ad7bca92ad3c45e0bfd1eb3a896e7a49 | 2023-04-27T23:04:00.807 | 2023-04-28 03:07:57.626780 | 2023-04-28T07:23:40.033 |   72.5 |      68 |
| MS181101ab | 12:48:43 | -18:00:00 |      r |      60 |    18 |       1 | 0.0003109766745865928 |  581 |      True | 581 | 192.1805 |    -18.0 |  193.5813460107797 |  -16.65242855258158 | 193.60284140462704 |  -19.33735073889503 | 190.75806085101212 |  -19.33735073889503 | 190.77955624485946 |  -16.65242855258158 |            1 | 0.0003109766745865928 |    9 |        1.0 |    Target[name=MS181101ab, ra[deg]=192.1805, dec[deg]=-18.0 |     <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (192.1805, -18.)> | 79d03d6877534ef59eedaccab728fa0a | 2023-04-27T22:49:01.644 | 2023-04-28 03:06:47.787569 | 2023-04-28T07:30:16.718 |   77.6 |      70 |
| MS181101ab | 12:42:21 | -12:51:25 |      r |      60 |    18 |       1 |                   0.0 |  849 |      True | 849 | 190.5882 | -12.8571 | 191.95792145980232 | -11.511072309187258 |  191.9726514196464 | -14.196033912171762 | 189.20381916858892 |  -14.19603391217176 |   189.218549128433 | -11.511072309187256 |            0 |                   0.0 |   10 |        1.0 | Target[name=MS181101ab, ra[deg]=190.5882, dec[deg]=-12.8571 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (190.5882, -12.8571)> | a211d9588484421194be6bc160439274 | 2023-04-27T22:53:27.107 | 2023-04-28 03:00:11.587867 | 2023-04-28T07:13:06.766 |   72.5 |      66 |
| MS181101ab | 12:49:27 | -20:34:17 |      r |      60 |    18 |       1 |                   0.0 |  449 |      True | 449 | 192.3664 | -20.5714 |  193.7878102722145 | -19.223077558193822 |  193.8130321087496 |  -21.90797373899533 | 190.91979231873137 | -21.907973738995334 | 190.94501415526648 | -19.223077558193825 |            0 |                   0.0 |   11 |        1.0 | Target[name=MS181101ab, ra[deg]=192.3664, dec[deg]=-20.5714 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (192.3664, -20.5714)> | e9c71240af314448ba879ace3490e0c5 | 2023-04-27T22:44:42.713 | 2023-04-28 03:08:36.529928 | 2023-04-28T07:36:05.353 |   80.2 |      71 |
| MS181101ab | 13:10:22 | -18:00:00 |      r |      60 |    18 |       1 |                   0.0 |  583 |      True | 583 |  197.594 |    -18.0 | 198.99487984536617 |  -16.65242855258158 | 199.01637523921352 |  -19.33735073889503 |  196.1715946855986 | -19.337350738895033 | 196.19309007944597 |  -16.65242855258158 |            0 |                   0.0 |   12 |        1.0 |     Target[name=MS181101ab, ra[deg]=197.594, dec[deg]=-18.0 |      <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (197.594, -18.)> | 0d3f13fcaf284998b420de9190890fc0 | 2023-04-27T23:10:38.805 | 2023-04-28 03:21:39.255435 | 2023-04-28T07:51:52.126 |   77.5 |      74 |
| MS181101ab | 12:42:59 | -15:25:42 |      r |      60 |    18 |       1 |                   0.0 |  714 |      True | 714 | 190.7463 | -15.4286 | 192.12998926685705 | -14.081758883782792 | 192.14800271618006 | -16.766702744722476 |  189.3445345972528 | -16.766702744722476 |  189.3625480465758 | -14.081758883782792 |            0 |                   0.0 |   13 |        1.0 | Target[name=MS181101ab, ra[deg]=190.7463, dec[deg]=-15.4286 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (190.7463, -15.4286)> | 94510d8be60b4a3f92facc45a0d89283 | 2023-04-27T22:48:34.628 | 2023-04-28 03:01:24.493929 | 2023-04-28T07:19:16.091 |   75.1 |      67 |
| MS181101ab | 13:04:28 | -15:25:42 |      r |      60 |    18 |       1 |                   0.0 |  716 |      True | 716 | 196.1194 | -15.4286 | 197.50312359521527 | -14.081758883782792 | 197.52113704453828 | -16.766702744722476 |   194.717668925611 | -16.766702744722476 | 194.73568237493402 | -14.081758883782792 |            0 |                   0.0 |   14 |        1.0 | Target[name=MS181101ab, ra[deg]=196.1194, dec[deg]=-15.4286 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (196.1194, -15.4286)> | 4062f04c41484c2e868e460eeece0c8d | 2023-04-27T23:10:01.676 | 2023-04-28 03:16:49.100582 | 2023-04-28T07:40:41.890 |   75.0 |      72 |
