|        obj |   ra_hms |   dec_dms | filter | exptime | count | binning |                 weight | note | scheduled |  #id |       ra |      dec |                ra1 |                dec1 |                ra2 |                dec2 |                ra3 |                dec3 |                ra4 |                dec4 | n_hostgalaxy |      prob_vol_x_stmass | rank | confidence |                                                  mainTarget |                                                                          FixedTarget |                               id |                    rise |                    transit |                     set | maxalt | moonsep |
| MS181101ab | 13:08:54 | -23:27:16 |    B,R | 180,180 |  5,10 |     1,1 |      3.010309790883252 | 1643 |     False | 1643 | 197.2277 | -23.4545 | 197.86961703744873 |  -22.86172668493405 | 197.87539315659038 | -24.044714817982683 | 196.58005238796406 | -24.044714817982683 |  196.5858285071057 |  -22.86172668493405 |           13 |      3.010309790883252 |    0 |        0.9 | Target[name=MS181101ab, ra[deg]=197.2277, dec[deg]=-23.4545 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (197.2277, -23.4545)> | 0950a7306c7244ddb2728121756b41ec |                         | 2023-04-28 13:58:01.852274 |                         |   28.8 |      71 |
| MS181101ab | 13:09:22 | -24:32:43 |    B,R | 180,180 |  5,10 |     1,1 |     0.6393138970401453 | 1341 |     False | 1341 | 197.3422 | -24.5455 | 197.98939948310752 | -23.952566753603886 | 197.99553110417034 |  -25.13555360576676 | 196.68885427788945 | -25.135553605766763 | 196.69498589895227 |  -23.95256675360389 |            7 |     0.6393138970401453 |    1 |        0.9 | Target[name=MS181101ab, ra[deg]=197.3422, dec[deg]=-24.5455 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (197.3422, -24.5455)> | 02103bf6e20d4926a752197ccbda0778 |                         | 2023-04-28 13:58:20.351590 |                         |   27.7 |      72 |
| MS181101ab | 12:55:44 | -20:10:54 |    B,R | 180,180 |  5,10 |     1,1 |    0.38281364425017744 | 2561 |     False | 2561 | 193.9355 | -20.1818 |  194.5632907227632 | -19.589200175123644 |  194.5680735057244 |  -20.77219165793629 | 193.30289423621102 |  -20.77219165793629 | 193.30767701917222 | -19.589200175123644 |            3 |    0.38281364425017744 |    2 |        0.9 | Target[name=MS181101ab, ra[deg]=193.9355, dec[deg]=-20.1818 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (193.9355, -20.1818)> | dbb56e7f33394149bf966b02b3a751cb | 2023-04-28T13:03:39.790 | 2023-04-28 13:48:55.711563 | 2023-04-28T15:06:15.845 |   32.1 |      67 |
| MS181101ab | 13:05:52 | -22:21:49 |    B,R | 180,180 |  5,10 |     1,1 |    0.15737247708469804 | 1947 |     False | 1947 | 196.4706 | -22.3636 | 197.10748545674315 |  -21.77088551679757 | 197.11291891506096 | -22.953874845713074 | 195.82825755552727 | -22.953874845713074 | 195.83369101384508 |  -21.77088551679757 |            6 |    0.15737247708469804 |    3 |       0.95 | Target[name=MS181101ab, ra[deg]=196.4706, dec[deg]=-22.3636 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (196.4706, -22.3636)> | 310e82acbbfa414098555fd14ca93e37 |                         | 2023-04-28 13:55:51.520492 |                         |   29.8 |      70 |
| MS181101ab | 12:51:54 | -14:43:38 |    B,R | 180,180 |  5,10 |     1,1 |    0.11915468901027566 | 4135 |      True | 4135 | 192.9781 | -14.7273 | 193.58799252368584 | -14.134972359221193 |  193.5913118243802 | -15.317968003614352 |  192.3648010282844 | -15.317968003614352 | 192.36812032897876 |  -14.13497235922119 |            3 |    0.11915468901027566 |    4 |        1.0 | Target[name=MS181101ab, ra[deg]=192.9781, dec[deg]=-14.7273 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (192.9781, -14.7273)> | d58e178e07d84cf69676d382a8c797fe | 2023-04-28T11:56:39.834 | 2023-04-28 13:46:36.274982 | 2023-04-28T15:56:01.099 |   37.5 |      63 |
| MS181101ab | 12:54:20 | -15:49:05 |    B,R | 180,180 |  5,10 |     1,1 |   0.060457510585369204 | 3817 |     False | 3817 | 193.5849 | -15.8182 | 194.19789180677714 | -15.225819332062747 | 194.20148812855368 |  -16.40881427199012 | 192.96832319220104 |  -16.40881427199012 |  192.9719195139776 | -15.225819332062747 |            4 |   0.060457510585369204 |    5 |        1.0 | Target[name=MS181101ab, ra[deg]=193.5849, dec[deg]=-15.8182 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (193.5849, -15.8182)> | aaa13980577f40e3b7789a29a23906ed | 2023-04-28T12:07:41.698 | 2023-04-28 13:48:09.208616 | 2023-04-28T15:48:32.565 |   36.4 |      64 |
| MS181101ab | 13:15:39 | -26:43:38 |    B,R | 180,180 |  5,10 |     1,1 |    0.05537797705793462 |  746 |     False |  746 | 198.9153 | -26.7273 | 199.57408071081687 | -26.134243275254885 | 199.58096618929287 | -27.317227290829493 | 198.24954228528338 | -27.317227290829493 | 198.25642776375938 | -26.134243275254885 |            3 |    0.05537797705793462 |    6 |        1.0 | Target[name=MS181101ab, ra[deg]=198.9153, dec[deg]=-26.7273 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (198.9153, -26.7273)> | e10a6d1b254f45d19adffc5ba9bdb871 |                         | 2023-04-28 14:03:05.279877 |                         |   25.5 |      74 |
| MS181101ab | 12:47:23 | -14:43:38 |    B,R | 180,180 |  5,10 |     1,1 |     0.0184573832005878 | 4134 |     False | 4134 | 191.8495 | -14.7273 |  192.4594658779178 | -14.134972359221193 | 192.46278517861214 | -15.317968003614352 | 191.23627438251637 | -15.317968003614352 |  191.2395936832107 | -14.134972359221193 |            1 |     0.0184573832005878 |    7 |        1.0 | Target[name=MS181101ab, ra[deg]=191.8495, dec[deg]=-14.7273 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (191.8495, -14.7273)> | 201d85ac91ec46ff8490ecdce3dcda3b | 2023-04-28T11:52:13.278 | 2023-04-28 13:43:42.384636 | 2023-04-28T15:51:21.232 |   37.6 |      62 |
| MS181101ab | 13:04:35 | -24:32:43 |    B,R | 180,180 |  5,10 |     1,1 |   0.013719808379736614 | 1340 |     False | 1340 | 196.1462 | -24.5455 |   196.793386194071 | -23.952566753603882 |  196.7995178151338 | -25.135553605766756 | 195.49284098885292 |  -25.13555360576676 | 195.49897260991574 | -23.952566753603882 |            3 |   0.013719808379736614 |    8 |        1.0 | Target[name=MS181101ab, ra[deg]=196.1462, dec[deg]=-24.5455 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (196.1462, -24.5455)> | 9b367eab948442269b5b436f6fc00abb |                         | 2023-04-28 13:54:52.038980 |                         |   27.7 |      71 |
| MS181101ab | 12:55:23 | -19:05:27 |    B,R | 180,180 |  5,10 |     1,1 |   0.010050711676661484 | 2872 |     False | 2872 | 193.8462 | -19.0909 |  194.4698480606061 |  -18.49835613918927 | 194.47432105354503 | -19.681348587710396 | 193.21798663876262 |   -19.6813485877104 | 193.22245963170153 |  -18.49835613918927 |            2 |   0.010050711676661484 |    9 |        1.0 | Target[name=MS181101ab, ra[deg]=193.8462, dec[deg]=-19.0909 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (193.8462, -19.0909)> | f1a6b1b93dda4709896770e1a3e01675 | 2023-04-28T12:40:34.009 | 2023-04-28 13:48:43.649548 | 2023-04-28T15:17:24.784 |   33.2 |      66 |
| MS181101ab | 12:56:25 | -14:43:38 |    B,R | 180,180 |  5,10 |     1,1 |   0.006744866081885758 | 4136 |      True | 4136 | 194.1066 | -14.7273 | 194.71651916945385 |  -14.13497235922119 | 194.71983847014818 | -15.317968003614352 |  193.4933276740524 | -15.317968003614352 | 193.49664697474674 |  -14.13497235922119 |            3 |   0.006744866081885758 |   10 |        1.0 | Target[name=MS181101ab, ra[deg]=194.1066, dec[deg]=-14.7273 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (194.1066, -14.7273)> | d1e538d6c0a04f5dbe7eca41e3c1c562 | 2023-04-28T12:01:05.727 | 2023-04-28 13:49:35.058322 | 2023-04-28T16:00:41.962 |   37.5 |      64 |
| MS181101ab | 13:04:09 | -23:27:16 |    B,R | 180,180 |  5,10 |     1,1 |  0.0057325484346831814 | 1642 |     False | 1642 | 196.0396 | -23.4545 | 196.68149822556757 |  -22.86172668493405 | 196.68727434470918 | -24.044714817982694 |  195.3919335760829 | -24.044714817982694 | 195.39770969522453 |  -22.86172668493405 |            3 |  0.0057325484346831814 |   11 |        1.0 | Target[name=MS181101ab, ra[deg]=196.0396, dec[deg]=-23.4545 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (196.0396, -23.4545)> | d92a49091d7e4bfe8b98b21a87ed5fd5 |                         | 2023-04-28 13:54:35.764677 |                         |   28.8 |      70 |
| MS181101ab | 13:10:07 | -21:16:21 |    B,R | 180,180 |  5,10 |     1,1 |   0.004654046362165804 | 2255 |     False | 2255 | 197.5325 | -21.2727 | 198.16467229937638 |  -20.68004332336628 | 198.16977495174297 | -21.863033767531235 | 196.89516011319208 | -21.863033767531235 |  196.9002627655587 |  -20.68004332336628 |            2 |   0.004654046362165804 |   12 |        1.0 | Target[name=MS181101ab, ra[deg]=197.5325, dec[deg]=-21.2727 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (197.5325, -21.2727)> | 6e1ed24b027a40f2a1427486b21446bd | 2023-04-28T13:39:57.971 | 2023-04-28 13:58:59.938219 | 2023-04-28T14:43:02.586 |   30.9 |      70 |
| MS181101ab | 12:54:41 | -16:54:32 |    B,R | 180,180 |  5,10 |     1,1 |  0.0031149571121594846 | 3500 |     False | 3500 | 193.6709 | -16.9091 |  194.2871774444174 |  -16.31666565766701 |  194.2910579368529 | -17.499659831842962 | 193.05071421504593 | -17.499659831842965 | 193.05459470748139 | -16.316665657667013 |            3 |  0.0031149571121594846 |   13 |        1.0 | Target[name=MS181101ab, ra[deg]=193.6709, dec[deg]=-16.9091 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (193.6709, -16.9091)> | b4680c41c633452b9517b5a90482b2e4 | 2023-04-28T12:16:56.212 | 2023-04-28 13:48:20.396365 | 2023-04-28T15:38:32.505 |   35.3 |      65 |
| MS181101ab | 12:59:37 | -18:00:00 |    B,R | 180,180 |  5,10 |     1,1 |  0.0025341747380551788 | 3186 |     False | 3186 | 194.9045 |    -18.0 | 195.52431692946436 | -17.407511279616617 |  195.5284894097041 |  -18.59050462424545 | 194.28042778774812 | -18.590504624245447 | 194.28460026798786 | -17.407511279616617 |            1 |  0.0025341747380551788 |   14 |        1.0 |    Target[name=MS181101ab, ra[deg]=194.9045, dec[deg]=-18.0 |     <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (194.9045, -18.)> | 7ac8fbf7edc14002986fbac7ae685b83 | 2023-04-28T12:30:41.615 | 2023-04-28 13:51:37.016220 | 2023-04-28T15:32:33.565 |   34.2 |      66 |
| MS181101ab | 12:59:14 | -16:54:32 |    B,R | 180,180 |  5,10 |     1,1 |  0.0011105587788851523 | 3501 |     False | 3501 | 194.8101 | -16.9091 |  195.4264179507465 | -16.316665657667013 | 195.43029844318198 | -17.499659831842965 | 194.18995472137502 | -17.499659831842962 | 194.19383521381047 | -16.316665657667013 |            2 |  0.0011105587788851523 |   15 |        1.0 | Target[name=MS181101ab, ra[deg]=194.8101, dec[deg]=-16.9091 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (194.8101, -16.9091)> | d63dff4504fc41b581266044ded171d1 | 2023-04-28T12:21:14.599 | 2023-04-28 13:51:23.987886 | 2023-04-28T15:43:02.007 |   35.3 |      66 |
| MS181101ab | 12:56:06 | -21:16:21 |    B,R | 180,180 |  5,10 |     1,1 |   0.001003765318317216 | 2252 |     False | 2252 |  194.026 | -21.2727 | 194.65817879288284 |  -20.68004332336628 | 194.66328144524942 |  -21.86303376753123 | 193.38866660669856 | -21.863033767531228 | 193.39376925906515 | -20.680043323366277 |            1 |   0.001003765318317216 |   16 |        1.0 |  Target[name=MS181101ab, ra[deg]=194.026, dec[deg]=-21.2727 |  <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (194.026, -21.2727)> | 83e579265b02497699d500dcb50a317f | 2023-04-28T13:27:27.699 | 2023-04-28 13:49:08.078102 | 2023-04-28T14:28:25.040 |   31.0 |      67 |
| MS181101ab | 13:12:28 | -25:38:10 |    B,R | 180,180 |  5,10 |     1,1 |  0.0008172185486532956 | 1042 |     False | 1042 | 198.1208 | -25.6364 |  198.7736519718701 | -25.043405644592603 | 198.78015299757632 | -26.226391126026808 | 197.46145774067867 |  -26.22639112602681 |  197.4679587663849 | -25.043405644592603 |            1 |  0.0008172185486532956 |   17 |        1.0 | Target[name=MS181101ab, ra[deg]=198.1208, dec[deg]=-25.6364 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (198.1208, -25.6364)> | 966610cdca5e444ea9905293b07a8831 |                         | 2023-04-28 14:00:39.119455 |                         |   26.6 |      73 |
| MS181101ab | 12:51:35 | -13:38:10 |    B,R | 180,180 |  5,10 |     1,1 |   0.000460651952841575 | 4455 |     False | 4455 | 192.8972 | -13.6364 | 193.50433149677576 | -13.044124793472466 | 193.50738029447888 | -14.227121083319137 | 192.28701222888557 | -14.227121083319139 |  192.2900610265887 | -13.044124793472466 |            1 |   0.000460651952841575 |   18 |        1.0 | Target[name=MS181101ab, ra[deg]=192.8972, dec[deg]=-13.6364 | <FixedTarget "MS181101ab" at SkyCoord (ICRS): (ra, dec) in deg (192.8972, -13.6364)> | f937446b8cfd4bff9ecd04bc6acbd70c | 2023-04-28T11:47:54.820 | 2023-04-28 13:46:26.209095 | 2023-04-28T16:05:15.827 |   38.6 |      62 |
