#	Observing Date = 2023-04-27
#	Observatory = LOAO
#	-18 deg sunset = 20:29
#	-18 deg sunrise = 04:11
#	Moon ra, dec = 8:14:4.83   25:16:17.7
#	Moon phase = 0.45
#	Moon seperation limit = 40
#	Altitude limit = 30
==============================================================================================================
|       name |       ra |       dec | rise(LT) | transit(LT) | set(LT) | moon_dist(deg) |                 weight |     note |
| MS181101ab | 12:48:59 | -14:23:57 |    20:18 |       22:43 |   01:27 |             78 |     0.0184573832005878 |  1261891 |
| MS181101ab | 12:50:11 | -13:29:23 |    20:14 |       22:44 |   01:33 |             78 |   0.000460651952841575 | 13042772 |
| MS181101ab | 12:50:37 | -14:28:57 |    20:21 |       22:44 |   01:28 |             78 |   0.005127070290439802 |  1172071 |
| MS181101ab | 12:51:18 | -14:34:24 |    20:22 |       22:45 |   01:29 |             78 |    0.11368327318682198 |  1261457 |
| MS181101ab | 12:52:25 | -15:31:01 |    20:29 |       22:45 |   01:25 |             79 |    0.05207461830980104 |  1324700 |
| MS181101ab | 12:52:51 | -16:01:14 |    20:33 |       22:46 |   01:23 |             79 | 0.00042182290847390204 | 13085189 |
| MS181101ab | 12:52:57 | -17:42:21 |    20:44 |       22:46 |   01:13 |             80 |  0.0003109766745865928 | 13090703 |
| MS181101ab | 12:54:03 | -15:50:06 |    20:33 |       22:46 |   01:25 |             80 | 0.00016900463601482983 | 13142330 |
| MS181101ab | 12:54:17 | -14:08:44 |    20:22 |       22:47 |   01:34 |             79 | 0.00034434553301389026 | 13136317 |
| MS181101ab | 12:54:49 | -16:03:07 |    20:35 |       22:47 |   01:25 |             80 |   0.007792064731079424 |  2395186 |
| MS181101ab | 12:55:19 | -14:56:59 |    20:28 |       22:47 |   01:31 |             79 |   0.006382552588011166 |  1263500 |
| MS181101ab | 12:55:20 | -17:05:47 |    20:42 |       22:47 |   01:20 |             80 |  0.0020043983332743323 |  2395181 |
| MS181101ab | 12:55:26 | -19:47:06 |    21:02 |       22:47 |   00:58 |             82 |  5.779150640438278e-06 | 13105857 |
| MS181101ab | 12:55:35 | -15:01:03 |    20:29 |       22:48 |   01:31 |             80 | 1.7967960860701564e-05 |  1331441 |
| MS181101ab | 12:55:59 | -19:16:08 |    20:58 |       22:48 |   01:03 |             82 |   0.009747169599623764 |  1264958 |
| MS181101ab | 12:57:01 | -17:23:25 |    20:46 |       22:48 |   01:19 |             81 |  0.0005552793894425762 |  1688248 |
| MS181101ab | 12:57:01 | -17:23:25 |    20:46 |       22:48 |   01:19 |             81 |  0.0005552793894425762 |  1332009 |
| MS181101ab | 12:57:02 | -19:31:07 |    21:01 |       22:48 |   01:02 |             82 |  0.0003035420770377204 | 13106319 |
| MS181101ab | 12:57:27 | -19:41:28 |    21:03 |       22:49 |   01:01 |             82 |     0.3666859663343284 |  1151111 |
| MS181101ab | 12:57:32 | -19:42:00 |    21:03 |       22:49 |   01:01 |             82 |   0.016121898765208628 |  1263502 |
| MS181101ab | 12:58:12 | -21:02:45 |    21:14 |       22:49 |   00:49 |             83 |   0.001003765318317216 |  2402886 |
| MS181101ab | 12:58:45 | -17:32:34 |    20:49 |       22:50 |   01:20 |             81 |  0.0025341747380551788 |  2400685 |
| MS181101ab | 13:01:59 | -22:47:19 |    21:31 |       22:52 |   00:37 |             85 |                    0.0 | 13217203 |
| MS181101ab | 13:04:15 | -22:52:52 |    21:34 |       22:53 |   00:38 |             85 |   0.003138851971024467 |  1325554 |
| MS181101ab | 13:05:04 | -22:23:02 |    21:31 |       22:54 |   00:43 |             85 |    0.09705845223690422 |  1159426 |
| MS181101ab | 13:05:23 | -23:31:21 |    21:42 |       22:54 |   00:32 |             86 |   0.002474800785021392 |  1326524 |
| MS181101ab | 13:05:24 | -23:30:09 |    21:41 |       22:54 |   00:33 |             86 | 0.00011889567863732272 |  1325556 |
| MS181101ab | 13:06:07 | -22:09:29 |    21:30 |       22:55 |   00:47 |             85 | 0.00047905511787126265 | 13320960 |
| MS181101ab | 13:06:24 | -24:09:50 |    21:54 |       22:55 |   00:27 |             86 |   0.012557208659711931 |  1171561 |
| MS181101ab | 13:06:39 | -22:27:20 |    21:33 |       22:55 |   00:44 |             85 |   0.051856931934272904 |  1171562 |
| MS181101ab | 13:06:52 | -22:50:30 |    21:36 |       22:55 |   00:41 |             86 |   0.000481571236193078 |  1329986 |
| MS181101ab | 13:06:56 | -23:55:01 |    21:51 |       22:55 |   00:30 |             86 |     0.2973514050553863 |  1151752 |
| MS181101ab | 13:07:05 | -23:40:37 |    21:46 |       22:55 |   00:33 |             86 |    0.47172028439399605 |  1151925 |
| MS181101ab | 13:07:07 | -24:06:40 |    21:54 |       22:55 |   00:28 |             86 | 5.3028395636308906e-05 |  1329987 |
| MS181101ab | 13:07:07 | -24:06:37 |    21:54 |       22:55 |   00:28 |             86 |  0.0011095713243883744 | 13280171 |
| MS181101ab | 13:07:30 | -23:10:13 |    21:39 |       22:56 |   00:38 |             86 |  0.0029202048122036876 |  1328590 |
| MS181101ab | 13:07:33 | -24:00:30 |    21:53 |       22:56 |   00:30 |             86 |     0.6085186466728523 |  1151235 |
| MS181101ab | 13:07:34 | -23:48:54 |    21:49 |       22:56 |   00:32 |             86 |   0.003541777686526772 |  2406489 |
| MS181101ab | 13:07:37 | -23:56:18 |    21:52 |       22:56 |   00:30 |             86 |   0.013474463261505866 |  1169640 |
| MS181101ab | 13:07:37 | -23:34:44 |    21:45 |       22:56 |   00:34 |             86 |    0.09336503240283517 |  1159936 |
| MS181101ab | 13:07:44 | -22:51:28 |    21:37 |       22:56 |   00:41 |             86 |   0.004357614588432127 |  1329989 |
| MS181101ab | 13:08:04 | -23:47:48 |    21:50 |       22:56 |   00:32 |             86 |     0.4120000209367641 |  1261378 |
| MS181101ab | 13:08:15 | -21:00:05 |    21:23 |       22:56 |   01:00 |             85 |   7.44865467898337e-05 |  1329991 |
